x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	2.350e-01	1.113e-01	9.530e-03	1.206e-03	1.206e-03
0	4	3.331e-01	1.027e-01	3.323e-03	3.243e-03	1.281e-03
0	5	nan	2.548e-02	2.548e-02	2.548e-02	1.625e-03
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	3.453e-01	1.851e-01	8.913e-02	1.805e-02	2.245e-03
1	4	2.340e-01	1.030e-01	9.405e-02	9.100e-02	2.586e-03
1	5	nan	3.099e-01	1.558e-01	7.038e-02	3.902e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	6.500e-01	1.264e-01	1.264e-01	1.249e-01	3.404e-02
2	4	6.845e-01	3.358e-02	2.496e-02	2.496e-02	1.142e-02
2	5	nan	2.308e-01	1.022e-01	3.159e-02	3.159e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	2.505e-01	1.100e-01	1.100e-01	8.314e-02
3	4	nan	8.562e-02	8.562e-02	6.300e-02	3.115e-02
3	5	nan	nan	nan	2.332e-01	6.238e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
