x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	3.013e-01	9.956e-02	9.881e-02	3.682e-02	3.673e-02
0	4	2.528e-01	4.453e-02	2.896e-02	2.896e-02	9.460e-03
0	5	nan	9.097e-02	3.275e-02	1.388e-02	1.159e-02
0	6	nan	nan	2.149e-01	2.468e-02	2.383e-02
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	5.848e-01	1.806e-01	9.646e-02	5.656e-02	5.656e-02
1	4	4.003e-01	3.483e-02	3.483e-02	3.483e-02	3.483e-02
1	5	nan	1.085e-01	3.532e-02	3.532e-02	1.028e-02
1	6	nan	nan	1.028e-01	9.741e-02	9.585e-03
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	7.340e-01	1.007e-01	9.084e-02	4.536e-02	4.536e-02
2	4	6.814e-01	1.003e-01	2.046e-02	2.046e-02	1.450e-02
2	5	nan	2.585e-01	1.386e-01	1.118e-01	4.180e-02
2	6	nan	nan	1.943e-01	2.636e-02	1.041e-02
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	2.311e-01	1.253e-01
3	4	nan	nan	1.746e-01	1.056e-01	1.056e-01
3	5	nan	nan	nan	1.701e-01	6.619e-02
3	6	nan	nan	nan	1.112e-01	2.559e-02
3	7	nan	nan	nan	nan	nan
