x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	2.203e-01	5.035e-02	3.195e-02	3.195e-02	3.195e-02
0	4	9.477e-02	9.477e-02	2.328e-02	2.328e-02	9.588e-03
0	5	nan	2.282e-01	6.490e-02	3.197e-02	2.133e-02
0	6	nan	nan	nan	1.243e-01	8.396e-02
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.560e-01	6.032e-02	1.062e-02	4.106e-03	4.106e-03
1	4	2.577e-01	1.001e-01	3.434e-02	8.961e-03	6.821e-03
1	5	nan	1.052e-01	9.979e-02	9.979e-02	7.671e-02
1	6	nan	nan	nan	1.298e-01	1.446e-02
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	6.704e-01	1.308e-02	1.308e-02	1.308e-02	1.308e-02
2	4	6.717e-01	1.833e-01	6.810e-02	3.026e-02	5.655e-04
2	5	nan	nan	1.824e-01	4.756e-02	8.152e-03
2	6	nan	nan	nan	5.624e-02	2.267e-02
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	2.297e-01	2.297e-01	2.297e-01
3	4	nan	1.798e-01	1.263e-01	5.127e-02	5.127e-02
3	5	nan	nan	nan	2.912e-02	2.912e-02
3	6	nan	nan	nan	9.462e-02	6.088e-03
3	7	nan	nan	nan	nan	nan
