x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	6.230e-01	2.248e-02	1.940e-02	1.940e-02	7.605e-03
0	4	3.259e-01	1.244e-01	1.702e-02	1.460e-02	4.065e-03
0	5	6.532e-01	1.158e-01	1.099e-01	2.086e-02	2.086e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.756e-01	1.743e-01	6.532e-02	6.532e-02	6.532e-02
1	4	2.878e-01	9.986e-02	4.743e-02	1.119e-02	5.363e-03
1	5	nan	8.458e-02	5.440e-02	1.930e-02	1.930e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	9.644e-02	6.956e-02	6.956e-02	6.046e-02
2	4	6.569e-01	1.444e-01	9.706e-02	5.692e-02	5.692e-02
2	5	nan	3.980e-02	2.694e-02	1.955e-02	5.641e-03
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	2.275e-01	1.312e-01	1.034e-02
3	4	nan	4.586e-01	2.288e-01	7.027e-02	1.532e-02
3	5	nan	nan	nan	nan	9.851e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
