x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	6.532e-01	2.253e-01	7.140e-02	7.140e-02	2.869e-02
0	4	2.338e-01	3.326e-02	3.326e-02	1.285e-02	1.285e-02
0	5	nan	5.334e-02	5.334e-02	3.500e-02	3.500e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	2.310e-01	1.118e-01	1.118e-01	1.230e-02	1.230e-02
1	4	3.030e-01	7.155e-02	3.018e-02	2.492e-02	2.492e-02
1	5	nan	1.439e-01	9.493e-02	1.112e-02	1.112e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	2.272e-01	2.272e-01	1.040e-01	6.092e-02
2	4	7.970e-01	1.519e-01	1.519e-01	7.028e-02	3.908e-02
2	5	nan	6.005e-02	6.005e-02	6.005e-02	4.229e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	6.611e-01	6.497e-02	1.725e-02
3	4	nan	1.199e-01	1.012e-01	9.655e-02	1.551e-03
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
