x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	5.228e-01	1.121e-01	4.430e-02	4.430e-02	2.614e-02
0	4	3.198e-01	8.454e-03	8.454e-03	8.454e-03	8.454e-03
0	5	6.520e-01	4.084e-02	4.084e-02	3.474e-03	3.474e-03
0	6	nan	nan	nan	nan	8.084e-02
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.636e-01	1.053e-02	2.578e-03	2.578e-03	2.578e-03
1	4	5.180e-01	4.390e-02	2.153e-02	2.654e-03	2.654e-03
1	5	nan	2.305e-01	1.903e-01	9.613e-02	2.704e-02
1	6	nan	nan	nan	nan	6.416e-02
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	1.181e-01	4.408e-02	4.408e-02	3.253e-03
2	4	6.826e-01	7.046e-02	4.779e-02	4.049e-02	1.244e-02
2	5	nan	nan	2.524e-01	7.416e-02	6.437e-02
2	6	nan	nan	nan	nan	9.450e-02
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	5.488e-02	3.684e-02	1.696e-02	1.696e-02
3	4	nan	2.291e-01	5.166e-02	1.613e-02	1.613e-02
3	5	nan	nan	nan	nan	9.253e-02
3	6	nan	nan	nan	nan	7.107e-02
3	7	nan	nan	nan	nan	nan
