x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	3.713e-01	7.375e-02	6.074e-02	3.552e-02	1.741e-02
0	4	2.904e-01	6.775e-02	4.508e-02	3.625e-02	2.570e-02
0	5	6.937e-01	1.068e-01	1.000e-01	5.870e-02	5.870e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	6.681e-01	2.211e-01	3.648e-02	1.519e-02	1.519e-02
1	4	5.024e-01	6.341e-02	3.403e-02	2.776e-02	1.367e-04
1	5	nan	1.013e-01	5.124e-03	5.124e-03	5.124e-03
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	nan	6.445e-02	6.445e-02	6.445e-02	6.445e-02
2	4	6.639e-01	7.008e-02	6.995e-02	4.902e-02	1.921e-02
2	5	nan	1.892e-01	2.415e-02	2.393e-02	1.364e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	4.940e-01	1.403e-02	1.403e-02	1.403e-02
3	4	nan	1.965e-01	1.208e-01	3.673e-02	2.448e-02
3	5	nan	nan	nan	4.929e-02	3.434e-03
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
