x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	nan	nan	nan	nan	nan
0	2	nan	nan	nan	nan	nan
0	3	6.393e-01	8.768e-02	3.846e-03	3.846e-03	3.846e-03
0	4	1.896e-01	1.507e-02	1.507e-02	1.507e-02	1.507e-02
0	5	nan	2.284e-01	1.749e-01	1.730e-02	1.730e-02
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	nan	nan	nan	nan	nan
1	2	nan	nan	nan	nan	nan
1	3	4.730e-01	1.418e-01	9.593e-02	3.238e-02	3.238e-02
1	4	5.583e-01	4.349e-02	6.490e-03	6.490e-03	6.490e-03
1	5	nan	1.277e-01	1.277e-01	1.543e-02	1.543e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	nan	nan	nan	nan
2	2	nan	nan	nan	nan	nan
2	3	6.591e-01	1.197e-01	1.197e-01	1.014e-01	4.554e-02
2	4	6.507e-01	2.122e-01	1.150e-01	5.049e-02	2.118e-02
2	5	nan	2.076e-01	2.076e-01	1.045e-01	1.045e-01
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	9.803e-02	9.803e-02
3	4	nan	6.522e-01	4.265e-02	4.265e-02	8.264e-03
3	5	nan	2.378e-01	3.447e-02	3.447e-02	3.447e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
