x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.491e-01	1.553e-02	1.553e-02	1.553e-02	1.553e-02
0	1	6.517e-01	9.908e-02	9.908e-02	9.908e-02	3.660e-02
0	2	nan	6.292e-02	4.923e-02	4.923e-02	4.890e-02
0	3	nan	2.324e-01	6.676e-02	6.676e-02	1.341e-02
0	4	nan	nan	1.245e-02	1.245e-02	5.096e-03
0	5	nan	nan	nan	1.283e-01	1.016e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.706e-01	9.939e-02	2.838e-02	2.838e-02	2.838e-02
1	1	6.609e-01	1.367e-02	1.367e-02	1.367e-02	1.367e-02
1	2	nan	2.114e-01	1.565e-01	1.268e-01	3.423e-02
1	3	nan	nan	2.273e-01	8.255e-02	3.557e-02
1	4	nan	nan	8.001e-02	6.157e-02	3.383e-02
1	5	nan	nan	nan	1.012e-01	3.943e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	4.726e-01	2.275e-01	1.179e-01	1.069e-01
2	1	nan	1.012e-01	8.206e-02	5.670e-02	4.526e-02
2	2	nan	5.709e-02	5.709e-02	5.709e-02	5.709e-02
2	3	nan	nan	1.135e-01	9.480e-02	8.361e-02
2	4	nan	nan	1.046e-01	9.640e-02	3.862e-02
2	5	nan	nan	nan	1.901e-02	1.252e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	2.920e-01	2.411e-01	1.515e-01
3	2	nan	nan	8.778e-02	5.256e-02	1.539e-02
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	1.994e-02	7.385e-05
3	5	nan	nan	nan	1.159e-01	5.917e-03
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
