x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.383e-01	4.536e-02	3.169e-02	7.757e-03	7.757e-03
0	1	6.525e-01	6.058e-02	3.726e-02	4.988e-03	4.988e-03
0	2	nan	2.305e-01	2.271e-01	2.271e-01	9.655e-02
0	3	nan	nan	2.375e-01	1.878e-01	1.015e-01
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.621e-01	5.448e-02	5.170e-02	5.170e-02	5.170e-02
1	1	6.652e-01	1.026e-01	4.788e-02	3.287e-02	1.129e-02
1	2	nan	nan	2.383e-01	2.287e-01	9.794e-02
1	3	nan	nan	1.277e-01	9.108e-02	8.723e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.060e-02	4.740e-02	4.740e-02	4.740e-02
2	1	nan	1.513e-01	1.068e-01	9.550e-02	9.550e-02
2	2	nan	nan	4.573e-01	1.379e-01	1.021e-01
2	3	nan	nan	2.346e-01	6.180e-02	6.180e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	5.471e-01	1.118e-01	9.815e-02
3	3	nan	nan	2.277e-01	8.011e-02	4.063e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
