x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.450e-01	1.180e-01	3.018e-02	2.328e-02	7.343e-04
0	1	3.312e-01	4.319e-02	4.177e-02	4.177e-02	4.177e-02
0	2	nan	nan	1.437e-01	8.286e-02	8.286e-02
0	3	nan	nan	2.050e-01	5.100e-02	5.100e-02
0	4	nan	nan	nan	nan	2.280e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.879e-01	1.380e-01	1.380e-01	7.711e-02	7.711e-02
1	1	nan	1.987e-01	4.614e-02	3.609e-02	1.822e-02
1	2	nan	nan	8.387e-02	1.961e-02	1.511e-02
1	3	nan	nan	9.005e-02	2.010e-02	9.422e-03
1	4	nan	nan	nan	nan	3.899e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.724e-02	5.724e-02	4.212e-02	4.212e-02
2	1	nan	1.262e-01	4.342e-02	4.342e-02	2.478e-02
2	2	nan	nan	2.885e-01	3.132e-02	3.132e-02
2	3	nan	nan	2.566e-01	8.041e-02	1.641e-02
2	4	nan	nan	nan	nan	2.355e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	9.996e-02	9.996e-02	9.996e-02
3	1	nan	nan	2.082e-02	2.082e-02	2.082e-02
3	2	nan	nan	nan	nan	2.285e-01
3	3	nan	nan	nan	2.268e-01	1.344e-01
3	4	nan	nan	nan	nan	2.289e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
