x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.517e-01	1.146e-01	2.711e-02	2.711e-02	2.422e-02
0	1	1.204e-01	6.050e-02	6.050e-02	6.050e-02	1.091e-02
0	2	nan	2.313e-01	1.837e-01	6.107e-02	6.107e-02
0	3	nan	1.944e-01	8.758e-02	8.758e-02	6.751e-03
0	4	nan	nan	1.446e-01	1.360e-01	1.360e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.617e-01	2.114e-01	2.114e-01	7.151e-02	7.151e-02
1	1	nan	1.239e-01	5.991e-02	5.991e-02	5.991e-02
1	2	nan	8.086e-02	8.086e-02	8.086e-02	1.934e-02
1	3	nan	2.310e-01	3.148e-03	3.148e-03	3.148e-03
1	4	nan	nan	1.233e-01	4.286e-02	4.280e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	1.647e-01	1.647e-01	8.660e-02	6.913e-02
2	1	nan	1.210e-01	3.477e-02	3.477e-02	1.571e-02
2	2	nan	nan	2.380e-01	2.337e-01	1.581e-01
2	3	nan	2.444e-01	7.768e-02	3.954e-02	1.059e-02
2	4	nan	nan	1.460e-01	9.827e-02	9.827e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	7.075e-02	7.075e-02
3	1	nan	nan	nan	1.599e-03	1.599e-03
3	2	nan	nan	nan	nan	nan
3	3	nan	5.983e-01	2.298e-01	2.298e-01	7.108e-02
3	4	nan	nan	1.290e-01	8.867e-02	8.867e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
