x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.374e-01	7.573e-02	7.573e-02	1.685e-02	1.685e-02
0	1	6.287e-01	8.383e-02	8.383e-02	2.698e-02	1.761e-02
0	2	nan	2.229e-01	7.800e-02	3.289e-02	1.512e-02
0	3	nan	2.636e-01	7.527e-02	1.571e-02	1.206e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.529e-01	5.154e-03	5.154e-03	5.154e-03	5.154e-03
1	1	6.890e-01	2.536e-02	2.536e-02	2.536e-02	1.137e-02
1	2	nan	2.291e-01	1.004e-01	6.530e-02	7.356e-03
1	3	nan	2.387e-01	2.271e-01	2.543e-02	2.543e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.452e-01	6.244e-02	4.110e-02	4.110e-02
2	1	nan	2.274e-01	1.376e-02	1.376e-02	1.166e-02
2	2	nan	2.272e-01	1.998e-01	1.560e-01	3.079e-02
2	3	nan	4.089e-01	2.288e-01	3.146e-02	2.689e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.438e-01	2.283e-01
3	1	nan	2.375e-01	2.279e-01	2.273e-01	2.928e-02
3	2	nan	2.355e-01	1.281e-01	9.501e-02	6.102e-02
3	3	nan	nan	2.276e-01	1.220e-01	4.170e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
