x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.593e-01	8.648e-02	8.648e-02	7.166e-02	3.135e-02
0	1	6.550e-01	5.742e-02	5.742e-02	1.426e-02	4.530e-03
0	2	nan	1.158e-01	6.147e-02	6.147e-02	1.101e-02
0	3	nan	1.551e-01	2.174e-02	2.174e-02	2.174e-02
0	4	nan	1.727e-01	2.471e-02	2.471e-02	1.563e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.571e-01	1.637e-01	1.097e-01	1.097e-01	4.198e-02
1	1	nan	1.271e-01	1.105e-01	6.675e-03	6.675e-03
1	2	nan	2.269e-01	2.269e-01	3.957e-02	2.359e-02
1	3	nan	2.520e-01	9.838e-02	5.580e-02	5.580e-02
1	4	nan	2.370e-01	8.726e-02	5.709e-02	1.417e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.030e-01	1.642e-01	1.587e-01	2.164e-02
2	1	nan	2.141e-01	1.615e-01	4.398e-02	4.398e-02
2	2	nan	1.726e-01	9.305e-02	6.430e-02	3.168e-02
2	3	nan	nan	2.292e-01	2.268e-01	1.241e-01
2	4	nan	nan	2.290e-01	2.290e-01	1.003e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	1.023e-01
3	1	nan	2.300e-01	2.300e-01	1.728e-01	6.755e-02
3	2	nan	6.525e-01	1.047e-01	1.047e-01	3.517e-02
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
