x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.562e-01	1.005e-01	8.388e-02	2.501e-02	4.717e-03
0	1	4.486e-01	9.987e-02	4.227e-02	3.971e-02	2.086e-02
0	2	nan	9.951e-02	8.778e-02	8.778e-02	2.104e-02
0	3	nan	1.288e-01	7.427e-02	7.427e-02	4.568e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.809e-01	1.751e-01	1.751e-01	1.751e-01	5.159e-02
1	1	6.830e-01	3.463e-03	3.463e-03	3.463e-03	3.463e-03
1	2	nan	9.172e-02	7.236e-02	7.016e-02	2.742e-03
1	3	nan	2.589e-01	9.947e-02	3.933e-02	3.933e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.578e-01	2.289e-01	1.787e-01	1.787e-01
2	1	nan	1.111e-01	1.000e-01	9.854e-02	7.415e-02
2	2	nan	nan	9.050e-02	8.300e-02	2.927e-02
2	3	nan	nan	5.647e-02	7.790e-03	7.790e-03
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	6.009e-01	2.060e-01
3	1	nan	nan	8.029e-02	4.736e-02	3.298e-02
3	2	nan	nan	nan	1.295e-01	9.336e-02
3	3	nan	nan	nan	1.212e-01	3.129e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
