x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	1.944e-01	6.043e-02	6.043e-02	6.043e-02	3.027e-02
0	1	5.585e-01	6.647e-02	4.867e-02	4.867e-02	2.829e-02
0	2	nan	nan	1.956e-01	1.871e-01	4.534e-03
0	3	nan	nan	nan	7.270e-02	5.884e-03
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.518e-01	2.328e-01	9.605e-02	9.605e-02	8.912e-02
1	1	nan	1.192e-01	4.440e-02	4.440e-02	2.549e-02
1	2	nan	5.333e-01	5.458e-02	3.148e-02	7.743e-03
1	3	nan	nan	nan	5.321e-02	1.195e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.683e-01	2.683e-01	2.283e-01	1.112e-01
2	1	nan	2.362e-01	1.165e-01	1.165e-01	7.771e-02
2	2	nan	6.558e-01	1.233e-01	1.157e-01	5.254e-02
2	3	nan	nan	nan	4.453e-02	2.192e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	1.995e-01	1.995e-01	3.334e-02
3	1	nan	2.526e-01	4.574e-02	4.574e-02	4.574e-02
3	2	nan	4.214e-02	4.214e-02	4.214e-02	4.214e-02
3	3	nan	nan	nan	2.347e-01	1.554e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
