n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max
9.100e+03	0.000e+00	0.000e+00	0.000e+00	7.780e-02	7.229e-02	8.376e-02	1.256e-01	1.147e-01	1.486e-01	1.313e-01	1.173e-01	1.551e-01	1.187e-01	9.234e-02	1.278e-01	0.000e+00	0.000e+00	4.828e-03	3.600e-02	2.853e-02	4.198e-02	5.313e-02	4.535e-02	6.741e-02	6.216e-02	5.077e-02	6.886e-02	5.959e-02	5.037e-02	7.135e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.183e-01	1.117e-01	1.536e-01	1.242e-01	1.159e-01	1.471e-01	1.220e-01	1.071e-01	1.315e-01	6.757e-03	4.828e-03	7.515e-03	4.118e-02	3.922e-02	4.415e-02	5.797e-02	5.245e-02	6.356e-02	6.446e-02	5.737e-02	7.039e-02	5.091e-02	4.672e-02	5.489e-02
9.200e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.376e-02	1.256e-01	1.147e-01	1.486e-01	1.313e-01	1.173e-01	1.551e-01	1.187e-01	9.234e-02	1.278e-01	0.000e+00	0.000e+00	4.828e-03	3.600e-02	2.853e-02	4.192e-02	5.299e-02	4.453e-02	6.699e-02	6.196e-02	5.107e-02	6.887e-02	6.002e-02	5.121e-02	7.135e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.181e-01	1.117e-01	1.536e-01	1.233e-01	1.162e-01	1.470e-01	1.220e-01	1.071e-01	1.295e-01	6.757e-03	4.828e-03	8.189e-03	4.105e-02	3.843e-02	4.376e-02	5.797e-02	5.283e-02	6.397e-02	6.356e-02	5.723e-02	7.058e-02	5.143e-02	4.677e-02	5.489e-02
9.300e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.376e-02	1.258e-01	1.147e-01	1.486e-01	1.322e-01	1.165e-01	1.551e-01	1.187e-01	9.234e-02	1.278e-01	0.000e+00	0.000e+00	4.828e-03	3.540e-02	2.844e-02	4.237e-02	5.225e-02	4.486e-02	6.762e-02	6.208e-02	5.107e-02	6.811e-02	5.953e-02	5.148e-02	7.135e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.190e-01	1.115e-01	1.536e-01	1.233e-01	1.162e-01	1.470e-01	1.220e-01	1.092e-01	1.295e-01	6.757e-03	4.828e-03	8.189e-03	4.118e-02	3.848e-02	4.362e-02	5.812e-02	5.245e-02	6.359e-02	6.290e-02	5.697e-02	7.055e-02	5.103e-02	4.699e-02	5.489e-02
9.400e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.376e-02	1.258e-01	1.135e-01	1.486e-01	1.335e-01	1.176e-01	1.551e-01	1.187e-01	9.234e-02	1.278e-01	0.000e+00	0.000e+00	4.828e-03	3.563e-02	2.844e-02	4.329e-02	5.192e-02	4.497e-02	6.789e-02	6.196e-02	5.202e-02	6.744e-02	6.092e-02	5.148e-02	6.880e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.190e-01	1.115e-01	1.543e-01	1.239e-01	1.162e-01	1.470e-01	1.241e-01	1.092e-01	1.322e-01	6.757e-03	5.882e-03	8.189e-03	4.091e-02	3.921e-02	4.389e-02	5.819e-02	5.231e-02	6.326e-02	6.290e-02	5.693e-02	7.159e-02	5.089e-02	4.681e-02	5.488e-02
9.500e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.318e-02	1.258e-01	1.130e-01	1.486e-01	1.335e-01	1.176e-01	1.551e-01	1.197e-01	9.741e-02	1.278e-01	3.431e-03	0.000e+00	4.828e-03	3.600e-02	2.814e-02	4.334e-02	5.231e-02	4.486e-02	6.825e-02	6.128e-02	5.283e-02	6.731e-02	6.065e-02	5.203e-02	7.048e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.190e-01	1.117e-01	1.536e-01	1.273e-01	1.164e-01	1.470e-01	1.241e-01	1.092e-01	1.322e-01	6.757e-03	5.882e-03	7.515e-03	4.124e-02	3.898e-02	4.389e-02	5.819e-02	5.215e-02	6.317e-02	6.290e-02	5.693e-02	7.159e-02	5.130e-02	4.730e-02	5.444e-02
9.600e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.318e-02	1.258e-01	1.130e-01	1.486e-01	1.383e-01	1.176e-01	1.553e-01	1.197e-01	9.741e-02	1.293e-01	3.431e-03	0.000e+00	4.828e-03	3.579e-02	2.826e-02	4.279e-02	5.208e-02	4.506e-02	6.752e-02	6.093e-02	5.181e-02	6.731e-02	6.065e-02	5.211e-02	6.825e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.191e-01	1.117e-01	1.536e-01	1.273e-01	1.164e-01	1.470e-01	1.198e-01	1.092e-01	1.322e-01	6.757e-03	5.882e-03	7.515e-03	4.129e-02	3.927e-02	4.389e-02	5.739e-02	5.219e-02	6.287e-02	6.347e-02	5.805e-02	7.128e-02	5.103e-02	4.716e-02	5.432e-02
9.700e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.318e-02	1.258e-01	1.130e-01	1.486e-01	1.383e-01	1.176e-01	1.553e-01	1.197e-01	1.006e-01	1.293e-01	0.000e+00	0.000e+00	4.828e-03	3.585e-02	2.826e-02	4.334e-02	5.235e-02	4.512e-02	6.787e-02	6.093e-02	5.153e-02	6.731e-02	6.049e-02	5.232e-02	6.825e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.191e-01	1.117e-01	1.524e-01	1.273e-01	1.164e-01	1.470e-01	1.198e-01	1.071e-01	1.295e-01	6.757e-03	4.828e-03	7.515e-03	4.149e-02	3.913e-02	4.389e-02	5.783e-02	5.259e-02	6.379e-02	6.341e-02	5.805e-02	7.157e-02	5.069e-02	4.769e-02	5.504e-02
9.800e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.318e-02	1.258e-01	1.130e-01	1.486e-01	1.384e-01	1.176e-01	1.553e-01	1.197e-01	1.011e-01	1.293e-01	0.000e+00	0.000e+00	3.431e-03	3.596e-02	2.826e-02	4.332e-02	5.053e-02	4.443e-02	6.851e-02	6.159e-02	5.135e-02	6.503e-02	6.072e-02	5.232e-02	6.825e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.191e-01	1.117e-01	1.524e-01	1.273e-01	1.164e-01	1.470e-01	1.199e-01	1.071e-01	1.295e-01	6.757e-03	4.828e-03	7.515e-03	4.118e-02	3.914e-02	4.415e-02	5.768e-02	5.277e-02	6.448e-02	6.347e-02	5.805e-02	7.163e-02	5.130e-02	4.778e-02	5.601e-02
9.900e+03	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.269e-02	1.256e-01	1.130e-01	1.486e-01	1.384e-01	1.176e-01	1.553e-01	1.197e-01	1.011e-01	1.293e-01	0.000e+00	0.000e+00	4.828e-03	3.604e-02	2.837e-02	4.279e-02	5.053e-02	4.486e-02	6.851e-02	6.012e-02	5.057e-02	6.573e-02	6.101e-02	5.271e-02	6.797e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.198e-01	1.128e-01	1.524e-01	1.273e-01	1.164e-01	1.470e-01	1.199e-01	1.071e-01	1.323e-01	7.515e-03	4.828e-03	7.515e-03	4.150e-02	3.905e-02	4.454e-02	5.760e-02	5.334e-02	6.458e-02	6.347e-02	5.770e-02	7.297e-02	5.093e-02	4.854e-02	5.463e-02
1.000e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.229e-02	8.269e-02	1.256e-01	1.130e-01	1.486e-01	1.348e-01	1.176e-01	1.551e-01	1.197e-01	1.040e-01	1.295e-01	0.000e+00	0.000e+00	4.828e-03	3.554e-02	2.849e-02	4.387e-02	5.103e-02	4.479e-02	6.835e-02	6.002e-02	5.146e-02	6.597e-02	6.116e-02	5.271e-02	6.879e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.198e-01	1.128e-01	1.524e-01	1.273e-01	1.164e-01	1.470e-01	1.199e-01	1.071e-01	1.323e-01	7.515e-03	4.828e-03	7.515e-03	4.156e-02	3.885e-02	4.469e-02	5.780e-02	5.160e-02	6.479e-02	6.333e-02	5.770e-02	7.230e-02	5.100e-02	4.805e-02	5.470e-02
1.010e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.318e-02	1.264e-01	1.130e-01	1.486e-01	1.337e-01	1.176e-01	1.551e-01	1.197e-01	1.063e-01	1.313e-01	0.000e+00	0.000e+00	4.828e-03	3.621e-02	2.920e-02	4.399e-02	5.103e-02	4.472e-02	6.748e-02	5.981e-02	5.146e-02	6.597e-02	6.105e-02	5.271e-02	7.168e-02	0.000e+00	0.000e+00	0.000e+00	8.053e-02	7.497e-02	8.593e-02	1.204e-01	1.128e-01	1.524e-01	1.273e-01	1.164e-01	1.470e-01	1.217e-01	1.071e-01	1.323e-01	7.515e-03	4.828e-03	7.515e-03	4.156e-02	3.872e-02	4.529e-02	5.798e-02	5.230e-02	6.397e-02	6.452e-02	5.731e-02	7.238e-02	5.100e-02	4.805e-02	5.446e-02
1.020e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.318e-02	1.264e-01	1.130e-01	1.486e-01	1.337e-01	1.182e-01	1.551e-01	1.196e-01	1.063e-01	1.313e-01	0.000e+00	0.000e+00	4.828e-03	3.621e-02	2.931e-02	4.414e-02	5.098e-02	4.433e-02	6.769e-02	6.079e-02	5.272e-02	6.627e-02	6.068e-02	5.277e-02	7.101e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.204e-01	1.128e-01	1.524e-01	1.273e-01	1.164e-01	1.474e-01	1.217e-01	1.071e-01	1.323e-01	7.515e-03	4.828e-03	7.515e-03	4.150e-02	3.829e-02	4.496e-02	5.898e-02	5.310e-02	6.405e-02	6.452e-02	5.641e-02	7.297e-02	5.043e-02	4.748e-02	5.482e-02
1.030e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.318e-02	1.264e-01	1.130e-01	1.504e-01	1.328e-01	1.176e-01	1.551e-01	1.196e-01	1.063e-01	1.313e-01	0.000e+00	0.000e+00	3.431e-03	3.519e-02	2.909e-02	4.396e-02	5.030e-02	4.433e-02	6.769e-02	5.922e-02	5.276e-02	6.633e-02	6.083e-02	5.277e-02	7.172e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.204e-01	1.128e-01	1.524e-01	1.233e-01	1.164e-01	1.482e-01	1.217e-01	1.071e-01	1.298e-01	6.757e-03	4.828e-03	8.189e-03	4.170e-02	3.847e-02	4.520e-02	5.963e-02	5.281e-02	6.348e-02	6.452e-02	5.737e-02	7.319e-02	5.079e-02	4.748e-02	5.636e-02
1.040e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.318e-02	1.264e-01	1.130e-01	1.525e-01	1.328e-01	1.176e-01	1.551e-01	1.196e-01	1.063e-01	1.340e-01	0.000e+00	0.000e+00	3.431e-03	3.519e-02	2.920e-02	4.337e-02	5.004e-02	4.391e-02	6.779e-02	5.963e-02	5.204e-02	6.613e-02	6.142e-02	5.328e-02	7.258e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.204e-01	1.128e-01	1.527e-01	1.233e-01	1.164e-01	1.482e-01	1.217e-01	1.071e-01	1.319e-01	6.757e-03	4.828e-03	8.189e-03	4.206e-02	3.867e-02	4.499e-02	6.002e-02	5.293e-02	6.348e-02	6.497e-02	5.737e-02	7.341e-02	5.084e-02	4.683e-02	5.767e-02
1.050e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.318e-02	1.264e-01	1.130e-01	1.525e-01	1.328e-01	1.176e-01	1.551e-01	1.196e-01	1.063e-01	1.321e-01	0.000e+00	0.000e+00	3.431e-03	3.520e-02	2.931e-02	4.332e-02	5.107e-02	4.370e-02	6.716e-02	6.113e-02	5.009e-02	6.646e-02	6.038e-02	5.252e-02	7.335e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.204e-01	1.117e-01	1.536e-01	1.233e-01	1.164e-01	1.482e-01	1.217e-01	1.071e-01	1.319e-01	6.757e-03	4.828e-03	8.189e-03	4.220e-02	3.902e-02	4.496e-02	6.069e-02	5.206e-02	6.319e-02	6.500e-02	5.730e-02	7.251e-02	5.161e-02	4.730e-02	5.700e-02
1.060e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.269e-02	1.264e-01	1.130e-01	1.525e-01	1.328e-01	1.176e-01	1.551e-01	1.196e-01	1.063e-01	1.321e-01	0.000e+00	0.000e+00	3.431e-03	3.583e-02	2.931e-02	4.332e-02	4.901e-02	4.375e-02	6.839e-02	6.113e-02	4.998e-02	6.751e-02	6.079e-02	5.297e-02	7.326e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.536e-01	1.233e-01	1.164e-01	1.482e-01	1.217e-01	1.071e-01	1.319e-01	6.757e-03	4.828e-03	8.189e-03	4.226e-02	3.908e-02	4.550e-02	6.089e-02	5.206e-02	6.317e-02	6.500e-02	5.730e-02	7.251e-02	5.137e-02	4.730e-02	5.557e-02
1.070e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.269e-02	1.264e-01	1.130e-01	1.525e-01	1.356e-01	1.176e-01	1.551e-01	1.196e-01	1.072e-01	1.313e-01	0.000e+00	0.000e+00	3.431e-03	3.533e-02	2.920e-02	4.270e-02	4.829e-02	4.419e-02	6.849e-02	6.137e-02	5.153e-02	6.755e-02	6.079e-02	5.272e-02	7.326e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.536e-01	1.237e-01	1.164e-01	1.482e-01	1.217e-01	1.071e-01	1.319e-01	6.757e-03	4.828e-03	8.189e-03	4.219e-02	3.938e-02	4.514e-02	6.102e-02	5.240e-02	6.396e-02	6.500e-02	5.730e-02	7.222e-02	5.137e-02	4.735e-02	5.557e-02
1.080e+04	0.000e+00	0.000e+00	0.000e+00	7.563e-02	7.241e-02	8.269e-02	1.289e-01	1.130e-01	1.525e-01	1.387e-01	1.176e-01	1.551e-01	1.187e-01	1.072e-01	1.313e-01	0.000e+00	0.000e+00	3.431e-03	3.553e-02	2.920e-02	4.270e-02	4.858e-02	4.419e-02	6.716e-02	6.084e-02	5.075e-02	6.755e-02	6.079e-02	5.220e-02	7.326e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.536e-01	1.237e-01	1.164e-01	1.482e-01	1.198e-01	1.071e-01	1.319e-01	6.757e-03	3.431e-03	8.189e-03	4.219e-02	3.902e-02	4.520e-02	6.098e-02	5.299e-02	6.427e-02	6.500e-02	5.716e-02	7.258e-02	5.144e-02	4.704e-02	5.557e-02
1.090e+04	0.000e+00	0.000e+00	0.000e+00	7.793e-02	7.241e-02	8.269e-02	1.289e-01	1.130e-01	1.525e-01	1.387e-01	1.172e-01	1.551e-01	1.187e-01	1.072e-01	1.313e-01	0.000e+00	0.000e+00	3.431e-03	3.597e-02	2.970e-02	4.270e-02	4.829e-02	4.419e-02	6.713e-02	6.108e-02	5.021e-02	6.816e-02	5.998e-02	5.272e-02	7.417e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.198e-01	1.071e-01	1.319e-01	7.515e-03	3.431e-03	8.189e-03	4.234e-02	3.958e-02	4.534e-02	6.024e-02	5.340e-02	6.429e-02	6.425e-02	5.722e-02	7.228e-02	5.194e-02	4.734e-02	5.590e-02
1.100e+04	0.000e+00	0.000e+00	0.000e+00	7.793e-02	7.241e-02	8.269e-02	1.289e-01	1.130e-01	1.525e-01	1.387e-01	1.169e-01	1.551e-01	1.187e-01	1.090e-01	1.313e-01	0.000e+00	0.000e+00	3.431e-03	3.534e-02	2.986e-02	4.270e-02	4.961e-02	4.392e-02	6.668e-02	6.146e-02	4.935e-02	6.895e-02	6.022e-02	5.297e-02	7.489e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.198e-01	1.079e-01	1.319e-01	7.515e-03	3.431e-03	8.189e-03	4.251e-02	3.968e-02	4.506e-02	5.978e-02	5.326e-02	6.419e-02	6.343e-02	5.722e-02	7.288e-02	5.186e-02	4.735e-02	5.685e-02
1.110e+04	0.000e+00	0.000e+00	0.000e+00	7.691e-02	7.241e-02	8.269e-02	1.289e-01	1.135e-01	1.525e-01	1.387e-01	1.161e-01	1.548e-01	1.187e-01	1.090e-01	1.281e-01	0.000e+00	0.000e+00	3.431e-03	3.563e-02	2.856e-02	4.270e-02	5.053e-02	4.336e-02	6.526e-02	6.176e-02	5.044e-02	6.908e-02	6.002e-02	5.297e-02	7.482e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.198e-01	1.079e-01	1.323e-01	7.515e-03	3.431e-03	8.189e-03	4.315e-02	3.933e-02	4.529e-02	6.064e-02	5.295e-02	6.448e-02	6.343e-02	5.832e-02	7.327e-02	5.188e-02	4.735e-02	5.746e-02
1.120e+04	0.000e+00	0.000e+00	0.000e+00	7.691e-02	7.241e-02	8.269e-02	1.289e-01	1.135e-01	1.525e-01	1.387e-01	1.161e-01	1.549e-01	1.187e-01	1.090e-01	1.281e-01	0.000e+00	0.000e+00	3.431e-03	3.567e-02	2.856e-02	4.071e-02	4.961e-02	4.372e-02	6.541e-02	6.218e-02	5.063e-02	6.908e-02	6.002e-02	5.297e-02	7.365e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.217e-01	1.092e-01	1.323e-01	7.515e-03	3.431e-03	8.189e-03	4.294e-02	3.933e-02	4.507e-02	6.064e-02	5.364e-02	6.434e-02	6.373e-02	5.832e-02	7.277e-02	5.166e-02	4.715e-02	5.746e-02
1.130e+04	0.000e+00	0.000e+00	0.000e+00	7.691e-02	7.241e-02	8.269e-02	1.289e-01	1.135e-01	1.525e-01	1.387e-01	1.161e-01	1.551e-01	1.187e-01	1.090e-01	1.281e-01	0.000e+00	0.000e+00	3.431e-03	3.567e-02	3.021e-02	4.054e-02	4.974e-02	4.372e-02	6.541e-02	6.180e-02	4.982e-02	6.836e-02	6.005e-02	5.297e-02	7.241e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.593e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.217e-01	1.092e-01	1.323e-01	6.757e-03	3.431e-03	8.189e-03	4.326e-02	4.007e-02	4.507e-02	6.064e-02	5.322e-02	6.434e-02	6.474e-02	5.894e-02	7.270e-02	5.245e-02	4.720e-02	5.685e-02
1.140e+04	0.000e+00	0.000e+00	0.000e+00	7.614e-02	7.241e-02	8.269e-02	1.296e-01	1.135e-01	1.525e-01	1.387e-01	1.166e-01	1.551e-01	1.187e-01	1.090e-01	1.281e-01	0.000e+00	0.000e+00	3.431e-03	3.583e-02	3.021e-02	4.036e-02	4.974e-02	4.372e-02	6.541e-02	6.091e-02	4.886e-02	6.839e-02	5.998e-02	5.306e-02	7.261e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.692e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.482e-01	1.198e-01	1.092e-01	1.323e-01	6.757e-03	3.431e-03	8.189e-03	4.326e-02	4.012e-02	4.510e-02	6.038e-02	5.322e-02	6.434e-02	6.502e-02	5.870e-02	7.270e-02	5.245e-02	4.741e-02	5.685e-02
1.150e+04	0.000e+00	0.000e+00	0.000e+00	7.614e-02	7.241e-02	8.318e-02	1.296e-01	1.135e-01	1.525e-01	1.387e-01	1.166e-01	1.551e-01	1.187e-01	1.090e-01	1.278e-01	0.000e+00	0.000e+00	3.431e-03	3.567e-02	3.055e-02	3.952e-02	5.073e-02	4.334e-02	6.612e-02	6.151e-02	4.982e-02	6.839e-02	5.943e-02	5.316e-02	7.154e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.692e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.513e-01	1.206e-01	1.092e-01	1.323e-01	6.757e-03	4.828e-03	8.189e-03	4.271e-02	4.006e-02	4.506e-02	6.079e-02	5.349e-02	6.408e-02	6.502e-02	5.931e-02	7.261e-02	5.265e-02	4.723e-02	5.685e-02
1.160e+04	0.000e+00	0.000e+00	0.000e+00	7.614e-02	7.241e-02	8.383e-02	1.296e-01	1.135e-01	1.533e-01	1.387e-01	1.166e-01	1.551e-01	1.187e-01	1.090e-01	1.278e-01	0.000e+00	0.000e+00	3.431e-03	3.558e-02	3.055e-02	3.952e-02	5.053e-02	4.281e-02	6.353e-02	6.182e-02	5.163e-02	6.868e-02	5.970e-02	5.126e-02	7.173e-02	0.000e+00	0.000e+00	0.000e+00	8.102e-02	7.497e-02	8.692e-02	1.207e-01	1.117e-01	1.540e-01	1.247e-01	1.143e-01	1.491e-01	1.206e-01	1.092e-01	1.323e-01	6.757e-03	4.828e-03	7.515e-03	4.174e-02	4.006e-02	4.503e-02	6.069e-02	5.259e-02	6.300e-02	6.477e-02	5.931e-02	7.233e-02	5.235e-02	4.674e-02	5.653e-02
