n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max
2.710e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.535e-01	1.277e-01	1.585e-01	1.508e-01	1.211e-01	1.603e-01	1.273e-01	1.179e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.111e-02	2.572e-02	3.811e-02	4.173e-02	3.529e-02	5.476e-02	5.098e-02	4.376e-02	6.423e-02	6.091e-02	5.285e-02	7.073e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.538e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.301e-01	1.207e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.181e-02	3.859e-02	4.532e-02	5.873e-02	5.115e-02	6.649e-02	6.789e-02	6.159e-02	7.819e-02	5.622e-02	4.973e-02	6.162e-02
2.720e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.508e-01	1.211e-01	1.603e-01	1.273e-01	1.179e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.111e-02	2.572e-02	3.811e-02	4.177e-02	3.529e-02	5.412e-02	5.060e-02	4.387e-02	6.549e-02	6.091e-02	5.299e-02	7.135e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.538e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.301e-01	1.207e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.181e-02	3.855e-02	4.514e-02	5.873e-02	5.115e-02	6.622e-02	6.789e-02	6.159e-02	7.790e-02	5.581e-02	4.984e-02	6.162e-02
2.730e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.508e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.111e-02	2.566e-02	3.811e-02	4.177e-02	3.478e-02	5.412e-02	5.068e-02	4.387e-02	6.496e-02	6.091e-02	5.299e-02	7.060e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.538e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.304e-01	1.207e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.200e-02	3.855e-02	4.514e-02	5.874e-02	5.286e-02	6.622e-02	6.789e-02	6.129e-02	7.790e-02	5.553e-02	4.985e-02	6.124e-02
2.740e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.508e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.065e-02	2.566e-02	3.811e-02	4.162e-02	3.487e-02	5.412e-02	5.068e-02	4.401e-02	6.496e-02	6.089e-02	5.299e-02	7.079e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.531e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.304e-01	1.218e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.200e-02	3.855e-02	4.514e-02	5.873e-02	5.286e-02	6.622e-02	6.804e-02	6.129e-02	7.790e-02	5.553e-02	4.985e-02	6.124e-02
2.750e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.065e-02	2.566e-02	3.811e-02	4.120e-02	3.487e-02	5.412e-02	5.068e-02	4.401e-02	6.496e-02	6.001e-02	5.299e-02	7.017e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.531e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.304e-01	1.218e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.209e-02	3.820e-02	4.514e-02	5.873e-02	5.258e-02	6.584e-02	6.770e-02	6.129e-02	7.793e-02	5.576e-02	4.956e-02	6.118e-02
2.760e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.057e-02	2.566e-02	3.811e-02	4.047e-02	3.487e-02	5.432e-02	5.068e-02	4.401e-02	6.496e-02	5.989e-02	5.180e-02	7.023e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.531e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.304e-01	1.218e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.209e-02	3.820e-02	4.480e-02	5.873e-02	5.237e-02	6.584e-02	6.698e-02	6.367e-02	7.793e-02	5.576e-02	4.956e-02	6.118e-02
2.770e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.292e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.057e-02	2.566e-02	3.811e-02	4.047e-02	3.487e-02	5.450e-02	5.083e-02	4.401e-02	6.496e-02	5.989e-02	5.207e-02	7.023e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.145e-01	1.615e-01	1.304e-01	1.219e-01	1.637e-01	5.882e-03	3.431e-03	6.757e-03	4.209e-02	3.820e-02	4.480e-02	5.894e-02	5.344e-02	6.584e-02	6.876e-02	6.437e-02	7.793e-02	5.576e-02	4.956e-02	6.118e-02
2.780e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.536e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.169e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.040e-02	2.546e-02	3.811e-02	4.052e-02	3.487e-02	5.493e-02	5.092e-02	4.361e-02	6.496e-02	6.015e-02	5.138e-02	7.023e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.615e-01	1.304e-01	1.219e-01	1.637e-01	4.828e-03	3.431e-03	6.757e-03	4.209e-02	3.828e-02	4.488e-02	5.983e-02	5.308e-02	6.584e-02	6.851e-02	6.437e-02	7.773e-02	5.576e-02	4.956e-02	6.104e-02
2.790e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.041e-02	2.546e-02	3.811e-02	4.052e-02	3.495e-02	5.493e-02	5.092e-02	4.230e-02	6.382e-02	6.024e-02	5.163e-02	7.034e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.615e-01	1.304e-01	1.219e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.209e-02	3.828e-02	4.488e-02	5.983e-02	5.308e-02	6.584e-02	6.897e-02	6.437e-02	7.773e-02	5.576e-02	4.995e-02	6.104e-02
2.800e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.041e-02	2.546e-02	3.811e-02	4.052e-02	3.495e-02	5.493e-02	4.894e-02	4.206e-02	6.496e-02	6.042e-02	5.163e-02	7.034e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.615e-01	1.304e-01	1.219e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.200e-02	3.849e-02	4.514e-02	5.951e-02	5.308e-02	6.584e-02	6.897e-02	6.437e-02	7.773e-02	5.533e-02	4.995e-02	6.104e-02
2.810e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.211e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.009e-02	2.546e-02	3.828e-02	4.052e-02	3.495e-02	5.493e-02	4.915e-02	4.206e-02	6.496e-02	6.050e-02	5.163e-02	7.034e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.615e-01	1.304e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.849e-02	4.504e-02	5.937e-02	5.308e-02	6.584e-02	6.851e-02	6.437e-02	7.773e-02	5.645e-02	4.995e-02	6.104e-02
2.820e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.233e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.032e-02	2.504e-02	3.789e-02	4.052e-02	3.495e-02	5.452e-02	4.915e-02	4.206e-02	6.496e-02	6.065e-02	5.163e-02	6.994e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.647e-01	1.304e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.836e-02	4.506e-02	5.937e-02	5.330e-02	6.584e-02	6.708e-02	6.437e-02	7.773e-02	5.645e-02	5.022e-02	6.088e-02
2.830e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.233e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.032e-02	2.504e-02	3.789e-02	4.187e-02	3.495e-02	5.452e-02	4.788e-02	4.206e-02	6.479e-02	6.020e-02	5.163e-02	6.994e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.647e-01	1.359e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.836e-02	4.555e-02	5.937e-02	5.331e-02	6.540e-02	6.708e-02	6.437e-02	7.798e-02	5.645e-02	5.022e-02	6.068e-02
2.840e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.233e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.032e-02	2.534e-02	3.789e-02	4.187e-02	3.495e-02	5.469e-02	4.815e-02	4.206e-02	6.422e-02	6.020e-02	5.123e-02	6.932e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.296e-01	1.634e-01	1.522e-01	1.161e-01	1.647e-01	1.359e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.818e-02	4.515e-02	5.937e-02	5.331e-02	6.540e-02	6.748e-02	6.437e-02	7.798e-02	5.595e-02	4.989e-02	6.111e-02
2.850e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.233e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.027e-02	2.534e-02	3.789e-02	4.206e-02	3.525e-02	5.428e-02	4.884e-02	4.230e-02	6.422e-02	6.020e-02	5.123e-02	6.801e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.251e-01	1.634e-01	1.512e-01	1.161e-01	1.647e-01	1.359e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.818e-02	4.524e-02	5.868e-02	5.308e-02	6.540e-02	6.748e-02	6.437e-02	7.793e-02	5.595e-02	4.989e-02	6.136e-02
2.860e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.233e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.003e-02	2.534e-02	3.789e-02	4.206e-02	3.525e-02	5.426e-02	4.884e-02	4.230e-02	6.423e-02	6.020e-02	5.148e-02	6.801e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.530e-01	1.251e-01	1.634e-01	1.512e-01	1.161e-01	1.647e-01	1.359e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.818e-02	4.531e-02	5.868e-02	5.330e-02	6.540e-02	6.805e-02	6.437e-02	7.690e-02	5.595e-02	4.989e-02	6.136e-02
2.870e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.511e-01	1.237e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.021e-02	2.557e-02	3.789e-02	4.206e-02	3.525e-02	5.426e-02	4.884e-02	4.375e-02	6.423e-02	6.020e-02	5.148e-02	6.744e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.640e-02	8.833e-02	1.531e-01	1.251e-01	1.634e-01	1.512e-01	1.161e-01	1.647e-01	1.429e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.793e-02	4.586e-02	5.983e-02	5.330e-02	6.540e-02	6.805e-02	6.352e-02	7.669e-02	5.595e-02	4.989e-02	6.151e-02
2.880e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.512e-01	1.237e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	8.189e-03	3.021e-02	2.557e-02	3.711e-02	4.206e-02	3.525e-02	5.426e-02	4.884e-02	4.332e-02	6.423e-02	6.046e-02	5.152e-02	6.746e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.531e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.479e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.198e-02	3.811e-02	4.586e-02	5.978e-02	5.330e-02	6.540e-02	6.776e-02	6.345e-02	7.669e-02	5.595e-02	4.989e-02	6.151e-02
2.890e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.512e-01	1.237e-01	1.603e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.021e-02	2.552e-02	3.711e-02	4.238e-02	3.525e-02	5.445e-02	4.884e-02	4.332e-02	6.249e-02	6.046e-02	5.152e-02	6.746e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.531e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.479e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.232e-02	3.844e-02	4.586e-02	5.940e-02	5.330e-02	6.529e-02	6.804e-02	6.345e-02	7.669e-02	5.595e-02	4.999e-02	6.168e-02
2.900e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.277e-01	1.585e-01	1.512e-01	1.237e-01	1.613e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.027e-02	2.557e-02	3.711e-02	4.270e-02	3.525e-02	5.475e-02	4.795e-02	4.332e-02	6.314e-02	6.046e-02	5.152e-02	6.746e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.526e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.232e-02	3.844e-02	4.554e-02	5.940e-02	5.330e-02	6.529e-02	6.804e-02	6.311e-02	7.647e-02	5.667e-02	4.958e-02	6.174e-02
2.910e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.585e-01	1.512e-01	1.237e-01	1.613e-01	1.273e-01	1.168e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.027e-02	2.557e-02	3.690e-02	4.177e-02	3.525e-02	5.475e-02	4.810e-02	4.332e-02	6.314e-02	6.033e-02	5.152e-02	6.746e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.526e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.232e-02	3.844e-02	4.561e-02	5.940e-02	5.350e-02	6.528e-02	6.746e-02	6.259e-02	7.647e-02	5.439e-02	4.958e-02	6.174e-02
2.920e+04	0.000e+00	0.000e+00	0.000e+00	7.854e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.585e-01	1.512e-01	1.237e-01	1.613e-01	1.276e-01	1.158e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.027e-02	2.566e-02	3.694e-02	4.116e-02	3.525e-02	5.475e-02	4.791e-02	4.279e-02	6.308e-02	6.033e-02	5.154e-02	6.750e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.533e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.232e-02	3.844e-02	4.586e-02	5.947e-02	5.350e-02	6.484e-02	6.746e-02	6.220e-02	7.647e-02	5.402e-02	4.958e-02	6.159e-02
2.930e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.585e-01	1.512e-01	1.237e-01	1.613e-01	1.276e-01	1.158e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.016e-02	2.598e-02	3.708e-02	4.162e-02	3.525e-02	5.397e-02	4.828e-02	4.177e-02	6.269e-02	6.033e-02	5.154e-02	6.738e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.533e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.232e-02	3.844e-02	4.586e-02	5.947e-02	5.301e-02	6.484e-02	6.746e-02	6.220e-02	7.647e-02	5.419e-02	5.027e-02	6.159e-02
2.940e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.576e-01	1.512e-01	1.237e-01	1.613e-01	1.276e-01	1.165e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.016e-02	2.598e-02	3.708e-02	4.156e-02	3.532e-02	5.397e-02	4.828e-02	4.177e-02	6.215e-02	6.077e-02	5.154e-02	6.738e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.533e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.637e-01	4.828e-03	3.431e-03	7.515e-03	4.230e-02	3.828e-02	4.586e-02	5.947e-02	5.408e-02	6.484e-02	6.839e-02	6.220e-02	7.565e-02	5.432e-02	4.971e-02	6.159e-02
2.950e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.576e-01	1.512e-01	1.241e-01	1.613e-01	1.318e-01	1.165e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.016e-02	2.583e-02	3.775e-02	4.219e-02	3.532e-02	5.395e-02	4.828e-02	4.177e-02	6.155e-02	6.077e-02	5.154e-02	6.738e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.833e-02	1.533e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.660e-01	4.828e-03	3.431e-03	7.515e-03	4.164e-02	3.851e-02	4.586e-02	5.934e-02	5.309e-02	6.489e-02	6.839e-02	6.220e-02	7.565e-02	5.432e-02	4.971e-02	6.159e-02
2.960e+04	0.000e+00	0.000e+00	0.000e+00	7.880e-02	7.332e-02	8.631e-02	1.543e-01	1.303e-01	1.576e-01	1.512e-01	1.237e-01	1.613e-01	1.318e-01	1.165e-01	1.531e-01	3.431e-03	0.000e+00	7.515e-03	3.016e-02	2.583e-02	3.773e-02	4.001e-02	3.550e-02	5.395e-02	4.795e-02	4.115e-02	6.156e-02	6.123e-02	5.170e-02	6.737e-02	0.000e+00	0.000e+00	0.000e+00	8.423e-02	7.769e-02	8.954e-02	1.533e-01	1.251e-01	1.634e-01	1.513e-01	1.161e-01	1.647e-01	1.507e-01	1.243e-01	1.660e-01	4.828e-03	3.431e-03	7.515e-03	4.164e-02	3.851e-02	4.586e-02	5.927e-02	5.309e-02	6.484e-02	6.839e-02	6.220e-02	7.580e-02	5.432e-02	4.971e-02	6.159e-02
