x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.617e-01	2.397e-01	9.323e-02	9.323e-02	3.878e-02
0	1	3.979e-01	2.302e-01	4.713e-02	3.303e-02	4.215e-03
0	2	4.196e-01	2.304e-01	2.302e-01	9.690e-03	9.690e-03
0	3	nan	2.304e-01	2.301e-01	5.046e-02	1.590e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.613e-01	2.564e-01	2.348e-01	1.186e-01	1.517e-02
1	1	5.607e-01	2.305e-01	2.305e-01	2.881e-02	1.855e-04
1	2	6.558e-01	2.607e-01	2.607e-01	2.310e-01	4.450e-02
1	3	nan	2.308e-01	2.308e-01	2.301e-01	4.316e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.614e-01	5.604e-01	5.602e-01	5.182e-02
2	1	nan	5.601e-01	3.585e-01	2.305e-01	1.302e-02
2	2	nan	2.708e-01	2.577e-01	1.376e-01	3.902e-02
2	3	nan	2.631e-01	2.631e-01	9.728e-02	5.246e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	4.136e-01
3	1	nan	nan	nan	3.960e-01	2.578e-01
3	2	nan	nan	nan	6.007e-02	4.982e-02
3	3	nan	nan	nan	6.303e-02	3.030e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
