x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.860e-01	2.360e-01	2.306e-01	2.301e-01	2.793e-02
0	1	2.306e-01	2.306e-01	2.301e-01	5.334e-02	2.199e-02
0	2	5.604e-01	2.463e-01	2.463e-01	2.810e-02	1.946e-02
0	3	nan	2.496e-01	6.092e-02	2.047e-02	4.059e-03
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.839e-01	2.839e-01	2.304e-01	5.598e-02
1	1	6.668e-01	3.256e-01	2.311e-01	1.307e-01	1.808e-02
1	2	6.545e-01	1.365e-01	6.846e-02	3.828e-02	2.065e-02
1	3	nan	8.564e-02	5.423e-02	2.118e-02	7.600e-03
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.623e-01	2.978e-01	2.303e-01	1.336e-02
2	1	nan	3.407e-01	2.313e-01	1.756e-01	7.397e-03
2	2	nan	2.659e-01	2.205e-01	4.271e-02	2.767e-03
2	3	nan	3.429e-01	2.302e-01	1.003e-02	4.482e-03
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.501e-01	3.342e-02
3	1	nan	2.644e-01	2.325e-01	2.304e-01	1.010e-02
3	2	nan	4.992e-01	2.305e-01	9.305e-02	9.305e-02
3	3	nan	2.842e-01	2.309e-01	2.302e-01	2.300e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
