x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.606e-01	2.553e-01	2.307e-01	2.305e-01	5.988e-02
0	1	3.176e-01	2.315e-01	2.306e-01	2.302e-01	4.143e-02
0	2	5.615e-01	2.335e-01	2.300e-01	3.058e-02	2.864e-02
0	3	8.331e-01	2.301e-01	1.326e-01	3.994e-02	2.519e-03
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	2.806e-01	2.474e-01	2.300e-01	2.300e-01
1	1	6.701e-01	2.305e-01	2.303e-01	9.015e-02	1.733e-02
1	2	nan	1.901e-01	2.501e-02	2.001e-02	1.946e-02
1	3	nan	2.302e-01	8.533e-02	1.573e-02	1.217e-02
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	3.203e-01	3.053e-01	2.614e-01	2.306e-01
2	1	nan	2.413e-01	2.304e-01	2.301e-01	2.301e-01
2	2	nan	2.304e-01	3.003e-02	1.326e-02	1.326e-02
2	3	nan	2.306e-01	4.627e-02	1.868e-02	1.689e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.393e-01
3	1	nan	nan	nan	nan	2.928e-01
3	2	nan	nan	nan	4.209e-02	1.076e-02
3	3	nan	nan	nan	1.608e-02	1.608e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
