x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.604e-01	2.325e-01	2.309e-01	2.301e-01	4.924e-02
0	1	3.530e-01	2.323e-01	2.301e-01	7.533e-02	1.888e-02
0	2	3.683e-01	2.305e-01	2.305e-01	2.301e-01	3.420e-02
0	3	nan	2.313e-01	2.313e-01	2.309e-01	2.301e-01
0	4	nan	nan	nan	2.315e-01	2.302e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	3.207e-01	2.437e-01	2.330e-01	8.386e-02
1	1	6.676e-01	2.314e-01	2.309e-01	2.300e-01	5.706e-03
1	2	nan	2.346e-01	2.322e-01	2.302e-01	7.181e-03
1	3	nan	2.301e-01	2.301e-01	2.301e-01	2.301e-01
1	4	nan	nan	nan	2.416e-01	2.300e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	2.854e-01	2.304e-01	2.300e-01
2	1	nan	2.325e-01	2.307e-01	2.307e-01	2.888e-02
2	2	nan	2.383e-01	2.305e-01	1.193e-01	7.668e-02
2	3	nan	2.946e-01	2.454e-01	2.428e-01	4.286e-02
2	4	nan	nan	nan	3.142e-01	2.301e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.332e-01	1.288e-01
3	1	nan	nan	2.318e-01	2.305e-01	2.387e-02
3	2	nan	3.152e-01	2.304e-01	2.302e-01	2.301e-01
3	3	nan	2.311e-01	2.305e-01	2.305e-01	2.305e-01
3	4	nan	nan	nan	nan	2.301e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
