n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.avg.max
2.650e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.050e-01	2.925e-01	8.000e-02	5.250e-02	1.250e-01	3.500e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.400e-01	3.214e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	2.175e-01	1.850e-01	2.425e-01	9.750e-02	8.750e-02	1.150e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.660e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.050e-01	2.925e-01	8.000e-02	5.250e-02	1.275e-01	3.750e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.400e-01	3.214e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	2.175e-01	1.875e-01	2.425e-01	1.000e-01	8.750e-02	1.150e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.670e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.050e-01	2.925e-01	8.000e-02	5.250e-02	1.275e-01	3.750e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	2.175e-01	1.850e-01	2.425e-01	9.750e-02	8.750e-02	1.150e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.680e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.025e-01	2.925e-01	8.000e-02	5.250e-02	1.275e-01	3.750e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.175e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.150e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.690e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.025e-01	2.950e-01	8.000e-02	5.250e-02	1.300e-01	3.750e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.175e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.150e-01	4.000e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.700e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.025e-01	2.950e-01	8.000e-02	5.250e-02	1.300e-01	3.750e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.175e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.125e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.710e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.000e-01	2.950e-01	8.000e-02	5.250e-02	1.300e-01	4.000e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.175e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.125e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.720e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.000e-01	2.950e-01	8.000e-02	5.250e-02	1.300e-01	4.000e-02	2.000e-02	7.250e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.175e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.125e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.730e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.000e-01	2.950e-01	8.000e-02	5.250e-02	1.300e-01	3.750e-02	2.000e-02	7.500e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.850e-01	2.425e-01	9.750e-02	8.750e-02	1.125e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.740e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.000e-01	2.975e-01	8.000e-02	5.250e-02	1.300e-01	3.750e-02	2.000e-02	7.500e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.229e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.850e-01	2.400e-01	9.750e-02	8.750e-02	1.125e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.750e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	1.975e-01	2.975e-01	7.750e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.500e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.850e-01	2.400e-01	9.750e-02	9.000e-02	1.125e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.760e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	2.000e-01	2.975e-01	8.000e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.500e-02	2.250e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.875e-01	2.400e-01	9.750e-02	9.000e-02	1.150e-01	4.250e-02	2.750e-02	5.250e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.770e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	2.000e-01	2.975e-01	8.000e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.500e-02	2.000e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.875e-01	2.400e-01	9.750e-02	9.000e-02	1.150e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.780e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	2.000e-01	3.000e-01	8.000e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.750e-02	2.000e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.500e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.825e-01	2.400e-01	9.750e-02	9.000e-02	1.150e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.790e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	2.000e-01	3.000e-01	8.000e-02	5.000e-02	1.325e-01	3.750e-02	2.000e-02	7.750e-02	2.000e-02	7.500e-03	5.000e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.250e-02	2.750e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.800e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	1.975e-01	3.000e-01	8.250e-02	5.000e-02	1.325e-01	3.750e-02	2.000e-02	7.750e-02	2.000e-02	7.500e-03	5.500e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.175e-01	4.250e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.810e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.375e-01	1.975e-01	3.000e-01	8.250e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.750e-02	2.000e-02	7.500e-03	5.500e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.820e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	1.975e-01	3.000e-01	8.250e-02	5.000e-02	1.300e-01	3.750e-02	2.000e-02	7.750e-02	2.000e-02	7.500e-03	5.500e-02	1.250e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.125e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.830e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	1.975e-01	3.000e-01	8.250e-02	5.000e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.500e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.850e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.840e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	1.950e-01	3.000e-01	8.250e-02	5.000e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.850e-01	2.400e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.500e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.850e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.425e-01	1.950e-01	3.000e-01	8.250e-02	5.000e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.750e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.750e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.860e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.400e-01	1.950e-01	3.000e-01	8.000e-02	5.000e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.750e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	3.000e-02	5.750e-02	1.750e-02	1.250e-02	2.750e-02	7.500e-03	2.500e-03	1.500e-02
2.870e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.450e-01	1.950e-01	3.000e-01	8.250e-02	4.750e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.075e-01	1.825e-01	2.375e-01	9.750e-02	9.000e-02	1.150e-01	4.000e-02	2.750e-02	5.750e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.880e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.475e-01	1.950e-01	3.000e-01	8.250e-02	4.750e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.075e-01	1.825e-01	2.375e-01	1.000e-01	9.000e-02	1.150e-01	4.000e-02	2.750e-02	5.750e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.890e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.450e-01	1.925e-01	3.000e-01	8.500e-02	4.750e-02	1.300e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.825e-01	2.375e-01	1.000e-01	9.000e-02	1.150e-01	4.000e-02	2.750e-02	5.750e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
2.900e+04	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.214e-01	3.750e-01	3.750e-01	3.553e-01	3.750e-01	3.500e-01	3.214e-01	3.750e-01	2.475e-01	1.925e-01	3.025e-01	8.250e-02	4.750e-02	1.275e-01	3.750e-02	2.250e-02	7.500e-02	2.000e-02	7.500e-03	5.500e-02	1.000e-02	2.500e-03	2.250e-02	3.750e-01	3.750e-01	3.750e-01	3.750e-01	3.409e-01	3.750e-01	3.553e-01	3.333e-01	3.587e-01	3.462e-01	3.214e-01	3.750e-01	3.750e-01	3.500e-01	3.750e-01	2.100e-01	1.800e-01	2.375e-01	1.000e-01	9.000e-02	1.125e-01	4.000e-02	2.750e-02	5.750e-02	1.750e-02	1.250e-02	3.000e-02	7.500e-03	2.500e-03	1.500e-02
