n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.max
2.260e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.668e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.512e-01	1.287e-01	1.713e-01	1.209e-01	1.083e-01	1.346e-01	9.391e-02	7.155e-02	1.097e-01	7.500e-02	5.449e-02	1.036e-01	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.781e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	1.623e-01	1.552e-01	1.714e-01	1.300e-01	1.219e-01	1.386e-01	9.605e-02	8.408e-02	1.061e-01	6.782e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.449e-02
2.270e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.511e-01	1.287e-01	1.713e-01	1.209e-01	1.083e-01	1.337e-01	9.165e-02	7.155e-02	1.097e-01	7.500e-02	5.449e-02	1.036e-01	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	1.623e-01	1.552e-01	1.714e-01	1.300e-01	1.219e-01	1.386e-01	9.605e-02	8.408e-02	1.061e-01	6.782e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.449e-02
2.280e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.492e-01	1.287e-01	1.713e-01	1.209e-01	1.083e-01	1.327e-01	9.165e-02	7.155e-02	1.097e-01	7.500e-02	5.449e-02	1.036e-01	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.623e-01	1.553e-01	1.714e-01	1.300e-01	1.219e-01	1.386e-01	9.605e-02	8.408e-02	1.061e-01	6.782e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.449e-02
2.290e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.486e-01	1.287e-01	1.713e-01	1.209e-01	1.083e-01	1.327e-01	9.165e-02	7.155e-02	1.094e-01	7.500e-02	5.449e-02	1.036e-01	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.623e-01	1.552e-01	1.714e-01	1.300e-01	1.219e-01	1.393e-01	9.605e-02	8.408e-02	1.061e-01	6.782e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.300e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.479e-01	1.287e-01	1.713e-01	1.209e-01	1.078e-01	1.327e-01	9.165e-02	7.155e-02	1.094e-01	7.500e-02	5.449e-02	1.036e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.561e-01	1.714e-01	1.300e-01	1.225e-01	1.393e-01	9.808e-02	8.675e-02	1.052e-01	6.782e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.310e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.445e-01	1.287e-01	1.713e-01	1.209e-01	1.068e-01	1.327e-01	9.391e-02	7.155e-02	1.094e-01	7.500e-02	4.899e-02	1.018e-01	4.899e-02	2.487e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.623e-01	1.536e-01	1.714e-01	1.300e-01	1.225e-01	1.393e-01	9.808e-02	8.675e-02	1.052e-01	5.937e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.320e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.470e-01	1.287e-01	1.713e-01	1.209e-01	1.068e-01	1.327e-01	9.391e-02	7.155e-02	1.094e-01	7.500e-02	4.899e-02	1.018e-01	4.899e-02	2.487e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.623e-01	1.536e-01	1.714e-01	1.293e-01	1.225e-01	1.393e-01	9.808e-02	8.675e-02	1.068e-01	5.937e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.330e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.479e-01	1.298e-01	1.714e-01	1.209e-01	1.068e-01	1.327e-01	9.165e-02	7.155e-02	1.125e-01	7.500e-02	4.899e-02	1.018e-01	4.899e-02	2.487e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.624e-01	1.536e-01	1.712e-01	1.293e-01	1.225e-01	1.393e-01	9.605e-02	8.675e-02	1.068e-01	5.937e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.340e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.298e-01	1.714e-01	1.209e-01	1.068e-01	1.327e-01	9.165e-02	7.155e-02	1.125e-01	7.500e-02	4.899e-02	1.000e-01	4.899e-02	2.487e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.650e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.541e-01	1.698e-01	1.293e-01	1.219e-01	1.393e-01	9.605e-02	8.675e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.350e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.487e-01	1.298e-01	1.714e-01	1.209e-01	1.068e-01	1.327e-01	9.165e-02	7.155e-02	1.139e-01	7.500e-02	4.899e-02	1.000e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.541e-01	1.698e-01	1.293e-01	1.225e-01	1.381e-01	9.605e-02	8.675e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.360e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.298e-01	1.714e-01	1.209e-01	1.068e-01	1.289e-01	9.165e-02	7.500e-02	1.139e-01	7.500e-02	4.899e-02	1.000e-01	4.899e-02	2.487e-02	7.980e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.541e-01	1.698e-01	1.293e-01	1.225e-01	1.377e-01	9.605e-02	8.408e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.370e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.298e-01	1.714e-01	1.209e-01	1.068e-01	1.290e-01	9.165e-02	7.500e-02	1.139e-01	7.500e-02	4.899e-02	1.036e-01	4.899e-02	2.487e-02	7.980e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.541e-01	1.698e-01	1.285e-01	1.225e-01	1.377e-01	9.605e-02	8.408e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.380e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.297e-01	1.714e-01	1.209e-01	1.068e-01	1.290e-01	8.927e-02	7.500e-02	1.139e-01	7.822e-02	4.899e-02	1.036e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.616e-01	1.541e-01	1.710e-01	1.293e-01	1.225e-01	1.377e-01	9.605e-02	8.408e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.390e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.297e-01	1.713e-01	1.209e-01	1.052e-01	1.293e-01	8.927e-02	7.500e-02	1.139e-01	7.822e-02	4.899e-02	1.036e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.613e-01	1.561e-01	1.709e-01	1.293e-01	1.225e-01	1.377e-01	9.391e-02	8.292e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.400e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.297e-01	1.713e-01	1.209e-01	1.036e-01	1.293e-01	8.927e-02	7.500e-02	1.125e-01	7.822e-02	4.899e-02	1.043e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.615e-01	1.561e-01	1.698e-01	1.277e-01	1.225e-01	1.377e-01	9.605e-02	8.292e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.410e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.474e-01	1.297e-01	1.713e-01	1.199e-01	1.036e-01	1.293e-01	8.927e-02	7.500e-02	1.125e-01	7.500e-02	4.899e-02	1.043e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.615e-01	1.561e-01	1.698e-01	1.277e-01	1.225e-01	1.377e-01	9.605e-02	8.292e-02	1.068e-01	6.379e-02	4.899e-02	8.408e-02	4.265e-02	2.487e-02	5.937e-02
2.420e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.479e-01	1.298e-01	1.713e-01	1.209e-01	1.036e-01	1.293e-01	8.860e-02	7.500e-02	1.110e-01	7.500e-02	4.899e-02	1.043e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.613e-01	1.561e-01	1.705e-01	1.277e-01	1.225e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	2.487e-02	5.937e-02
2.430e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.496e-01	1.297e-01	1.713e-01	1.209e-01	1.036e-01	1.293e-01	8.860e-02	7.500e-02	1.110e-01	7.500e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.613e-01	1.561e-01	1.705e-01	1.285e-01	1.225e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	3.500e-02	5.937e-02
2.440e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.496e-01	1.297e-01	1.713e-01	1.209e-01	1.036e-01	1.293e-01	8.860e-02	7.155e-02	1.110e-01	7.500e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.709e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.613e-01	1.543e-01	1.705e-01	1.285e-01	1.230e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	3.500e-02	5.937e-02
2.450e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.496e-01	1.297e-01	1.713e-01	1.199e-01	1.036e-01	1.293e-01	8.860e-02	7.155e-02	1.110e-01	7.822e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.613e-01	1.534e-01	1.705e-01	1.306e-01	1.225e-01	1.381e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	3.500e-02	5.937e-02
2.460e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.692e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.502e-01	1.297e-01	1.714e-01	1.199e-01	1.036e-01	1.295e-01	8.860e-02	7.500e-02	1.110e-01	7.822e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.608e-01	1.534e-01	1.696e-01	1.312e-01	1.225e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	4.899e-02	8.124e-02	4.265e-02	3.500e-02	5.937e-02
2.470e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.502e-01	1.297e-01	1.714e-01	1.199e-01	1.036e-01	1.295e-01	8.860e-02	7.500e-02	1.110e-01	7.822e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.601e-01	1.534e-01	1.696e-01	1.312e-01	1.219e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	5.449e-02	8.408e-02	4.265e-02	3.500e-02	5.937e-02
2.480e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.502e-01	1.297e-01	1.714e-01	1.209e-01	1.036e-01	1.299e-01	8.675e-02	7.500e-02	1.110e-01	7.822e-02	4.265e-02	1.023e-01	4.899e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.607e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.607e-01	1.530e-01	1.696e-01	1.312e-01	1.225e-01	1.377e-01	9.605e-02	8.584e-02	1.068e-01	6.379e-02	5.449e-02	8.408e-02	4.265e-02	3.500e-02	5.937e-02
2.490e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.607e-01	2.788e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.502e-01	1.298e-01	1.704e-01	1.209e-01	1.018e-01	1.299e-01	8.860e-02	7.500e-02	1.110e-01	7.822e-02	4.265e-02	1.023e-01	4.265e-02	2.487e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.608e-01	1.530e-01	1.696e-01	1.312e-01	1.225e-01	1.377e-01	9.605e-02	8.584e-02	1.083e-01	6.379e-02	5.449e-02	8.408e-02	4.265e-02	3.500e-02	5.449e-02
2.500e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.607e-01	2.788e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.495e-01	1.287e-01	1.704e-01	1.209e-01	1.018e-01	1.308e-01	8.860e-02	7.500e-02	1.125e-01	7.500e-02	4.265e-02	9.808e-02	4.265e-02	2.487e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.608e-01	1.530e-01	1.698e-01	1.312e-01	1.225e-01	1.381e-01	9.605e-02	8.584e-02	1.083e-01	6.379e-02	5.449e-02	8.408e-02	4.265e-02	3.500e-02	5.449e-02
2.510e+04	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.607e-01	2.795e-01	2.795e-01	2.708e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.502e-01	1.287e-01	1.704e-01	1.209e-01	1.018e-01	1.308e-01	8.860e-02	7.822e-02	1.125e-01	7.500e-02	4.265e-02	1.000e-01	4.265e-02	2.487e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	2.728e-01	2.575e-01	2.781e-01	2.728e-01	2.575e-01	2.795e-01	2.795e-01	2.670e-01	2.795e-01	1.608e-01	1.543e-01	1.698e-01	1.312e-01	1.225e-01	1.374e-01	9.605e-02	8.584e-02	1.094e-01	6.379e-02	5.449e-02	8.408e-02	4.265e-02	3.500e-02	5.449e-02
