n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.body.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.body.epistasis.sd.max
1.380e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.670e-01	2.575e-01	2.728e-01	1.561e-01	1.402e-01	1.798e-01	1.230e-01	1.110e-01	1.359e-01	9.165e-02	7.155e-02	1.177e-01	7.822e-02	4.265e-02	1.044e-01	5.449e-02	3.500e-02	7.500e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.728e-01	1.635e-01	1.561e-01	1.683e-01	1.340e-01	1.240e-01	1.418e-01	9.823e-02	8.408e-02	1.110e-01	6.782e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.390e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.670e-01	2.575e-01	2.728e-01	1.537e-01	1.399e-01	1.798e-01	1.228e-01	1.110e-01	1.359e-01	9.391e-02	7.155e-02	1.188e-01	7.822e-02	4.265e-02	1.023e-01	5.449e-02	3.500e-02	7.500e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.728e-01	1.635e-01	1.569e-01	1.685e-01	1.340e-01	1.240e-01	1.418e-01	9.823e-02	8.408e-02	1.150e-01	6.782e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.400e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.670e-01	2.575e-01	2.728e-01	1.585e-01	1.399e-01	1.785e-01	1.236e-01	1.110e-01	1.359e-01	9.391e-02	7.155e-02	1.188e-01	7.822e-02	4.265e-02	1.023e-01	5.449e-02	3.500e-02	7.500e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.728e-01	1.632e-01	1.569e-01	1.685e-01	1.343e-01	1.240e-01	1.425e-01	9.823e-02	8.408e-02	1.150e-01	6.782e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.410e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.670e-01	2.575e-01	2.728e-01	1.585e-01	1.386e-01	1.798e-01	1.238e-01	1.122e-01	1.353e-01	9.605e-02	7.155e-02	1.165e-01	7.822e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.500e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.623e-01	1.569e-01	1.685e-01	1.343e-01	1.244e-01	1.425e-01	9.823e-02	8.408e-02	1.150e-01	6.782e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.420e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.670e-01	2.575e-01	2.728e-01	1.585e-01	1.386e-01	1.785e-01	1.238e-01	1.122e-01	1.353e-01	9.605e-02	7.155e-02	1.165e-01	7.822e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.623e-01	1.569e-01	1.672e-01	1.346e-01	1.244e-01	1.425e-01	9.823e-02	8.408e-02	1.150e-01	6.379e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.430e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.786e-01	2.680e-01	2.575e-01	2.728e-01	1.585e-01	1.386e-01	1.778e-01	1.238e-01	1.110e-01	1.353e-01	9.391e-02	7.155e-02	1.165e-01	7.822e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.623e-01	1.577e-01	1.663e-01	1.346e-01	1.244e-01	1.425e-01	9.601e-02	8.675e-02	1.150e-01	6.782e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.440e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.504e-01	2.741e-01	2.680e-01	2.575e-01	2.728e-01	1.585e-01	1.370e-01	1.778e-01	1.251e-01	1.110e-01	1.353e-01	9.391e-02	7.155e-02	1.177e-01	7.822e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.620e-01	1.582e-01	1.672e-01	1.346e-01	1.244e-01	1.425e-01	9.601e-02	8.675e-02	1.150e-01	6.379e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.450e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.741e-01	2.680e-01	2.575e-01	2.728e-01	1.585e-01	1.381e-01	1.781e-01	1.251e-01	1.110e-01	1.359e-01	9.605e-02	7.155e-02	1.192e-01	7.822e-02	4.265e-02	1.001e-01	5.937e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.741e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.620e-01	1.582e-01	1.696e-01	1.345e-01	1.251e-01	1.425e-01	9.601e-02	8.675e-02	1.150e-01	6.379e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.460e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.741e-01	2.680e-01	2.575e-01	2.728e-01	1.585e-01	1.381e-01	1.785e-01	1.251e-01	1.110e-01	1.359e-01	9.808e-02	7.155e-02	1.192e-01	7.822e-02	4.265e-02	9.782e-02	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.615e-01	1.582e-01	1.684e-01	1.345e-01	1.258e-01	1.425e-01	9.601e-02	8.584e-02	1.150e-01	6.379e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.470e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.741e-01	2.680e-01	2.575e-01	2.795e-01	1.551e-01	1.346e-01	1.778e-01	1.270e-01	1.150e-01	1.359e-01	9.808e-02	7.155e-02	1.188e-01	7.822e-02	4.265e-02	9.808e-02	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.622e-01	1.577e-01	1.684e-01	1.345e-01	1.258e-01	1.425e-01	9.601e-02	8.584e-02	1.134e-01	6.379e-02	5.449e-02	7.822e-02	4.265e-02	3.500e-02	5.449e-02
1.480e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.741e-01	2.680e-01	2.575e-01	2.795e-01	1.551e-01	1.346e-01	1.778e-01	1.270e-01	1.134e-01	1.359e-01	9.808e-02	7.155e-02	1.188e-01	7.822e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.649e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.622e-01	1.577e-01	1.684e-01	1.345e-01	1.258e-01	1.425e-01	9.391e-02	8.408e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.490e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.741e-01	2.680e-01	2.575e-01	2.795e-01	1.551e-01	1.346e-01	1.778e-01	1.270e-01	1.134e-01	1.365e-01	9.808e-02	7.500e-02	1.177e-01	7.500e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.575e-01	2.795e-01	1.622e-01	1.577e-01	1.683e-01	1.345e-01	1.258e-01	1.425e-01	9.367e-02	8.292e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.500e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.680e-01	2.575e-01	2.795e-01	1.517e-01	1.346e-01	1.778e-01	1.270e-01	1.134e-01	1.359e-01	9.808e-02	7.293e-02	1.205e-01	7.500e-02	4.265e-02	1.001e-01	5.449e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.592e-01	2.795e-01	1.622e-01	1.580e-01	1.683e-01	1.346e-01	1.258e-01	1.428e-01	9.165e-02	8.408e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.510e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.680e-01	2.575e-01	2.795e-01	1.536e-01	1.365e-01	1.768e-01	1.264e-01	1.146e-01	1.359e-01	9.808e-02	7.500e-02	1.192e-01	7.822e-02	4.265e-02	1.001e-01	4.899e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.635e-01	2.795e-01	1.622e-01	1.580e-01	1.675e-01	1.346e-01	1.258e-01	1.428e-01	9.165e-02	8.292e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.520e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.529e-01	1.346e-01	1.778e-01	1.270e-01	1.146e-01	1.359e-01	9.605e-02	7.500e-02	1.192e-01	7.822e-02	4.265e-02	1.001e-01	4.265e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.635e-01	2.795e-01	1.620e-01	1.583e-01	1.675e-01	1.340e-01	1.258e-01	1.428e-01	9.121e-02	8.292e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.530e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.495e-01	1.353e-01	1.785e-01	1.264e-01	1.146e-01	1.359e-01	9.605e-02	7.500e-02	1.192e-01	7.822e-02	4.899e-02	1.001e-01	4.265e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.741e-01	2.708e-01	2.635e-01	2.795e-01	1.616e-01	1.583e-01	1.675e-01	1.340e-01	1.258e-01	1.425e-01	9.165e-02	8.124e-02	1.134e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.540e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.495e-01	1.347e-01	1.792e-01	1.275e-01	1.134e-01	1.359e-01	9.605e-02	7.500e-02	1.192e-01	8.124e-02	4.899e-02	1.001e-01	4.265e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.781e-01	2.708e-01	2.635e-01	2.795e-01	1.616e-01	1.583e-01	1.675e-01	1.340e-01	1.258e-01	1.425e-01	9.165e-02	8.124e-02	1.150e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	2.487e-02	5.449e-02
1.550e+04	2.795e-01	2.795e-01	2.795e-01	2.706e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.575e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.511e-01	1.361e-01	1.792e-01	1.275e-01	1.110e-01	1.359e-01	9.605e-02	7.500e-02	1.192e-01	8.124e-02	4.899e-02	1.001e-01	4.899e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.750e-01	2.635e-01	2.575e-01	2.781e-01	2.708e-01	2.635e-01	2.795e-01	1.621e-01	1.581e-01	1.672e-01	1.340e-01	1.258e-01	1.428e-01	9.165e-02	8.124e-02	1.150e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	2.487e-02	5.449e-02
1.560e+04	2.795e-01	2.795e-01	2.795e-01	2.706e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.529e-01	1.361e-01	1.785e-01	1.275e-01	1.110e-01	1.352e-01	9.808e-02	6.910e-02	1.179e-01	8.124e-02	4.899e-02	1.000e-01	4.899e-02	3.500e-02	8.408e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.781e-01	2.708e-01	2.635e-01	2.795e-01	1.635e-01	1.581e-01	1.672e-01	1.347e-01	1.258e-01	1.428e-01	9.165e-02	8.292e-02	1.150e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	2.487e-02	5.449e-02
1.570e+04	2.795e-01	2.795e-01	2.795e-01	2.706e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.553e-01	1.346e-01	1.757e-01	1.275e-01	1.125e-01	1.352e-01	9.808e-02	7.155e-02	1.179e-01	8.124e-02	4.899e-02	1.000e-01	4.899e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.741e-01	2.708e-01	2.635e-01	2.795e-01	1.635e-01	1.592e-01	1.672e-01	1.353e-01	1.251e-01	1.428e-01	9.165e-02	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.580e+04	2.795e-01	2.795e-01	2.795e-01	2.706e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.575e-01	1.346e-01	1.757e-01	1.275e-01	1.125e-01	1.352e-01	9.808e-02	7.155e-02	1.179e-01	8.124e-02	4.899e-02	1.000e-01	4.899e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.741e-01	2.708e-01	2.635e-01	2.795e-01	1.622e-01	1.592e-01	1.672e-01	1.353e-01	1.251e-01	1.425e-01	9.165e-02	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.590e+04	2.795e-01	2.795e-01	2.795e-01	2.706e-01	2.670e-01	2.795e-01	2.635e-01	2.534e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.575e-01	1.366e-01	1.757e-01	1.236e-01	1.125e-01	1.369e-01	9.808e-02	7.155e-02	1.179e-01	8.124e-02	5.449e-02	1.000e-01	4.899e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.741e-01	2.708e-01	2.635e-01	2.795e-01	1.630e-01	1.592e-01	1.662e-01	1.353e-01	1.258e-01	1.425e-01	9.165e-02	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.600e+04	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.635e-01	2.534e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.575e-01	1.366e-01	1.757e-01	1.238e-01	1.125e-01	1.369e-01	9.605e-02	7.500e-02	1.179e-01	8.124e-02	5.449e-02	9.808e-02	4.899e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.635e-01	2.795e-01	1.630e-01	1.596e-01	1.663e-01	1.374e-01	1.264e-01	1.425e-01	8.927e-02	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.610e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.534e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.575e-01	1.366e-01	1.764e-01	1.229e-01	1.125e-01	1.369e-01	9.808e-02	7.500e-02	1.179e-01	8.124e-02	5.449e-02	9.808e-02	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.607e-01	2.795e-01	1.625e-01	1.583e-01	1.668e-01	1.374e-01	1.264e-01	1.425e-01	9.121e-02	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
1.620e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.534e-01	2.781e-01	2.708e-01	2.614e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.580e-01	1.340e-01	1.764e-01	1.236e-01	1.110e-01	1.369e-01	9.605e-02	7.293e-02	1.192e-01	8.408e-02	5.449e-02	9.808e-02	4.899e-02	3.500e-02	7.822e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.607e-01	2.795e-01	1.625e-01	1.580e-01	1.660e-01	1.374e-01	1.264e-01	1.425e-01	1.023e-01	8.292e-02	1.152e-01	6.379e-02	5.449e-02	7.155e-02	4.265e-02	3.500e-02	5.449e-02
1.630e+04	2.795e-01	2.795e-01	2.795e-01	2.708e-01	2.670e-01	2.795e-01	2.635e-01	2.504e-01	2.781e-01	2.708e-01	2.635e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	1.584e-01	1.340e-01	1.764e-01	1.236e-01	1.094e-01	1.369e-01	9.605e-02	7.293e-02	1.192e-01	8.408e-02	5.449e-02	9.808e-02	4.899e-02	3.500e-02	8.124e-02	2.795e-01	2.795e-01	2.795e-01	2.670e-01	2.670e-01	2.795e-01	2.708e-01	2.575e-01	2.795e-01	2.635e-01	2.575e-01	2.728e-01	2.708e-01	2.607e-01	2.795e-01	1.625e-01	1.580e-01	1.660e-01	1.374e-01	1.264e-01	1.425e-01	1.023e-01	8.292e-02	1.146e-01	6.379e-02	5.449e-02	7.500e-02	4.265e-02	3.500e-02	5.449e-02
