n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max
1.240e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.621e-01	3.873e-01	2.941e-01	2.608e-01	3.241e-01	2.672e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.438e-01	5.331e-01	5.497e-01	3.583e-01	3.421e-01	3.645e-01	2.255e-01	2.128e-01	2.472e-01	1.234e-01	1.114e-01	1.403e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.586e-01	5.799e-01	3.772e-01	3.658e-01	3.862e-01	2.969e-01	2.522e-01	3.158e-01	2.805e-01	2.506e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.355e-01	5.314e-01	5.393e-01	3.407e-01	3.359e-01	3.448e-01	1.955e-01	1.893e-01	2.045e-01	8.966e-02	8.414e-02	9.345e-02
1.250e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.607e-01	3.873e-01	2.941e-01	2.608e-01	3.241e-01	2.672e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.438e-01	5.331e-01	5.500e-01	3.583e-01	3.431e-01	3.645e-01	2.255e-01	2.128e-01	2.503e-01	1.238e-01	1.107e-01	1.407e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.586e-01	5.799e-01	3.793e-01	3.658e-01	3.862e-01	2.969e-01	2.522e-01	3.158e-01	2.805e-01	2.506e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.348e-01	5.310e-01	5.397e-01	3.407e-01	3.362e-01	3.452e-01	1.966e-01	1.897e-01	2.038e-01	8.897e-02	8.345e-02	9.345e-02
1.260e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.607e-01	3.873e-01	2.961e-01	2.608e-01	3.241e-01	2.667e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.448e-01	5.328e-01	5.493e-01	3.583e-01	3.428e-01	3.659e-01	2.252e-01	2.131e-01	2.503e-01	1.238e-01	1.103e-01	1.431e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.586e-01	5.799e-01	3.793e-01	3.658e-01	3.862e-01	2.969e-01	2.522e-01	3.180e-01	2.805e-01	2.506e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.314e-01	5.397e-01	3.407e-01	3.362e-01	3.448e-01	1.962e-01	1.900e-01	2.045e-01	8.966e-02	8.379e-02	9.379e-02
1.270e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.590e-01	3.873e-01	2.961e-01	2.608e-01	3.241e-01	2.667e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.452e-01	5.328e-01	5.493e-01	3.593e-01	3.417e-01	3.659e-01	2.259e-01	2.131e-01	2.510e-01	1.224e-01	1.103e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.611e-01	5.799e-01	3.772e-01	3.634e-01	3.885e-01	2.950e-01	2.522e-01	3.180e-01	2.805e-01	2.506e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.314e-01	5.393e-01	3.407e-01	3.362e-01	3.448e-01	1.962e-01	1.903e-01	2.045e-01	8.897e-02	8.276e-02	9.379e-02
1.280e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.590e-01	3.873e-01	2.982e-01	2.608e-01	3.241e-01	2.667e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.455e-01	5.331e-01	5.493e-01	3.590e-01	3.417e-01	3.659e-01	2.259e-01	2.131e-01	2.510e-01	1.224e-01	1.103e-01	1.438e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.772e-01	3.634e-01	3.885e-01	2.950e-01	2.522e-01	3.180e-01	2.805e-01	2.522e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.317e-01	5.393e-01	3.417e-01	3.366e-01	3.459e-01	1.962e-01	1.921e-01	2.045e-01	8.862e-02	8.276e-02	9.414e-02
1.290e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.590e-01	3.873e-01	2.982e-01	2.629e-01	3.241e-01	2.667e-01	2.562e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.452e-01	5.328e-01	5.493e-01	3.593e-01	3.414e-01	3.662e-01	2.259e-01	2.145e-01	2.510e-01	1.214e-01	1.103e-01	1.438e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.772e-01	3.613e-01	3.885e-01	2.950e-01	2.522e-01	3.180e-01	2.828e-01	2.529e-01	3.086e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.310e-01	5.397e-01	3.417e-01	3.355e-01	3.455e-01	1.962e-01	1.917e-01	2.045e-01	8.862e-02	8.276e-02	9.414e-02
1.300e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.958e-01	2.629e-01	3.241e-01	2.667e-01	2.586e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.338e-01	5.503e-01	3.590e-01	3.414e-01	3.662e-01	2.238e-01	2.145e-01	2.514e-01	1.214e-01	1.128e-01	1.431e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.772e-01	3.621e-01	3.885e-01	2.950e-01	2.522e-01	3.164e-01	2.828e-01	2.529e-01	3.138e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.310e-01	5.386e-01	3.421e-01	3.355e-01	3.448e-01	1.962e-01	1.924e-01	2.045e-01	8.862e-02	8.310e-02	9.414e-02
1.310e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.241e-01	2.667e-01	2.586e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.338e-01	5.503e-01	3.593e-01	3.417e-01	3.662e-01	2.214e-01	2.148e-01	2.510e-01	1.224e-01	1.128e-01	1.452e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.772e-01	3.621e-01	3.885e-01	2.950e-01	2.522e-01	3.164e-01	2.828e-01	2.529e-01	3.138e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.314e-01	5.390e-01	3.421e-01	3.362e-01	3.459e-01	1.969e-01	1.917e-01	2.034e-01	8.828e-02	8.310e-02	9.414e-02
1.320e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.586e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.338e-01	5.503e-01	3.583e-01	3.410e-01	3.666e-01	2.224e-01	2.148e-01	2.517e-01	1.224e-01	1.134e-01	1.452e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.772e-01	3.613e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.828e-01	2.529e-01	3.138e-01	7.941e-01	7.934e-01	7.948e-01	5.366e-01	5.314e-01	5.393e-01	3.431e-01	3.366e-01	3.466e-01	1.962e-01	1.914e-01	2.034e-01	8.828e-02	8.310e-02	9.483e-02
1.330e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.345e-01	5.507e-01	3.583e-01	3.414e-01	3.666e-01	2.234e-01	2.148e-01	2.521e-01	1.228e-01	1.145e-01	1.455e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.770e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.828e-01	2.529e-01	3.138e-01	7.941e-01	7.934e-01	7.948e-01	5.369e-01	5.314e-01	5.393e-01	3.431e-01	3.366e-01	3.462e-01	1.962e-01	1.907e-01	2.034e-01	8.862e-02	8.379e-02	9.379e-02
1.340e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.772e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.466e-01	5.345e-01	5.507e-01	3.583e-01	3.414e-01	3.666e-01	2.238e-01	2.155e-01	2.524e-01	1.238e-01	1.134e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.575e-01	5.799e-01	3.770e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.190e-01	2.974e-01	2.529e-01	3.158e-01	7.941e-01	7.934e-01	7.948e-01	5.369e-01	5.317e-01	5.390e-01	3.431e-01	3.366e-01	3.462e-01	1.962e-01	1.910e-01	2.028e-01	8.828e-02	8.379e-02	9.414e-02
1.350e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.466e-01	5.338e-01	5.517e-01	3.583e-01	3.414e-01	3.666e-01	2.255e-01	2.152e-01	2.538e-01	1.238e-01	1.134e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.549e-01	5.799e-01	3.772e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.974e-01	2.529e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.362e-01	5.314e-01	5.390e-01	3.428e-01	3.366e-01	3.469e-01	1.962e-01	1.914e-01	2.021e-01	8.862e-02	8.448e-02	9.414e-02
1.360e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.466e-01	5.348e-01	5.517e-01	3.583e-01	3.397e-01	3.666e-01	2.272e-01	2.152e-01	2.534e-01	1.248e-01	1.138e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.549e-01	5.768e-01	3.772e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.974e-01	2.529e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.366e-01	5.314e-01	5.379e-01	3.417e-01	3.366e-01	3.476e-01	1.959e-01	1.917e-01	2.021e-01	8.897e-02	8.448e-02	9.414e-02
1.370e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.976e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.466e-01	5.348e-01	5.521e-01	3.586e-01	3.400e-01	3.666e-01	2.286e-01	2.152e-01	2.555e-01	1.248e-01	1.134e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.549e-01	5.768e-01	3.772e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.974e-01	2.529e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.366e-01	5.321e-01	5.386e-01	3.417e-01	3.372e-01	3.469e-01	1.952e-01	1.914e-01	2.021e-01	8.931e-02	8.414e-02	9.379e-02
1.380e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.982e-01	2.629e-01	3.230e-01	2.667e-01	2.599e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.348e-01	5.521e-01	3.593e-01	3.400e-01	3.666e-01	2.279e-01	2.152e-01	2.555e-01	1.259e-01	1.145e-01	1.448e-01	7.931e-01	7.931e-01	8.017e-01	5.643e-01	5.549e-01	5.768e-01	3.772e-01	3.628e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	2.974e-01	2.529e-01	3.168e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.321e-01	5.386e-01	3.421e-01	3.366e-01	3.469e-01	1.962e-01	1.907e-01	2.021e-01	8.931e-02	8.345e-02	9.379e-02
1.390e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.982e-01	2.629e-01	3.249e-01	2.667e-01	2.565e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.348e-01	5.524e-01	3.597e-01	3.403e-01	3.666e-01	2.286e-01	2.148e-01	2.583e-01	1.262e-01	1.145e-01	1.462e-01	7.931e-01	7.931e-01	8.017e-01	5.661e-01	5.549e-01	5.768e-01	3.772e-01	3.628e-01	3.885e-01	2.961e-01	2.522e-01	3.205e-01	3.017e-01	2.529e-01	3.168e-01	7.941e-01	7.934e-01	7.945e-01	5.372e-01	5.314e-01	5.379e-01	3.407e-01	3.366e-01	3.469e-01	1.955e-01	1.900e-01	2.017e-01	8.966e-02	8.448e-02	9.379e-02
1.400e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.851e-01	2.982e-01	2.629e-01	3.249e-01	2.667e-01	2.565e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.348e-01	5.524e-01	3.597e-01	3.403e-01	3.690e-01	2.286e-01	2.141e-01	2.590e-01	1.269e-01	1.152e-01	1.469e-01	7.931e-01	7.931e-01	8.017e-01	5.661e-01	5.549e-01	5.768e-01	3.772e-01	3.628e-01	3.885e-01	2.961e-01	2.522e-01	3.205e-01	3.017e-01	2.529e-01	3.168e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.314e-01	5.383e-01	3.407e-01	3.366e-01	3.469e-01	1.955e-01	1.897e-01	2.028e-01	8.966e-02	8.483e-02	9.448e-02
1.410e+04	7.931e-01	7.931e-01	7.931e-01	5.705e-01	5.580e-01	5.862e-01	3.793e-01	3.582e-01	3.873e-01	2.961e-01	2.629e-01	3.249e-01	2.667e-01	2.565e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.345e-01	5.528e-01	3.597e-01	3.403e-01	3.703e-01	2.286e-01	2.121e-01	2.590e-01	1.276e-01	1.155e-01	1.469e-01	7.931e-01	7.931e-01	8.017e-01	5.661e-01	5.549e-01	5.768e-01	3.772e-01	3.638e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	3.017e-01	2.552e-01	3.168e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.314e-01	5.386e-01	3.407e-01	3.359e-01	3.469e-01	1.952e-01	1.900e-01	2.028e-01	9.000e-02	8.414e-02	9.448e-02
1.420e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.862e-01	3.793e-01	3.590e-01	3.873e-01	2.961e-01	2.629e-01	3.249e-01	2.667e-01	2.565e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.466e-01	5.341e-01	5.534e-01	3.597e-01	3.414e-01	3.707e-01	2.286e-01	2.128e-01	2.579e-01	1.276e-01	1.155e-01	1.472e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.950e-01	2.522e-01	3.205e-01	3.017e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.303e-01	5.386e-01	3.403e-01	3.352e-01	3.469e-01	1.952e-01	1.900e-01	2.034e-01	9.000e-02	8.414e-02	9.483e-02
1.430e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.793e-01	3.590e-01	3.873e-01	2.961e-01	2.629e-01	3.249e-01	2.667e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.952e-01	5.459e-01	5.345e-01	5.534e-01	3.597e-01	3.414e-01	3.707e-01	2.286e-01	2.134e-01	2.590e-01	1.269e-01	1.159e-01	1.483e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.961e-01	2.522e-01	3.205e-01	3.017e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.314e-01	5.386e-01	3.403e-01	3.355e-01	3.476e-01	1.952e-01	1.893e-01	2.038e-01	8.966e-02	8.414e-02	9.483e-02
1.440e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.793e-01	3.571e-01	3.922e-01	2.961e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.459e-01	5.328e-01	5.524e-01	3.597e-01	3.421e-01	3.707e-01	2.297e-01	2.148e-01	2.617e-01	1.283e-01	1.159e-01	1.469e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.961e-01	2.543e-01	3.205e-01	3.017e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.372e-01	5.314e-01	5.393e-01	3.417e-01	3.355e-01	3.479e-01	1.959e-01	1.893e-01	2.045e-01	8.966e-02	8.414e-02	9.414e-02
1.450e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.772e-01	3.571e-01	3.922e-01	2.982e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.469e-01	5.328e-01	5.524e-01	3.597e-01	3.421e-01	3.728e-01	2.297e-01	2.148e-01	2.617e-01	1.272e-01	1.145e-01	1.469e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.901e-01	2.961e-01	2.543e-01	3.205e-01	3.034e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.314e-01	5.393e-01	3.417e-01	3.366e-01	3.476e-01	1.955e-01	1.900e-01	2.045e-01	8.862e-02	8.448e-02	9.448e-02
1.460e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.772e-01	3.522e-01	3.922e-01	2.982e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.466e-01	5.328e-01	5.528e-01	3.600e-01	3.424e-01	3.728e-01	2.307e-01	2.148e-01	2.610e-01	1.279e-01	1.148e-01	1.469e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.961e-01	2.543e-01	3.205e-01	3.034e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.314e-01	5.397e-01	3.414e-01	3.366e-01	3.476e-01	1.955e-01	1.893e-01	2.045e-01	8.862e-02	8.448e-02	9.379e-02
1.470e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.793e-01	3.522e-01	3.916e-01	2.982e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.466e-01	5.324e-01	5.531e-01	3.603e-01	3.434e-01	3.728e-01	2.303e-01	2.162e-01	2.610e-01	1.279e-01	1.148e-01	1.472e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.961e-01	2.543e-01	3.205e-01	3.034e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.948e-01	5.372e-01	5.303e-01	5.393e-01	3.424e-01	3.362e-01	3.476e-01	1.955e-01	1.890e-01	2.031e-01	8.931e-02	8.345e-02	9.379e-02
1.480e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.793e-01	3.522e-01	3.916e-01	2.976e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.126e-01	7.938e-01	7.934e-01	7.948e-01	5.466e-01	5.334e-01	5.534e-01	3.617e-01	3.434e-01	3.779e-01	2.310e-01	2.162e-01	2.610e-01	1.286e-01	1.166e-01	1.476e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.950e-01	2.552e-01	3.205e-01	3.034e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.366e-01	5.303e-01	5.397e-01	3.424e-01	3.369e-01	3.479e-01	1.955e-01	1.907e-01	2.031e-01	9.034e-02	8.448e-02	9.310e-02
1.490e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.580e-01	5.891e-01	3.772e-01	3.522e-01	3.916e-01	2.976e-01	2.635e-01	3.249e-01	2.690e-01	2.543e-01	3.149e-01	7.938e-01	7.934e-01	7.948e-01	5.466e-01	5.334e-01	5.534e-01	3.614e-01	3.434e-01	3.769e-01	2.310e-01	2.162e-01	2.621e-01	1.283e-01	1.179e-01	1.500e-01	7.931e-01	7.931e-01	8.017e-01	5.674e-01	5.549e-01	5.805e-01	3.772e-01	3.638e-01	3.885e-01	2.950e-01	2.552e-01	3.205e-01	3.034e-01	2.552e-01	3.158e-01	7.941e-01	7.934e-01	7.945e-01	5.369e-01	5.310e-01	5.400e-01	3.428e-01	3.369e-01	3.490e-01	1.962e-01	1.903e-01	2.034e-01	9.069e-02	8.345e-02	9.310e-02
