n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.avg.max
2.790e+04	7.931e-01	7.931e-01	7.931e-01	5.724e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.204e-01	3.190e-01	2.667e-01	3.238e-01	3.086e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.538e-01	5.390e-01	5.652e-01	3.666e-01	3.452e-01	3.855e-01	2.562e-01	2.248e-01	2.666e-01	1.531e-01	1.286e-01	1.810e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.546e-01	5.831e-01	3.746e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.241e-01	3.083e-01	2.543e-01	3.241e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.334e-01	5.414e-01	3.462e-01	3.414e-01	3.507e-01	2.014e-01	1.931e-01	2.152e-01	9.655e-02	8.931e-02	1.021e-01
2.800e+04	7.931e-01	7.931e-01	7.931e-01	5.724e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.204e-01	3.190e-01	2.672e-01	3.238e-01	3.086e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.538e-01	5.390e-01	5.652e-01	3.666e-01	3.452e-01	3.855e-01	2.562e-01	2.266e-01	2.666e-01	1.531e-01	1.290e-01	1.810e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.546e-01	5.831e-01	3.746e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.241e-01	3.083e-01	2.543e-01	3.241e-01	7.941e-01	7.934e-01	7.948e-01	5.362e-01	5.334e-01	5.414e-01	3.462e-01	3.414e-01	3.507e-01	2.014e-01	1.931e-01	2.152e-01	9.655e-02	8.931e-02	1.021e-01
2.810e+04	7.931e-01	7.931e-01	7.931e-01	5.724e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.187e-01	3.155e-01	2.672e-01	3.230e-01	3.086e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.648e-01	3.655e-01	3.455e-01	3.869e-01	2.562e-01	2.276e-01	2.666e-01	1.531e-01	1.293e-01	1.821e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.746e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.241e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.366e-01	5.331e-01	5.414e-01	3.462e-01	3.414e-01	3.500e-01	2.014e-01	1.931e-01	2.152e-01	9.621e-02	8.931e-02	1.024e-01
2.820e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.648e-01	3.655e-01	3.455e-01	3.869e-01	2.562e-01	2.276e-01	2.662e-01	1.531e-01	1.293e-01	1.824e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.750e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.241e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.414e-01	3.462e-01	3.414e-01	3.500e-01	2.000e-01	1.931e-01	2.145e-01	9.621e-02	8.931e-02	1.028e-01
2.830e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.648e-01	3.655e-01	3.455e-01	3.869e-01	2.559e-01	2.276e-01	2.659e-01	1.528e-01	1.290e-01	1.824e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.750e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.241e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.414e-01	3.462e-01	3.414e-01	3.500e-01	2.000e-01	1.931e-01	2.169e-01	9.483e-02	9.000e-02	1.028e-01
2.840e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.412e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.648e-01	3.655e-01	3.455e-01	3.869e-01	2.559e-01	2.276e-01	2.669e-01	1.528e-01	1.293e-01	1.824e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.750e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.331e-01	5.417e-01	3.462e-01	3.414e-01	3.500e-01	2.000e-01	1.934e-01	2.169e-01	9.483e-02	8.966e-02	1.028e-01
2.850e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.652e-01	3.655e-01	3.455e-01	3.876e-01	2.555e-01	2.272e-01	2.669e-01	1.528e-01	1.297e-01	1.824e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.750e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.331e-01	5.417e-01	3.462e-01	3.407e-01	3.500e-01	2.000e-01	1.934e-01	2.159e-01	9.483e-02	8.966e-02	1.028e-01
2.860e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.565e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.383e-01	5.652e-01	3.655e-01	3.455e-01	3.866e-01	2.548e-01	2.272e-01	2.669e-01	1.524e-01	1.297e-01	1.817e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.546e-01	5.831e-01	3.750e-01	3.372e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.331e-01	5.417e-01	3.462e-01	3.407e-01	3.500e-01	2.010e-01	1.941e-01	2.159e-01	9.483e-02	8.966e-02	1.031e-01
2.870e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.190e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.393e-01	5.659e-01	3.655e-01	3.455e-01	3.872e-01	2.548e-01	2.272e-01	2.669e-01	1.531e-01	1.303e-01	1.848e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.750e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.941e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.421e-01	3.462e-01	3.407e-01	3.503e-01	2.021e-01	1.948e-01	2.162e-01	9.483e-02	8.966e-02	1.031e-01
2.880e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.190e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.528e-01	5.393e-01	5.659e-01	3.652e-01	3.455e-01	3.872e-01	2.548e-01	2.272e-01	2.672e-01	1.524e-01	1.307e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.750e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.945e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.431e-01	3.466e-01	3.407e-01	3.503e-01	2.021e-01	1.948e-01	2.162e-01	9.483e-02	8.966e-02	1.034e-01
2.890e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.190e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.528e-01	5.393e-01	5.662e-01	3.652e-01	3.455e-01	3.872e-01	2.548e-01	2.272e-01	2.672e-01	1.521e-01	1.307e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.945e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.431e-01	3.462e-01	3.407e-01	3.503e-01	2.021e-01	1.948e-01	2.155e-01	9.483e-02	8.966e-02	1.038e-01
2.900e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.528e-01	5.393e-01	5.662e-01	3.652e-01	3.455e-01	3.872e-01	2.552e-01	2.272e-01	2.672e-01	1.521e-01	1.314e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.264e-01	3.083e-01	2.543e-01	3.224e-01	7.945e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.431e-01	3.462e-01	3.410e-01	3.507e-01	2.021e-01	1.948e-01	2.155e-01	9.483e-02	8.966e-02	1.038e-01
2.910e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.158e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.393e-01	5.662e-01	3.652e-01	3.455e-01	3.872e-01	2.552e-01	2.272e-01	2.672e-01	1.524e-01	1.314e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.266e-01	3.083e-01	2.543e-01	3.224e-01	7.945e-01	7.934e-01	7.948e-01	5.359e-01	5.334e-01	5.438e-01	3.462e-01	3.400e-01	3.510e-01	2.021e-01	1.948e-01	2.155e-01	9.483e-02	8.966e-02	1.038e-01
2.920e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.158e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.393e-01	5.669e-01	3.652e-01	3.455e-01	3.903e-01	2.552e-01	2.272e-01	2.672e-01	1.528e-01	1.314e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.224e-01	7.945e-01	7.934e-01	7.948e-01	5.359e-01	5.328e-01	5.438e-01	3.462e-01	3.407e-01	3.514e-01	2.021e-01	1.948e-01	2.155e-01	9.483e-02	8.966e-02	1.034e-01
2.930e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.339e-01	4.187e-01	3.158e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.517e-01	5.393e-01	5.669e-01	3.655e-01	3.462e-01	3.903e-01	2.552e-01	2.272e-01	2.676e-01	1.531e-01	1.321e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.362e-01	5.328e-01	5.438e-01	3.462e-01	3.407e-01	3.510e-01	2.024e-01	1.952e-01	2.155e-01	9.414e-02	8.966e-02	1.034e-01
2.940e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.339e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.524e-01	5.393e-01	5.669e-01	3.655e-01	3.462e-01	3.903e-01	2.552e-01	2.272e-01	2.679e-01	1.531e-01	1.321e-01	1.872e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.362e-01	5.328e-01	5.434e-01	3.472e-01	3.407e-01	3.510e-01	2.024e-01	1.948e-01	2.159e-01	9.379e-02	8.966e-02	1.041e-01
2.950e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.339e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.069e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.528e-01	5.393e-01	5.679e-01	3.655e-01	3.462e-01	3.934e-01	2.555e-01	2.272e-01	2.679e-01	1.528e-01	1.321e-01	1.869e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.362e-01	5.324e-01	5.434e-01	3.472e-01	3.390e-01	3.510e-01	2.024e-01	1.948e-01	2.159e-01	9.379e-02	8.966e-02	1.038e-01
2.960e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.086e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.534e-01	5.397e-01	5.679e-01	3.648e-01	3.462e-01	3.945e-01	2.555e-01	2.272e-01	2.710e-01	1.528e-01	1.307e-01	1.879e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.303e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.324e-01	5.438e-01	3.472e-01	3.390e-01	3.521e-01	2.024e-01	1.941e-01	2.159e-01	9.379e-02	8.966e-02	1.048e-01
2.970e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.086e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.534e-01	5.397e-01	5.679e-01	3.648e-01	3.472e-01	3.945e-01	2.566e-01	2.293e-01	2.710e-01	1.528e-01	1.331e-01	1.876e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.276e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.317e-01	5.441e-01	3.472e-01	3.390e-01	3.528e-01	2.014e-01	1.941e-01	2.159e-01	9.379e-02	8.966e-02	1.048e-01
2.980e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.086e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.538e-01	5.390e-01	5.679e-01	3.648e-01	3.472e-01	3.931e-01	2.566e-01	2.276e-01	2.717e-01	1.528e-01	1.328e-01	1.903e-01	7.931e-01	7.931e-01	8.017e-01	5.690e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.276e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.317e-01	5.441e-01	3.472e-01	3.397e-01	3.531e-01	2.014e-01	1.941e-01	2.141e-01	9.379e-02	9.000e-02	1.048e-01
2.990e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.086e-01	2.608e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.538e-01	5.390e-01	5.679e-01	3.652e-01	3.472e-01	3.931e-01	2.572e-01	2.276e-01	2.717e-01	1.524e-01	1.321e-01	1.903e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.276e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.334e-01	5.441e-01	3.472e-01	3.397e-01	3.531e-01	2.014e-01	1.945e-01	2.141e-01	9.483e-02	9.000e-02	1.034e-01
3.000e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.230e-01	3.103e-01	2.586e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.538e-01	5.397e-01	5.679e-01	3.648e-01	3.472e-01	3.931e-01	2.569e-01	2.276e-01	2.717e-01	1.524e-01	1.331e-01	1.910e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.276e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.334e-01	5.438e-01	3.469e-01	3.400e-01	3.538e-01	2.014e-01	1.941e-01	2.155e-01	9.552e-02	9.000e-02	1.034e-01
3.010e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.207e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.241e-01	3.103e-01	2.586e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.534e-01	5.397e-01	5.679e-01	3.648e-01	3.462e-01	3.931e-01	2.576e-01	2.276e-01	2.728e-01	1.524e-01	1.331e-01	1.900e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.257e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.334e-01	5.434e-01	3.469e-01	3.393e-01	3.538e-01	2.021e-01	1.948e-01	2.159e-01	9.552e-02	8.931e-02	1.034e-01
3.020e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.836e-01	3.327e-01	4.187e-01	3.172e-01	2.667e-01	3.241e-01	3.103e-01	2.586e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.534e-01	5.397e-01	5.679e-01	3.648e-01	3.472e-01	3.931e-01	2.583e-01	2.276e-01	2.731e-01	1.528e-01	1.331e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.369e-01	5.334e-01	5.434e-01	3.469e-01	3.400e-01	3.531e-01	2.014e-01	1.948e-01	2.159e-01	9.552e-02	8.931e-02	1.034e-01
3.030e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.836e-01	3.347e-01	4.204e-01	3.172e-01	2.667e-01	3.241e-01	3.103e-01	2.586e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.541e-01	5.397e-01	5.690e-01	3.648e-01	3.472e-01	3.931e-01	2.583e-01	2.276e-01	2.734e-01	1.538e-01	1.331e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.366e-01	5.334e-01	5.434e-01	3.469e-01	3.400e-01	3.534e-01	2.028e-01	1.948e-01	2.159e-01	9.586e-02	8.931e-02	1.034e-01
3.040e+04	7.931e-01	7.931e-01	7.931e-01	5.718e-01	5.632e-01	6.185e-01	3.858e-01	3.347e-01	4.204e-01	3.172e-01	2.667e-01	3.241e-01	3.103e-01	2.586e-01	3.241e-01	7.934e-01	7.931e-01	7.945e-01	5.541e-01	5.397e-01	5.693e-01	3.652e-01	3.472e-01	3.931e-01	2.583e-01	2.276e-01	2.734e-01	1.538e-01	1.348e-01	1.914e-01	7.931e-01	7.931e-01	8.017e-01	5.718e-01	5.549e-01	5.831e-01	3.746e-01	3.267e-01	3.913e-01	3.103e-01	2.660e-01	3.245e-01	3.083e-01	2.543e-01	3.207e-01	7.945e-01	7.934e-01	7.948e-01	5.362e-01	5.341e-01	5.434e-01	3.469e-01	3.397e-01	3.534e-01	2.024e-01	1.948e-01	2.159e-01	9.586e-02	8.931e-02	1.041e-01
