n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.brain.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.brain.epistasis.sd.max
1.380e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.769e-02	8.696e-02	1.186e-01	1.130e-01	1.492e-01	1.464e-01	1.223e-01	1.584e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.729e-02	3.272e-02	4.068e-02	5.876e-02	5.331e-02	6.937e-02	6.295e-02	5.343e-02	7.182e-02	5.747e-02	5.071e-02	6.457e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.710e-02	1.390e-01	1.181e-01	1.600e-01	1.444e-01	1.205e-01	1.580e-01	1.459e-01	1.213e-01	1.599e-01	5.882e-03	3.431e-03	6.757e-03	4.050e-02	3.794e-02	4.265e-02	6.132e-02	5.748e-02	6.565e-02	5.994e-02	5.717e-02	6.329e-02	4.824e-02	4.532e-02	5.004e-02
1.390e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.769e-02	8.696e-02	1.186e-01	1.130e-01	1.492e-01	1.464e-01	1.223e-01	1.584e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.730e-02	3.261e-02	4.068e-02	5.996e-02	5.331e-02	6.893e-02	6.295e-02	5.395e-02	7.258e-02	5.788e-02	5.093e-02	6.609e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.730e-02	1.390e-01	1.181e-01	1.600e-01	1.485e-01	1.205e-01	1.580e-01	1.459e-01	1.217e-01	1.599e-01	5.882e-03	3.431e-03	6.757e-03	4.032e-02	3.753e-02	4.339e-02	6.170e-02	5.748e-02	6.565e-02	5.994e-02	5.717e-02	6.311e-02	4.824e-02	4.532e-02	5.004e-02
1.400e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.769e-02	8.696e-02	1.184e-01	1.130e-01	1.492e-01	1.464e-01	1.223e-01	1.584e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.761e-02	3.261e-02	4.068e-02	5.996e-02	5.331e-02	6.890e-02	6.375e-02	5.431e-02	7.161e-02	5.880e-02	5.140e-02	6.633e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.730e-02	1.459e-01	1.164e-01	1.600e-01	1.485e-01	1.205e-01	1.580e-01	1.459e-01	1.217e-01	1.599e-01	5.882e-03	3.431e-03	6.757e-03	4.032e-02	3.778e-02	4.341e-02	6.170e-02	5.759e-02	6.565e-02	5.994e-02	5.717e-02	6.311e-02	4.815e-02	4.560e-02	5.012e-02
1.410e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	8.730e-02	1.186e-01	1.130e-01	1.492e-01	1.464e-01	1.223e-01	1.602e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.726e-02	3.261e-02	4.068e-02	5.996e-02	5.331e-02	6.963e-02	6.375e-02	5.410e-02	7.161e-02	5.862e-02	5.140e-02	6.531e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.730e-02	1.459e-01	1.164e-01	1.600e-01	1.485e-01	1.217e-01	1.580e-01	1.459e-01	1.217e-01	1.599e-01	5.882e-03	3.431e-03	6.757e-03	4.034e-02	3.799e-02	4.341e-02	6.170e-02	5.759e-02	6.531e-02	5.994e-02	5.676e-02	6.311e-02	4.764e-02	4.560e-02	5.018e-02
1.420e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.186e-01	1.130e-01	1.492e-01	1.464e-01	1.233e-01	1.602e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.727e-02	3.261e-02	4.062e-02	6.097e-02	5.331e-02	6.925e-02	6.460e-02	5.431e-02	7.161e-02	5.862e-02	5.158e-02	6.540e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.822e-02	1.459e-01	1.164e-01	1.600e-01	1.485e-01	1.217e-01	1.580e-01	1.459e-01	1.217e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.034e-02	3.799e-02	4.390e-02	6.170e-02	5.759e-02	6.576e-02	6.042e-02	5.655e-02	6.311e-02	4.764e-02	4.552e-02	5.018e-02
1.430e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.186e-01	1.130e-01	1.492e-01	1.464e-01	1.233e-01	1.602e-01	1.300e-01	1.211e-01	1.610e-01	4.828e-03	3.431e-03	8.189e-03	3.727e-02	3.224e-02	4.062e-02	6.154e-02	5.331e-02	6.928e-02	6.427e-02	5.466e-02	7.161e-02	5.849e-02	5.158e-02	6.660e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.497e-02	8.822e-02	1.459e-01	1.164e-01	1.606e-01	1.485e-01	1.217e-01	1.580e-01	1.459e-01	1.224e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.057e-02	3.778e-02	4.359e-02	6.170e-02	5.759e-02	6.573e-02	6.042e-02	5.655e-02	6.439e-02	4.789e-02	4.531e-02	5.017e-02
1.440e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.186e-01	1.130e-01	1.523e-01	1.513e-01	1.233e-01	1.602e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.727e-02	3.260e-02	4.068e-02	6.154e-02	5.331e-02	6.936e-02	6.453e-02	5.464e-02	7.204e-02	5.792e-02	5.252e-02	6.680e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.459e-01	1.164e-01	1.606e-01	1.485e-01	1.217e-01	1.580e-01	1.459e-01	1.217e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.057e-02	3.842e-02	4.353e-02	6.170e-02	5.805e-02	6.563e-02	6.042e-02	5.655e-02	6.439e-02	4.810e-02	4.531e-02	5.017e-02
1.450e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.216e-01	1.121e-01	1.523e-01	1.513e-01	1.233e-01	1.602e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.730e-02	3.292e-02	4.109e-02	6.154e-02	5.254e-02	6.897e-02	6.427e-02	5.359e-02	7.270e-02	5.792e-02	5.215e-02	6.680e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.459e-01	1.164e-01	1.606e-01	1.485e-01	1.217e-01	1.580e-01	1.459e-01	1.217e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.847e-02	4.317e-02	6.170e-02	5.805e-02	6.565e-02	6.046e-02	5.649e-02	6.371e-02	4.812e-02	4.499e-02	5.006e-02
1.460e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.216e-01	1.121e-01	1.549e-01	1.513e-01	1.233e-01	1.602e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.698e-02	3.302e-02	4.109e-02	6.154e-02	5.280e-02	6.970e-02	6.423e-02	5.366e-02	7.261e-02	5.812e-02	5.215e-02	6.680e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.459e-01	1.164e-01	1.639e-01	1.485e-01	1.217e-01	1.596e-01	1.523e-01	1.217e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.810e-02	4.359e-02	6.149e-02	5.805e-02	6.563e-02	5.982e-02	5.649e-02	6.395e-02	4.725e-02	4.499e-02	5.006e-02
1.470e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.192e-01	1.130e-01	1.548e-01	1.513e-01	1.233e-01	1.594e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.681e-02	3.309e-02	4.123e-02	6.214e-02	5.299e-02	6.966e-02	6.423e-02	5.395e-02	7.297e-02	5.812e-02	5.137e-02	6.648e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.459e-01	1.164e-01	1.639e-01	1.485e-01	1.217e-01	1.596e-01	1.523e-01	1.226e-01	1.621e-01	5.882e-03	3.431e-03	7.515e-03	4.065e-02	3.810e-02	4.359e-02	6.033e-02	5.805e-02	6.531e-02	6.046e-02	5.634e-02	6.368e-02	4.695e-02	4.501e-02	5.006e-02
1.480e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.192e-01	1.130e-01	1.548e-01	1.513e-01	1.233e-01	1.594e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.681e-02	3.289e-02	4.123e-02	6.254e-02	5.299e-02	6.966e-02	6.568e-02	5.395e-02	7.274e-02	5.786e-02	5.149e-02	6.648e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.459e-01	1.164e-01	1.639e-01	1.499e-01	1.217e-01	1.586e-01	1.523e-01	1.226e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.810e-02	4.353e-02	6.050e-02	5.793e-02	6.594e-02	6.046e-02	5.780e-02	6.420e-02	4.695e-02	4.501e-02	5.006e-02
1.490e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.192e-01	1.130e-01	1.548e-01	1.513e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.649e-02	3.249e-02	4.123e-02	6.250e-02	5.299e-02	7.079e-02	6.657e-02	5.395e-02	7.274e-02	5.712e-02	5.149e-02	6.839e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.449e-01	1.164e-01	1.639e-01	1.499e-01	1.217e-01	1.586e-01	1.523e-01	1.226e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.810e-02	4.337e-02	6.101e-02	5.764e-02	6.594e-02	6.050e-02	5.791e-02	6.368e-02	4.695e-02	4.511e-02	5.006e-02
1.500e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.192e-01	1.130e-01	1.548e-01	1.533e-01	1.233e-01	1.594e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.649e-02	3.288e-02	4.123e-02	6.220e-02	5.303e-02	7.039e-02	6.627e-02	5.395e-02	7.136e-02	5.778e-02	5.181e-02	6.880e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.449e-01	1.164e-01	1.619e-01	1.499e-01	1.217e-01	1.586e-01	1.523e-01	1.226e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.793e-02	4.353e-02	6.098e-02	5.764e-02	6.594e-02	6.050e-02	5.791e-02	6.295e-02	4.744e-02	4.504e-02	5.006e-02
1.510e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.216e-01	1.130e-01	1.524e-01	1.533e-01	1.233e-01	1.594e-01	1.300e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.632e-02	3.257e-02	4.109e-02	6.108e-02	5.303e-02	7.061e-02	6.584e-02	5.395e-02	7.210e-02	5.881e-02	5.181e-02	6.880e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.449e-01	1.164e-01	1.619e-01	1.499e-01	1.217e-01	1.586e-01	1.544e-01	1.226e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.058e-02	3.800e-02	4.369e-02	6.067e-02	5.764e-02	6.594e-02	6.118e-02	5.791e-02	6.252e-02	4.700e-02	4.504e-02	4.984e-02
1.520e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.216e-01	1.130e-01	1.524e-01	1.523e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.632e-02	3.234e-02	4.127e-02	6.120e-02	5.209e-02	7.061e-02	6.482e-02	5.395e-02	7.140e-02	5.820e-02	5.181e-02	6.880e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.490e-01	1.217e-01	1.586e-01	1.544e-01	1.229e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.058e-02	3.800e-02	4.369e-02	6.067e-02	5.736e-02	6.568e-02	6.118e-02	5.791e-02	6.317e-02	4.715e-02	4.464e-02	4.981e-02
1.530e+04	0.000e+00	0.000e+00	0.000e+00	8.224e-02	7.896e-02	9.075e-02	1.216e-01	1.130e-01	1.524e-01	1.481e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.610e-01	4.828e-03	3.431e-03	7.515e-03	3.609e-02	3.212e-02	4.127e-02	6.096e-02	5.209e-02	7.061e-02	6.507e-02	5.458e-02	7.140e-02	5.820e-02	5.218e-02	6.748e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.499e-01	1.217e-01	1.586e-01	1.544e-01	1.226e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.063e-02	3.784e-02	4.353e-02	6.067e-02	5.736e-02	6.584e-02	6.122e-02	5.618e-02	6.317e-02	4.715e-02	4.510e-02	4.981e-02
1.540e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.075e-02	1.216e-01	1.130e-01	1.524e-01	1.481e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.610e-01	3.431e-03	3.431e-03	7.515e-03	3.609e-02	3.209e-02	4.127e-02	6.059e-02	5.209e-02	7.061e-02	6.456e-02	5.458e-02	7.081e-02	5.848e-02	5.268e-02	6.871e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.499e-01	1.217e-01	1.586e-01	1.544e-01	1.226e-01	1.634e-01	5.882e-03	3.431e-03	6.757e-03	4.065e-02	3.789e-02	4.353e-02	6.067e-02	5.736e-02	6.594e-02	6.079e-02	5.656e-02	6.305e-02	4.715e-02	4.482e-02	4.981e-02
1.550e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.578e-02	1.216e-01	1.130e-01	1.547e-01	1.481e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.638e-02	3.209e-02	4.139e-02	6.049e-02	5.150e-02	6.967e-02	6.513e-02	5.458e-02	7.081e-02	5.837e-02	5.268e-02	6.880e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.499e-01	1.217e-01	1.596e-01	1.544e-01	1.229e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.083e-02	3.777e-02	4.286e-02	6.062e-02	5.664e-02	6.559e-02	6.136e-02	5.656e-02	6.305e-02	4.737e-02	4.497e-02	4.956e-02
1.560e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.578e-02	1.216e-01	1.130e-01	1.547e-01	1.481e-01	1.233e-01	1.594e-01	1.295e-01	1.235e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.626e-02	3.207e-02	4.139e-02	6.146e-02	5.227e-02	6.948e-02	6.456e-02	5.452e-02	7.068e-02	5.837e-02	5.173e-02	6.827e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.392e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.499e-01	1.205e-01	1.596e-01	1.544e-01	1.229e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.083e-02	3.774e-02	4.288e-02	6.093e-02	5.685e-02	6.607e-02	6.149e-02	5.618e-02	6.328e-02	4.799e-02	4.504e-02	4.956e-02
1.570e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.578e-02	1.216e-01	1.121e-01	1.547e-01	1.481e-01	1.233e-01	1.594e-01	1.295e-01	1.211e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.698e-02	3.209e-02	4.181e-02	6.132e-02	5.227e-02	6.948e-02	6.423e-02	5.392e-02	7.039e-02	5.910e-02	5.173e-02	6.827e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.520e-01	1.205e-01	1.596e-01	1.544e-01	1.226e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.115e-02	3.779e-02	4.292e-02	6.093e-02	5.664e-02	6.607e-02	6.151e-02	5.618e-02	6.328e-02	4.799e-02	4.509e-02	4.970e-02
1.580e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.578e-02	1.216e-01	1.121e-01	1.547e-01	1.481e-01	1.221e-01	1.599e-01	1.295e-01	1.211e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.639e-02	3.207e-02	4.181e-02	6.223e-02	5.227e-02	6.881e-02	6.423e-02	5.437e-02	7.055e-02	5.910e-02	5.119e-02	6.808e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.511e-01	1.205e-01	1.596e-01	1.544e-01	1.229e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.115e-02	3.779e-02	4.293e-02	6.104e-02	5.763e-02	6.594e-02	6.151e-02	5.739e-02	6.399e-02	4.799e-02	4.479e-02	4.970e-02
1.590e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	9.578e-02	1.222e-01	1.128e-01	1.547e-01	1.481e-01	1.234e-01	1.599e-01	1.295e-01	1.211e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.735e-02	3.157e-02	4.194e-02	6.223e-02	5.135e-02	6.851e-02	6.432e-02	5.437e-02	7.044e-02	5.902e-02	5.161e-02	6.808e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.511e-01	1.219e-01	1.596e-01	1.544e-01	1.229e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.106e-02	3.785e-02	4.316e-02	6.104e-02	5.764e-02	6.594e-02	6.136e-02	5.713e-02	6.399e-02	4.792e-02	4.482e-02	4.970e-02
1.600e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.896e-02	1.016e-01	1.222e-01	1.121e-01	1.547e-01	1.481e-01	1.234e-01	1.604e-01	1.295e-01	1.211e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.735e-02	3.157e-02	4.195e-02	6.223e-02	5.219e-02	6.851e-02	6.432e-02	5.439e-02	7.037e-02	5.994e-02	5.154e-02	6.808e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.855e-02	1.482e-01	1.201e-01	1.619e-01	1.513e-01	1.219e-01	1.606e-01	1.544e-01	1.229e-01	1.621e-01	5.882e-03	3.431e-03	6.757e-03	4.100e-02	3.785e-02	4.293e-02	6.104e-02	5.764e-02	6.594e-02	6.132e-02	5.689e-02	6.399e-02	4.792e-02	4.461e-02	4.985e-02
1.610e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.980e-02	1.016e-01	1.222e-01	1.121e-01	1.547e-01	1.509e-01	1.234e-01	1.604e-01	1.300e-01	1.211e-01	1.611e-01	3.431e-03	3.431e-03	7.515e-03	3.709e-02	3.157e-02	4.195e-02	6.303e-02	5.219e-02	6.851e-02	6.474e-02	5.505e-02	7.039e-02	5.994e-02	5.236e-02	6.837e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.513e-01	1.219e-01	1.606e-01	1.544e-01	1.229e-01	1.664e-01	5.882e-03	3.431e-03	6.757e-03	4.100e-02	3.785e-02	4.293e-02	6.080e-02	5.643e-02	6.638e-02	6.126e-02	5.675e-02	6.433e-02	4.755e-02	4.461e-02	5.006e-02
1.620e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.980e-02	1.016e-01	1.222e-01	1.121e-01	1.547e-01	1.509e-01	1.234e-01	1.604e-01	1.300e-01	1.211e-01	1.611e-01	4.828e-03	3.431e-03	7.515e-03	3.709e-02	3.171e-02	4.195e-02	6.303e-02	5.222e-02	6.851e-02	6.485e-02	5.485e-02	7.039e-02	5.994e-02	5.227e-02	6.825e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.513e-01	1.219e-01	1.596e-01	1.544e-01	1.229e-01	1.664e-01	5.882e-03	3.431e-03	6.757e-03	4.062e-02	3.749e-02	4.293e-02	6.080e-02	5.643e-02	6.600e-02	6.126e-02	5.675e-02	6.433e-02	4.792e-02	4.483e-02	5.006e-02
1.630e+04	0.000e+00	0.000e+00	0.000e+00	8.249e-02	7.980e-02	1.016e-01	1.222e-01	1.121e-01	1.547e-01	1.509e-01	1.234e-01	1.604e-01	1.300e-01	1.211e-01	1.611e-01	4.828e-03	3.431e-03	7.515e-03	3.651e-02	3.201e-02	4.195e-02	6.269e-02	5.192e-02	6.762e-02	6.485e-02	5.397e-02	7.104e-02	5.987e-02	5.227e-02	6.829e-02	0.000e+00	0.000e+00	1.493e-02	8.090e-02	7.563e-02	8.822e-02	1.482e-01	1.201e-01	1.619e-01	1.513e-01	1.219e-01	1.596e-01	1.544e-01	1.229e-01	1.664e-01	5.882e-03	3.431e-03	6.757e-03	4.003e-02	3.749e-02	4.401e-02	6.058e-02	5.643e-02	6.580e-02	6.128e-02	5.675e-02	6.515e-02	4.792e-02	4.461e-02	4.975e-02
