n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max
2.700e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.735e-01	2.134e-01	1.920e-01	2.400e-01	4.395e-01	3.997e-01	4.509e-01	4.338e-01	3.997e-01	4.666e-01	3.343e-01	3.044e-01	3.641e-01	2.404e-01	1.991e-01	2.788e-01	1.394e-01	1.010e-01	1.693e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.995e-01	2.298e-01	2.045e-01	2.418e-01	2.032e-01	1.778e-01	2.198e-01	4.466e-01	4.324e-01	4.623e-01	4.367e-01	4.267e-01	4.466e-01	3.243e-01	3.044e-01	3.357e-01	2.148e-01	1.977e-01	2.233e-01	1.010e-01	9.103e-02	1.166e-01
2.710e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.735e-01	2.134e-01	1.920e-01	2.400e-01	4.395e-01	3.997e-01	4.523e-01	4.338e-01	4.011e-01	4.666e-01	3.328e-01	3.058e-01	3.599e-01	2.404e-01	1.991e-01	2.816e-01	1.394e-01	1.010e-01	1.693e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.995e-01	2.298e-01	2.045e-01	2.426e-01	2.032e-01	1.778e-01	2.181e-01	4.466e-01	4.324e-01	4.623e-01	4.367e-01	4.267e-01	4.466e-01	3.257e-01	3.044e-01	3.357e-01	2.148e-01	1.977e-01	2.233e-01	1.024e-01	9.103e-02	1.166e-01
2.720e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.735e-01	2.134e-01	1.920e-01	2.400e-01	4.395e-01	3.997e-01	4.523e-01	4.353e-01	3.997e-01	4.666e-01	3.328e-01	3.058e-01	3.613e-01	2.418e-01	1.991e-01	2.816e-01	1.394e-01	9.957e-02	1.678e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.995e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.324e-01	4.609e-01	4.367e-01	4.267e-01	4.452e-01	3.243e-01	3.044e-01	3.371e-01	2.148e-01	1.977e-01	2.233e-01	1.024e-01	9.103e-02	1.166e-01
2.730e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.735e-01	2.134e-01	1.920e-01	2.400e-01	4.395e-01	3.997e-01	4.538e-01	4.353e-01	3.997e-01	4.666e-01	3.328e-01	3.058e-01	3.613e-01	2.418e-01	1.991e-01	2.816e-01	1.394e-01	9.957e-02	1.693e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.995e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.310e-01	4.609e-01	4.395e-01	4.267e-01	4.452e-01	3.243e-01	3.030e-01	3.385e-01	2.162e-01	1.963e-01	2.233e-01	1.010e-01	9.103e-02	1.166e-01
2.740e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.743e-01	2.134e-01	1.920e-01	2.400e-01	4.381e-01	3.983e-01	4.523e-01	4.324e-01	3.997e-01	4.666e-01	3.328e-01	3.072e-01	3.656e-01	2.418e-01	1.991e-01	2.816e-01	1.394e-01	9.957e-02	1.693e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.963e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.310e-01	4.609e-01	4.381e-01	4.267e-01	4.452e-01	3.229e-01	3.030e-01	3.371e-01	2.148e-01	1.963e-01	2.233e-01	1.010e-01	9.103e-02	1.166e-01
2.750e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.743e-01	2.134e-01	1.920e-01	2.400e-01	4.367e-01	3.983e-01	4.538e-01	4.324e-01	3.997e-01	4.666e-01	3.343e-01	3.072e-01	3.670e-01	2.432e-01	1.991e-01	2.802e-01	1.394e-01	9.957e-02	1.707e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.766e-01	2.540e-01	2.963e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.310e-01	4.609e-01	4.381e-01	4.267e-01	4.452e-01	3.229e-01	3.030e-01	3.371e-01	2.162e-01	1.963e-01	2.233e-01	1.010e-01	9.103e-02	1.166e-01
2.760e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.743e-01	2.134e-01	1.920e-01	2.400e-01	4.367e-01	3.983e-01	4.523e-01	4.324e-01	3.997e-01	4.666e-01	3.343e-01	3.072e-01	3.641e-01	2.447e-01	1.991e-01	2.802e-01	1.394e-01	9.957e-02	1.707e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.766e-01	2.540e-01	2.963e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.310e-01	4.609e-01	4.367e-01	4.267e-01	4.466e-01	3.229e-01	3.030e-01	3.385e-01	2.148e-01	1.977e-01	2.233e-01	1.010e-01	9.246e-02	1.181e-01
2.770e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.400e-01	4.367e-01	3.983e-01	4.523e-01	4.324e-01	3.983e-01	4.666e-01	3.343e-01	3.087e-01	3.641e-01	2.447e-01	1.991e-01	2.802e-01	1.394e-01	1.024e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.540e-01	2.963e-01	2.298e-01	2.045e-01	2.426e-01	2.045e-01	1.778e-01	2.181e-01	4.495e-01	4.310e-01	4.609e-01	4.367e-01	4.281e-01	4.466e-01	3.243e-01	3.030e-01	3.385e-01	2.148e-01	2.006e-01	2.233e-01	1.010e-01	9.103e-02	1.166e-01
2.780e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.400e-01	4.367e-01	3.983e-01	4.538e-01	4.324e-01	3.983e-01	4.666e-01	3.343e-01	3.087e-01	3.641e-01	2.432e-01	1.991e-01	2.802e-01	1.394e-01	1.024e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.560e-01	2.963e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.367e-01	4.281e-01	4.466e-01	3.243e-01	3.030e-01	3.385e-01	2.148e-01	2.006e-01	2.233e-01	1.010e-01	9.246e-02	1.166e-01
2.790e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.438e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.400e-01	4.353e-01	3.969e-01	4.538e-01	4.324e-01	3.969e-01	4.666e-01	3.343e-01	3.087e-01	3.641e-01	2.432e-01	1.977e-01	2.802e-01	1.394e-01	1.024e-01	1.707e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.063e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.367e-01	4.281e-01	4.452e-01	3.243e-01	3.030e-01	3.385e-01	2.148e-01	2.006e-01	2.219e-01	1.010e-01	9.246e-02	1.166e-01
2.800e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.400e-01	4.353e-01	3.969e-01	4.538e-01	4.324e-01	3.969e-01	4.666e-01	3.357e-01	3.101e-01	3.641e-01	2.447e-01	1.977e-01	2.802e-01	1.380e-01	1.038e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.353e-01	4.281e-01	4.452e-01	3.243e-01	3.030e-01	3.371e-01	2.148e-01	1.991e-01	2.219e-01	1.010e-01	9.246e-02	1.152e-01
2.810e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.845e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.450e-01	4.353e-01	3.969e-01	4.538e-01	4.324e-01	3.983e-01	4.694e-01	3.357e-01	3.101e-01	3.641e-01	2.432e-01	1.977e-01	2.774e-01	1.380e-01	1.024e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	1.976e-01	2.450e-01	2.045e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.353e-01	4.281e-01	4.452e-01	3.243e-01	3.030e-01	3.371e-01	2.148e-01	1.977e-01	2.219e-01	1.010e-01	9.246e-02	1.152e-01
2.820e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.353e-01	3.969e-01	4.538e-01	4.338e-01	3.969e-01	4.694e-01	3.357e-01	3.101e-01	3.641e-01	2.432e-01	1.963e-01	2.774e-01	1.380e-01	1.024e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	1.976e-01	2.450e-01	2.045e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.367e-01	4.281e-01	4.452e-01	3.229e-01	3.030e-01	3.371e-01	2.148e-01	1.991e-01	2.219e-01	1.010e-01	9.246e-02	1.166e-01
2.830e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.338e-01	3.969e-01	4.552e-01	4.338e-01	3.997e-01	4.694e-01	3.343e-01	3.101e-01	3.641e-01	2.432e-01	1.963e-01	2.774e-01	1.380e-01	1.038e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.032e-01	2.450e-01	2.045e-01	1.778e-01	2.181e-01	4.509e-01	4.310e-01	4.609e-01	4.367e-01	4.267e-01	4.452e-01	3.229e-01	3.030e-01	3.371e-01	2.148e-01	1.977e-01	2.219e-01	1.024e-01	9.246e-02	1.181e-01
2.840e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.338e-01	3.969e-01	4.552e-01	4.338e-01	3.997e-01	4.680e-01	3.343e-01	3.101e-01	3.641e-01	2.432e-01	1.949e-01	2.759e-01	1.380e-01	1.067e-01	1.721e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.032e-01	2.450e-01	2.045e-01	1.778e-01	2.198e-01	4.509e-01	4.310e-01	4.609e-01	4.367e-01	4.267e-01	4.452e-01	3.229e-01	3.030e-01	3.371e-01	2.148e-01	1.977e-01	2.219e-01	1.024e-01	9.103e-02	1.195e-01
2.850e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.552e-01	4.338e-01	3.997e-01	4.666e-01	3.328e-01	3.101e-01	3.627e-01	2.418e-01	1.949e-01	2.759e-01	1.380e-01	1.081e-01	1.678e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.032e-01	2.450e-01	2.045e-01	1.778e-01	2.198e-01	4.509e-01	4.310e-01	4.623e-01	4.353e-01	4.267e-01	4.452e-01	3.229e-01	3.016e-01	3.371e-01	2.148e-01	1.977e-01	2.247e-01	1.024e-01	9.103e-02	1.195e-01
2.860e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.552e-01	4.338e-01	3.997e-01	4.666e-01	3.328e-01	3.101e-01	3.641e-01	2.404e-01	1.949e-01	2.788e-01	1.351e-01	1.081e-01	1.650e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.509e-01	4.324e-01	4.623e-01	4.353e-01	4.267e-01	4.424e-01	3.229e-01	3.016e-01	3.371e-01	2.134e-01	1.991e-01	2.219e-01	1.024e-01	9.246e-02	1.195e-01
2.870e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.338e-01	3.983e-01	4.666e-01	3.328e-01	3.101e-01	3.641e-01	2.404e-01	1.949e-01	2.788e-01	1.337e-01	1.081e-01	1.678e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.495e-01	4.324e-01	4.623e-01	4.353e-01	4.267e-01	4.424e-01	3.215e-01	3.016e-01	3.414e-01	2.134e-01	1.977e-01	2.233e-01	1.024e-01	9.246e-02	1.195e-01
2.880e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.338e-01	3.983e-01	4.666e-01	3.328e-01	3.101e-01	3.641e-01	2.404e-01	1.920e-01	2.788e-01	1.337e-01	1.081e-01	1.678e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.495e-01	4.324e-01	4.623e-01	4.353e-01	4.267e-01	4.424e-01	3.229e-01	3.016e-01	3.414e-01	2.148e-01	1.977e-01	2.233e-01	1.024e-01	9.246e-02	1.195e-01
2.890e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.338e-01	3.983e-01	4.694e-01	3.300e-01	3.101e-01	3.641e-01	2.404e-01	1.920e-01	2.788e-01	1.337e-01	1.081e-01	1.678e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.780e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.495e-01	4.310e-01	4.623e-01	4.353e-01	4.267e-01	4.424e-01	3.229e-01	3.016e-01	3.414e-01	2.134e-01	1.963e-01	2.233e-01	1.024e-01	9.246e-02	1.195e-01
2.900e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.756e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.338e-01	3.983e-01	4.694e-01	3.300e-01	3.101e-01	3.641e-01	2.404e-01	1.906e-01	2.774e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.726e-01	3.233e-01	2.780e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.466e-01	4.310e-01	4.623e-01	4.367e-01	4.253e-01	4.424e-01	3.229e-01	3.016e-01	3.414e-01	2.134e-01	1.963e-01	2.233e-01	1.010e-01	9.388e-02	1.195e-01
2.910e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.766e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.338e-01	3.983e-01	4.694e-01	3.300e-01	3.101e-01	3.641e-01	2.404e-01	1.906e-01	2.759e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.233e-01	2.780e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.481e-01	4.310e-01	4.623e-01	4.367e-01	4.253e-01	4.424e-01	3.229e-01	3.030e-01	3.428e-01	2.119e-01	1.963e-01	2.219e-01	1.010e-01	9.388e-02	1.195e-01
2.920e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.766e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.969e-01	4.538e-01	4.324e-01	3.983e-01	4.694e-01	3.300e-01	3.072e-01	3.641e-01	2.404e-01	1.906e-01	2.774e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.233e-01	2.783e-01	2.536e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.481e-01	4.324e-01	4.623e-01	4.367e-01	4.253e-01	4.438e-01	3.229e-01	3.030e-01	3.400e-01	2.148e-01	1.963e-01	2.219e-01	1.024e-01	9.246e-02	1.195e-01
2.930e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.681e-01	3.144e-01	2.489e-01	2.134e-01	2.766e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.940e-01	4.552e-01	4.324e-01	3.954e-01	4.694e-01	3.286e-01	3.072e-01	3.613e-01	2.404e-01	1.906e-01	2.774e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.233e-01	2.783e-01	2.529e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.481e-01	4.324e-01	4.623e-01	4.367e-01	4.253e-01	4.438e-01	3.229e-01	3.030e-01	3.400e-01	2.148e-01	1.977e-01	2.219e-01	1.024e-01	9.246e-02	1.195e-01
2.940e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.766e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.912e-01	4.538e-01	4.324e-01	3.926e-01	4.680e-01	3.286e-01	3.072e-01	3.613e-01	2.404e-01	1.906e-01	2.788e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.233e-01	2.783e-01	2.529e-01	2.995e-01	2.298e-01	2.045e-01	2.450e-01	2.045e-01	1.778e-01	2.223e-01	4.481e-01	4.310e-01	4.623e-01	4.367e-01	4.253e-01	4.438e-01	3.229e-01	3.044e-01	3.400e-01	2.162e-01	1.977e-01	2.233e-01	1.024e-01	9.246e-02	1.195e-01
2.950e+04	3.556e-01	3.556e-01	3.556e-01	3.200e-01	2.963e-01	3.378e-01	2.920e-01	2.703e-01	3.144e-01	2.489e-01	2.134e-01	2.766e-01	2.134e-01	1.920e-01	2.466e-01	4.324e-01	3.912e-01	4.538e-01	4.324e-01	3.926e-01	4.680e-01	3.272e-01	3.072e-01	3.613e-01	2.404e-01	1.920e-01	2.788e-01	1.337e-01	1.081e-01	1.735e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.233e-01	2.783e-01	2.529e-01	2.995e-01	2.298e-01	2.045e-01	2.471e-01	2.045e-01	1.778e-01	2.223e-01	4.466e-01	4.310e-01	4.623e-01	4.324e-01	4.253e-01	4.438e-01	3.229e-01	3.044e-01	3.400e-01	2.134e-01	1.977e-01	2.247e-01	1.038e-01	9.246e-02	1.195e-01
