n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max
8.600e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.134e-01	2.489e-01	2.008e-01	1.707e-01	2.223e-01	4.267e-01	4.196e-01	4.381e-01	4.310e-01	4.125e-01	4.509e-01	3.286e-01	3.101e-01	3.513e-01	2.077e-01	1.721e-01	2.418e-01	1.124e-01	9.672e-02	1.294e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.578e-01	2.292e-01	2.954e-01	2.021e-01	1.897e-01	2.188e-01	1.707e-01	1.422e-01	2.092e-01	4.424e-01	4.338e-01	4.481e-01	4.409e-01	4.281e-01	4.481e-01	3.286e-01	3.172e-01	3.357e-01	2.091e-01	2.020e-01	2.304e-01	9.530e-02	8.534e-02	1.010e-01
8.700e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.134e-01	2.489e-01	1.956e-01	1.707e-01	2.223e-01	4.281e-01	4.196e-01	4.395e-01	4.338e-01	4.125e-01	4.509e-01	3.314e-01	3.101e-01	3.513e-01	2.077e-01	1.721e-01	2.375e-01	1.124e-01	9.103e-02	1.309e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.667e-01	2.292e-01	2.934e-01	2.032e-01	1.897e-01	2.298e-01	1.673e-01	1.422e-01	2.092e-01	4.452e-01	4.353e-01	4.495e-01	4.424e-01	4.296e-01	4.495e-01	3.272e-01	3.172e-01	3.357e-01	2.091e-01	2.034e-01	2.319e-01	9.388e-02	8.534e-02	1.010e-01
8.800e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.134e-01	2.489e-01	1.956e-01	1.707e-01	2.223e-01	4.281e-01	4.210e-01	4.424e-01	4.338e-01	4.111e-01	4.509e-01	3.328e-01	3.101e-01	3.528e-01	2.077e-01	1.750e-01	2.404e-01	1.124e-01	9.246e-02	1.309e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.667e-01	2.292e-01	2.934e-01	2.032e-01	1.897e-01	2.321e-01	1.673e-01	1.517e-01	2.092e-01	4.424e-01	4.381e-01	4.495e-01	4.409e-01	4.281e-01	4.481e-01	3.286e-01	3.200e-01	3.357e-01	2.091e-01	2.020e-01	2.333e-01	9.388e-02	8.677e-02	1.010e-01
8.900e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.134e-01	2.489e-01	1.956e-01	1.707e-01	2.213e-01	4.281e-01	4.210e-01	4.424e-01	4.324e-01	4.125e-01	4.552e-01	3.300e-01	3.087e-01	3.499e-01	2.063e-01	1.735e-01	2.390e-01	1.124e-01	9.246e-02	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.667e-01	2.292e-01	2.934e-01	2.032e-01	1.897e-01	2.321e-01	1.673e-01	1.517e-01	2.134e-01	4.424e-01	4.395e-01	4.509e-01	4.409e-01	4.267e-01	4.495e-01	3.300e-01	3.186e-01	3.357e-01	2.105e-01	2.020e-01	2.347e-01	9.530e-02	8.677e-02	1.010e-01
9.000e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.181e-01	4.281e-01	4.196e-01	4.424e-01	4.353e-01	4.125e-01	4.538e-01	3.272e-01	3.101e-01	3.528e-01	2.063e-01	1.735e-01	2.333e-01	1.166e-01	9.246e-02	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.667e-01	2.292e-01	2.934e-01	2.032e-01	1.897e-01	2.321e-01	1.707e-01	1.517e-01	2.134e-01	4.424e-01	4.381e-01	4.509e-01	4.424e-01	4.253e-01	4.495e-01	3.300e-01	3.215e-01	3.357e-01	2.105e-01	2.006e-01	2.361e-01	9.672e-02	8.819e-02	1.024e-01
9.100e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.578e-01	2.954e-01	2.371e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.134e-01	4.281e-01	4.196e-01	4.438e-01	4.353e-01	4.097e-01	4.538e-01	3.300e-01	3.101e-01	3.513e-01	2.048e-01	1.735e-01	2.347e-01	1.166e-01	9.388e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.608e-01	2.292e-01	2.934e-01	2.045e-01	1.897e-01	2.321e-01	1.739e-01	1.517e-01	2.134e-01	4.424e-01	4.367e-01	4.495e-01	4.424e-01	4.296e-01	4.452e-01	3.286e-01	3.215e-01	3.371e-01	2.077e-01	1.991e-01	2.361e-01	9.530e-02	8.677e-02	1.024e-01
9.200e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.735e-01	2.594e-01	2.954e-01	2.371e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.134e-01	4.310e-01	4.196e-01	4.424e-01	4.338e-01	4.111e-01	4.552e-01	3.286e-01	3.101e-01	3.570e-01	2.048e-01	1.764e-01	2.375e-01	1.152e-01	9.246e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.608e-01	2.292e-01	2.934e-01	2.045e-01	1.897e-01	2.321e-01	1.739e-01	1.517e-01	2.134e-01	4.438e-01	4.367e-01	4.495e-01	4.409e-01	4.281e-01	4.452e-01	3.314e-01	3.200e-01	3.371e-01	2.091e-01	1.991e-01	2.375e-01	9.672e-02	8.677e-02	1.024e-01
9.300e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.560e-01	2.845e-01	2.371e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.181e-01	4.310e-01	4.196e-01	4.438e-01	4.338e-01	4.111e-01	4.566e-01	3.286e-01	3.101e-01	3.570e-01	2.063e-01	1.735e-01	2.333e-01	1.166e-01	9.246e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.608e-01	2.292e-01	2.934e-01	2.045e-01	1.897e-01	2.321e-01	1.739e-01	1.506e-01	2.134e-01	4.424e-01	4.367e-01	4.495e-01	4.409e-01	4.296e-01	4.452e-01	3.314e-01	3.200e-01	3.385e-01	2.063e-01	1.991e-01	2.361e-01	9.530e-02	8.677e-02	1.024e-01
9.400e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.560e-01	2.928e-01	2.396e-01	2.021e-01	2.489e-01	2.032e-01	1.707e-01	2.181e-01	4.310e-01	4.153e-01	4.452e-01	4.367e-01	4.111e-01	4.552e-01	3.286e-01	3.101e-01	3.556e-01	2.048e-01	1.735e-01	2.333e-01	1.152e-01	9.388e-02	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.272e-01	2.608e-01	2.292e-01	2.934e-01	2.086e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.424e-01	4.367e-01	4.495e-01	4.409e-01	4.310e-01	4.452e-01	3.314e-01	3.200e-01	3.385e-01	2.063e-01	1.977e-01	2.361e-01	9.530e-02	8.250e-02	1.024e-01
9.500e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.560e-01	2.928e-01	2.396e-01	2.021e-01	2.489e-01	2.032e-01	1.707e-01	2.181e-01	4.324e-01	4.182e-01	4.438e-01	4.367e-01	4.139e-01	4.566e-01	3.314e-01	3.101e-01	3.613e-01	2.048e-01	1.764e-01	2.333e-01	1.138e-01	9.388e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.233e-01	2.560e-01	2.292e-01	2.934e-01	2.086e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.438e-01	4.367e-01	4.481e-01	4.409e-01	4.310e-01	4.452e-01	3.314e-01	3.186e-01	3.385e-01	2.077e-01	1.977e-01	2.347e-01	9.388e-02	8.392e-02	1.024e-01
9.600e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.545e-01	2.928e-01	2.396e-01	2.021e-01	2.489e-01	2.032e-01	1.707e-01	2.213e-01	4.324e-01	4.168e-01	4.452e-01	4.353e-01	4.139e-01	4.566e-01	3.314e-01	3.087e-01	3.584e-01	2.063e-01	1.764e-01	2.333e-01	1.152e-01	9.246e-02	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.560e-01	2.292e-01	2.934e-01	2.086e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.438e-01	4.381e-01	4.481e-01	4.395e-01	4.310e-01	4.452e-01	3.300e-01	3.186e-01	3.385e-01	2.063e-01	1.949e-01	2.319e-01	9.530e-02	8.392e-02	1.038e-01
9.700e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.545e-01	2.928e-01	2.396e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.213e-01	4.296e-01	4.153e-01	4.452e-01	4.353e-01	4.139e-01	4.594e-01	3.314e-01	3.087e-01	3.584e-01	2.077e-01	1.764e-01	2.347e-01	1.152e-01	9.246e-02	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.631e-01	2.292e-01	2.934e-01	2.086e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.452e-01	4.381e-01	4.495e-01	4.409e-01	4.324e-01	4.452e-01	3.314e-01	3.186e-01	3.371e-01	2.063e-01	1.977e-01	2.319e-01	9.530e-02	8.534e-02	1.053e-01
9.800e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.560e-01	2.928e-01	2.396e-01	2.045e-01	2.489e-01	2.032e-01	1.707e-01	2.223e-01	4.296e-01	4.153e-01	4.452e-01	4.353e-01	4.139e-01	4.566e-01	3.286e-01	3.087e-01	3.570e-01	2.063e-01	1.764e-01	2.361e-01	1.166e-01	9.388e-02	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.200e-01	2.574e-01	2.292e-01	2.934e-01	2.134e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.438e-01	4.381e-01	4.481e-01	4.409e-01	4.324e-01	4.466e-01	3.343e-01	3.186e-01	3.371e-01	2.063e-01	1.977e-01	2.304e-01	9.246e-02	8.534e-02	1.067e-01
9.900e+03	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.560e-01	2.946e-01	2.396e-01	2.045e-01	2.510e-01	2.032e-01	1.707e-01	2.223e-01	4.296e-01	4.153e-01	4.452e-01	4.338e-01	4.153e-01	4.566e-01	3.286e-01	3.087e-01	3.570e-01	2.034e-01	1.778e-01	2.390e-01	1.166e-01	9.530e-02	1.380e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.743e-01	3.200e-01	2.574e-01	2.292e-01	2.934e-01	2.134e-01	1.897e-01	2.321e-01	1.751e-01	1.506e-01	2.134e-01	4.424e-01	4.367e-01	4.509e-01	4.381e-01	4.338e-01	4.452e-01	3.314e-01	3.186e-01	3.371e-01	2.063e-01	1.963e-01	2.319e-01	9.246e-02	8.250e-02	1.067e-01
1.000e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.560e-01	2.963e-01	2.371e-01	2.045e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.310e-01	4.153e-01	4.452e-01	4.310e-01	4.182e-01	4.552e-01	3.286e-01	3.087e-01	3.542e-01	2.063e-01	1.806e-01	2.432e-01	1.166e-01	9.530e-02	1.366e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.574e-01	2.292e-01	2.934e-01	2.134e-01	1.897e-01	2.321e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.367e-01	4.509e-01	4.367e-01	4.324e-01	4.452e-01	3.328e-01	3.172e-01	3.400e-01	2.063e-01	1.963e-01	2.319e-01	9.388e-02	8.250e-02	1.067e-01
1.010e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.726e-01	2.578e-01	2.963e-01	2.371e-01	2.045e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.310e-01	4.125e-01	4.452e-01	4.353e-01	4.168e-01	4.552e-01	3.300e-01	3.058e-01	3.556e-01	2.077e-01	1.806e-01	2.461e-01	1.195e-01	9.530e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.574e-01	2.292e-01	2.934e-01	2.134e-01	1.897e-01	2.321e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.367e-01	4.509e-01	4.381e-01	4.338e-01	4.438e-01	3.300e-01	3.186e-01	3.414e-01	2.077e-01	1.963e-01	2.276e-01	9.246e-02	8.392e-02	1.081e-01
1.020e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.491e-01	2.726e-01	2.578e-01	2.963e-01	2.396e-01	2.045e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.338e-01	4.125e-01	4.452e-01	4.353e-01	4.182e-01	4.580e-01	3.314e-01	3.058e-01	3.485e-01	2.077e-01	1.778e-01	2.432e-01	1.181e-01	9.530e-02	1.351e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.586e-01	2.292e-01	2.934e-01	2.134e-01	1.897e-01	2.321e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.367e-01	4.509e-01	4.381e-01	4.338e-01	4.438e-01	3.300e-01	3.186e-01	3.385e-01	2.063e-01	1.963e-01	2.276e-01	9.530e-02	8.392e-02	1.067e-01
1.030e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.578e-01	2.963e-01	2.371e-01	2.134e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.338e-01	4.139e-01	4.452e-01	4.310e-01	4.182e-01	4.580e-01	3.343e-01	3.072e-01	3.528e-01	2.077e-01	1.778e-01	2.404e-01	1.181e-01	9.815e-02	1.337e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.586e-01	2.292e-01	2.934e-01	2.134e-01	1.930e-01	2.276e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.353e-01	4.495e-01	4.367e-01	4.324e-01	4.452e-01	3.314e-01	3.172e-01	3.385e-01	2.077e-01	1.963e-01	2.262e-01	9.530e-02	8.250e-02	1.067e-01
1.040e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.578e-01	2.963e-01	2.371e-01	2.134e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.324e-01	4.153e-01	4.452e-01	4.338e-01	4.168e-01	4.580e-01	3.343e-01	3.072e-01	3.499e-01	2.077e-01	1.792e-01	2.418e-01	1.166e-01	9.815e-02	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.586e-01	2.292e-01	2.934e-01	2.134e-01	1.930e-01	2.276e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.353e-01	4.495e-01	4.367e-01	4.324e-01	4.452e-01	3.314e-01	3.172e-01	3.385e-01	2.077e-01	1.963e-01	2.276e-01	9.388e-02	8.392e-02	1.053e-01
1.050e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.743e-01	2.578e-01	2.963e-01	2.371e-01	2.134e-01	2.578e-01	2.032e-01	1.707e-01	2.223e-01	4.338e-01	4.153e-01	4.452e-01	4.324e-01	4.168e-01	4.594e-01	3.328e-01	3.058e-01	3.485e-01	2.077e-01	1.806e-01	2.447e-01	1.181e-01	9.957e-02	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.586e-01	2.292e-01	2.934e-01	2.134e-01	1.930e-01	2.276e-01	1.751e-01	1.422e-01	2.134e-01	4.438e-01	4.367e-01	4.509e-01	4.367e-01	4.310e-01	4.452e-01	3.314e-01	3.172e-01	3.385e-01	2.077e-01	1.963e-01	2.304e-01	9.388e-02	8.250e-02	1.038e-01
1.060e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.578e-01	2.963e-01	2.400e-01	2.134e-01	2.578e-01	2.063e-01	1.707e-01	2.223e-01	4.338e-01	4.153e-01	4.452e-01	4.353e-01	4.168e-01	4.594e-01	3.328e-01	3.058e-01	3.485e-01	2.077e-01	1.806e-01	2.404e-01	1.195e-01	1.010e-01	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.594e-01	2.292e-01	2.934e-01	2.134e-01	1.930e-01	2.303e-01	1.739e-01	1.422e-01	2.134e-01	4.438e-01	4.367e-01	4.509e-01	4.381e-01	4.296e-01	4.466e-01	3.314e-01	3.172e-01	3.400e-01	2.077e-01	1.949e-01	2.304e-01	9.530e-02	8.250e-02	1.038e-01
1.070e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.560e-01	2.963e-01	2.396e-01	2.134e-01	2.578e-01	2.055e-01	1.707e-01	2.223e-01	4.338e-01	4.153e-01	4.424e-01	4.324e-01	4.168e-01	4.580e-01	3.357e-01	3.044e-01	3.513e-01	2.063e-01	1.792e-01	2.404e-01	1.195e-01	1.010e-01	1.323e-01	3.556e-01	3.556e-01	3.556e-01	3.082e-01	2.845e-01	3.200e-01	2.642e-01	2.292e-01	2.934e-01	2.134e-01	1.930e-01	2.343e-01	1.739e-01	1.422e-01	2.134e-01	4.452e-01	4.381e-01	4.495e-01	4.367e-01	4.296e-01	4.452e-01	3.300e-01	3.172e-01	3.400e-01	2.091e-01	1.949e-01	2.319e-01	9.530e-02	8.250e-02	1.053e-01
1.080e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.560e-01	2.963e-01	2.396e-01	2.134e-01	2.578e-01	2.063e-01	1.707e-01	2.223e-01	4.338e-01	4.182e-01	4.424e-01	4.324e-01	4.139e-01	4.580e-01	3.328e-01	3.016e-01	3.513e-01	2.077e-01	1.821e-01	2.375e-01	1.166e-01	1.010e-01	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.200e-01	2.642e-01	2.292e-01	3.003e-01	2.134e-01	1.930e-01	2.343e-01	1.739e-01	1.501e-01	2.134e-01	4.438e-01	4.381e-01	4.509e-01	4.353e-01	4.296e-01	4.438e-01	3.300e-01	3.172e-01	3.400e-01	2.063e-01	1.977e-01	2.333e-01	9.530e-02	8.250e-02	1.053e-01
1.090e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.560e-01	2.963e-01	2.396e-01	2.134e-01	2.578e-01	2.063e-01	1.612e-01	2.223e-01	4.324e-01	4.168e-01	4.424e-01	4.296e-01	4.153e-01	4.566e-01	3.300e-01	3.030e-01	3.542e-01	2.091e-01	1.792e-01	2.375e-01	1.181e-01	1.010e-01	1.337e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.200e-01	2.642e-01	2.292e-01	3.048e-01	2.134e-01	1.930e-01	2.343e-01	1.739e-01	1.501e-01	2.134e-01	4.438e-01	4.381e-01	4.509e-01	4.367e-01	4.281e-01	4.438e-01	3.300e-01	3.172e-01	3.385e-01	2.048e-01	1.977e-01	2.319e-01	9.388e-02	8.250e-02	1.081e-01
1.100e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.560e-01	2.954e-01	2.396e-01	2.134e-01	2.578e-01	2.063e-01	1.600e-01	2.223e-01	4.324e-01	4.139e-01	4.424e-01	4.296e-01	4.125e-01	4.538e-01	3.300e-01	3.030e-01	3.499e-01	2.091e-01	1.806e-01	2.375e-01	1.166e-01	1.010e-01	1.366e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.200e-01	2.642e-01	2.292e-01	3.048e-01	2.134e-01	1.930e-01	2.343e-01	1.739e-01	1.501e-01	2.134e-01	4.438e-01	4.381e-01	4.523e-01	4.367e-01	4.296e-01	4.424e-01	3.300e-01	3.172e-01	3.385e-01	2.048e-01	1.963e-01	2.347e-01	9.672e-02	8.392e-02	1.081e-01
1.110e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.974e-01	3.491e-01	2.756e-01	2.560e-01	2.954e-01	2.396e-01	2.134e-01	2.578e-01	2.063e-01	1.600e-01	2.223e-01	4.324e-01	4.139e-01	4.424e-01	4.281e-01	4.097e-01	4.523e-01	3.286e-01	3.030e-01	3.499e-01	2.105e-01	1.806e-01	2.418e-01	1.181e-01	9.957e-02	1.366e-01	3.556e-01	3.556e-01	3.556e-01	2.974e-01	2.845e-01	3.200e-01	2.642e-01	2.292e-01	3.048e-01	2.092e-01	1.930e-01	2.343e-01	1.739e-01	1.501e-01	2.134e-01	4.452e-01	4.381e-01	4.509e-01	4.367e-01	4.281e-01	4.424e-01	3.286e-01	3.172e-01	3.400e-01	2.048e-01	1.963e-01	2.319e-01	9.672e-02	8.392e-02	1.081e-01
