n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max
2.320e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.288e-02	9.612e-02	1.258e-01	9.672e-02	1.429e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.060e-02	2.616e-02	3.770e-02	5.258e-02	4.398e-02	6.260e-02	6.203e-02	5.446e-02	7.389e-02	6.418e-02	5.677e-02	7.311e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.246e-02	7.525e-02	1.293e-01	1.129e-01	1.510e-01	1.351e-01	1.097e-01	1.454e-01	1.477e-01	1.262e-01	1.616e-01	4.242e-03	0.000e+00	4.242e-03	3.381e-02	3.000e-02	3.536e-02	5.412e-02	4.972e-02	5.740e-02	5.797e-02	5.277e-02	6.190e-02	4.723e-02	4.476e-02	5.157e-02
2.330e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.288e-02	9.612e-02	1.258e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.027e-02	2.595e-02	3.770e-02	5.258e-02	4.398e-02	6.215e-02	6.223e-02	5.494e-02	7.490e-02	6.418e-02	5.671e-02	7.311e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.246e-02	7.525e-02	1.293e-01	1.129e-01	1.510e-01	1.351e-01	1.097e-01	1.454e-01	1.477e-01	1.262e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.342e-02	3.000e-02	3.536e-02	5.412e-02	4.972e-02	5.704e-02	5.797e-02	5.277e-02	6.190e-02	4.742e-02	4.476e-02	5.157e-02
2.340e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.258e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.595e-02	3.770e-02	5.231e-02	4.398e-02	6.216e-02	6.223e-02	5.494e-02	7.536e-02	6.565e-02	5.709e-02	7.404e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.246e-02	7.525e-02	1.302e-01	1.129e-01	1.524e-01	1.351e-01	1.097e-01	1.454e-01	1.477e-01	1.262e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.556e-02	5.473e-02	4.955e-02	5.700e-02	5.797e-02	5.253e-02	6.203e-02	4.742e-02	4.479e-02	5.090e-02
2.350e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.258e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.595e-02	3.770e-02	5.231e-02	4.398e-02	6.216e-02	6.223e-02	5.512e-02	7.531e-02	6.506e-02	5.708e-02	7.361e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.129e-01	1.524e-01	1.355e-01	1.097e-01	1.454e-01	1.477e-01	1.262e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.556e-02	5.459e-02	4.980e-02	5.722e-02	5.772e-02	5.253e-02	6.212e-02	4.742e-02	4.460e-02	5.090e-02
2.360e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.258e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.595e-02	3.770e-02	5.174e-02	4.398e-02	6.327e-02	6.223e-02	5.479e-02	7.501e-02	6.486e-02	5.709e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.129e-01	1.524e-01	1.355e-01	1.097e-01	1.457e-01	1.477e-01	1.263e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.556e-02	5.459e-02	4.926e-02	5.734e-02	5.780e-02	5.253e-02	6.244e-02	4.749e-02	4.464e-02	5.090e-02
2.370e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.258e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.420e-01	1.226e-01	1.607e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.595e-02	3.770e-02	5.119e-02	4.398e-02	6.191e-02	6.272e-02	5.445e-02	7.421e-02	6.486e-02	5.709e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.129e-01	1.524e-01	1.355e-01	1.097e-01	1.457e-01	1.477e-01	1.263e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.544e-02	5.459e-02	4.897e-02	5.734e-02	5.772e-02	5.277e-02	6.259e-02	4.762e-02	4.479e-02	5.119e-02
2.380e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.249e-01	9.672e-02	1.419e-01	1.380e-01	1.191e-01	1.512e-01	1.403e-01	1.226e-01	1.634e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.610e-02	3.747e-02	5.025e-02	4.398e-02	6.285e-02	6.272e-02	5.445e-02	7.421e-02	6.546e-02	5.742e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.129e-01	1.524e-01	1.355e-01	1.097e-01	1.457e-01	1.477e-01	1.263e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.582e-02	5.459e-02	4.862e-02	5.734e-02	5.772e-02	5.277e-02	6.269e-02	4.762e-02	4.479e-02	5.119e-02
2.390e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.612e-02	1.249e-01	9.672e-02	1.419e-01	1.385e-01	1.195e-01	1.512e-01	1.403e-01	1.226e-01	1.634e-01	3.015e-03	0.000e+00	4.242e-03	3.030e-02	2.610e-02	3.746e-02	4.984e-02	4.398e-02	6.285e-02	6.232e-02	5.427e-02	7.421e-02	6.546e-02	5.773e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.524e-01	1.355e-01	1.097e-01	1.457e-01	1.477e-01	1.263e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.345e-02	3.000e-02	3.582e-02	5.459e-02	4.862e-02	5.734e-02	5.772e-02	5.277e-02	6.269e-02	4.762e-02	4.464e-02	5.119e-02
2.400e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.612e-02	1.249e-01	9.774e-02	1.419e-01	1.385e-01	1.195e-01	1.512e-01	1.403e-01	1.226e-01	1.634e-01	3.015e-03	0.000e+00	4.242e-03	3.027e-02	2.624e-02	3.746e-02	4.961e-02	4.397e-02	6.285e-02	6.275e-02	5.528e-02	7.468e-02	6.607e-02	5.772e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.524e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.263e-01	1.622e-01	4.242e-03	0.000e+00	4.242e-03	3.330e-02	3.000e-02	3.597e-02	5.459e-02	4.869e-02	5.734e-02	5.773e-02	5.277e-02	6.269e-02	4.762e-02	4.464e-02	5.072e-02
2.410e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.612e-02	1.249e-01	9.774e-02	1.419e-01	1.385e-01	1.193e-01	1.512e-01	1.403e-01	1.226e-01	1.634e-01	3.015e-03	0.000e+00	4.242e-03	3.027e-02	2.553e-02	3.721e-02	4.961e-02	4.397e-02	6.285e-02	6.270e-02	5.528e-02	7.384e-02	6.607e-02	5.711e-02	7.403e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.524e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.622e-01	4.242e-03	0.000e+00	5.169e-03	3.330e-02	3.008e-02	3.611e-02	5.455e-02	4.878e-02	5.734e-02	5.773e-02	5.277e-02	6.269e-02	4.749e-02	4.464e-02	5.072e-02
2.420e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.612e-02	1.258e-01	9.553e-02	1.419e-01	1.385e-01	1.193e-01	1.512e-01	1.403e-01	1.226e-01	1.641e-01	3.015e-03	0.000e+00	4.242e-03	3.027e-02	2.553e-02	3.721e-02	4.981e-02	4.397e-02	6.285e-02	6.226e-02	5.528e-02	7.384e-02	6.603e-02	5.772e-02	7.396e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.524e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.622e-01	4.242e-03	0.000e+00	5.169e-03	3.330e-02	3.098e-02	3.611e-02	5.441e-02	4.878e-02	5.742e-02	5.679e-02	5.302e-02	6.273e-02	4.743e-02	4.446e-02	5.072e-02
2.430e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.258e-01	9.553e-02	1.419e-01	1.380e-01	1.193e-01	1.512e-01	1.403e-01	1.226e-01	1.641e-01	3.015e-03	0.000e+00	4.242e-03	3.027e-02	2.553e-02	3.721e-02	4.981e-02	4.397e-02	6.285e-02	6.252e-02	5.544e-02	7.441e-02	6.607e-02	5.816e-02	7.393e-02	0.000e+00	0.000e+00	1.312e-02	6.565e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.524e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	0.000e+00	4.242e-03	3.330e-02	3.098e-02	3.611e-02	5.441e-02	4.878e-02	5.742e-02	5.759e-02	5.302e-02	6.273e-02	4.814e-02	4.446e-02	5.072e-02
2.440e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.258e-01	9.553e-02	1.419e-01	1.385e-01	1.193e-01	1.512e-01	1.403e-01	1.226e-01	1.648e-01	3.015e-03	0.000e+00	4.242e-03	3.013e-02	2.553e-02	3.746e-02	4.915e-02	4.400e-02	6.287e-02	6.241e-02	5.544e-02	7.441e-02	6.622e-02	5.825e-02	7.355e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.537e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	4.242e-03	3.330e-02	3.085e-02	3.597e-02	5.398e-02	4.899e-02	5.742e-02	5.776e-02	5.203e-02	6.273e-02	4.814e-02	4.446e-02	5.072e-02
2.450e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.249e-01	9.744e-02	1.419e-01	1.385e-01	1.219e-01	1.512e-01	1.403e-01	1.226e-01	1.648e-01	3.015e-03	0.000e+00	4.242e-03	3.013e-02	2.553e-02	3.746e-02	4.915e-02	4.413e-02	6.238e-02	6.241e-02	5.544e-02	7.472e-02	6.600e-02	5.814e-02	7.307e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.556e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	4.242e-03	3.330e-02	3.085e-02	3.623e-02	5.398e-02	4.899e-02	5.742e-02	5.810e-02	5.290e-02	6.323e-02	4.814e-02	4.476e-02	5.072e-02
2.460e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.252e-01	9.744e-02	1.419e-01	1.385e-01	1.219e-01	1.512e-01	1.403e-01	1.226e-01	1.648e-01	3.015e-03	0.000e+00	4.242e-03	3.013e-02	2.553e-02	3.723e-02	4.858e-02	4.400e-02	6.218e-02	6.241e-02	5.578e-02	7.472e-02	6.600e-02	5.829e-02	7.302e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.122e-01	1.556e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.330e-02	3.085e-02	3.623e-02	5.441e-02	4.961e-02	5.754e-02	5.804e-02	5.290e-02	6.323e-02	4.796e-02	4.513e-02	5.115e-02
2.470e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.252e-01	9.744e-02	1.419e-01	1.403e-01	1.219e-01	1.512e-01	1.403e-01	1.226e-01	1.648e-01	3.015e-03	0.000e+00	4.242e-03	3.013e-02	2.553e-02	3.724e-02	4.848e-02	4.400e-02	6.186e-02	6.278e-02	5.595e-02	7.472e-02	6.618e-02	5.829e-02	7.302e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.556e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.345e-02	3.135e-02	3.623e-02	5.398e-02	4.961e-02	5.754e-02	5.795e-02	5.290e-02	6.323e-02	4.796e-02	4.513e-02	5.115e-02
2.480e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.252e-01	9.744e-02	1.419e-01	1.403e-01	1.219e-01	1.532e-01	1.410e-01	1.226e-01	1.636e-01	3.015e-03	0.000e+00	5.169e-03	3.013e-02	2.553e-02	3.771e-02	4.848e-02	4.406e-02	6.147e-02	6.278e-02	5.595e-02	7.472e-02	6.600e-02	5.823e-02	7.311e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.556e-01	1.342e-01	1.097e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.360e-02	3.135e-02	3.559e-02	5.390e-02	4.961e-02	5.789e-02	5.795e-02	5.298e-02	6.323e-02	4.776e-02	4.513e-02	5.075e-02
2.490e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.281e-01	9.744e-02	1.419e-01	1.403e-01	1.219e-01	1.532e-01	1.436e-01	1.226e-01	1.636e-01	3.015e-03	0.000e+00	5.169e-03	3.013e-02	2.517e-02	3.771e-02	4.848e-02	4.400e-02	6.147e-02	6.278e-02	5.595e-02	7.471e-02	6.600e-02	5.823e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.560e-01	1.342e-01	1.094e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.385e-02	3.140e-02	3.559e-02	5.390e-02	4.943e-02	5.789e-02	5.776e-02	5.298e-02	6.250e-02	4.776e-02	4.513e-02	5.049e-02
2.500e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.253e-01	9.744e-02	1.436e-01	1.403e-01	1.219e-01	1.545e-01	1.436e-01	1.226e-01	1.636e-01	0.000e+00	0.000e+00	5.169e-03	3.013e-02	2.517e-02	3.771e-02	4.848e-02	4.400e-02	6.136e-02	6.278e-02	5.686e-02	7.471e-02	6.600e-02	5.637e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.560e-01	1.342e-01	1.094e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.385e-02	3.140e-02	3.559e-02	5.393e-02	4.986e-02	5.689e-02	5.776e-02	5.298e-02	6.250e-02	4.758e-02	4.541e-02	5.032e-02
2.510e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.253e-01	9.744e-02	1.436e-01	1.403e-01	1.219e-01	1.545e-01	1.439e-01	1.226e-01	1.636e-01	0.000e+00	0.000e+00	5.169e-03	3.013e-02	2.517e-02	3.787e-02	4.848e-02	4.439e-02	6.021e-02	6.315e-02	5.686e-02	7.471e-02	6.600e-02	5.691e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.560e-01	1.342e-01	1.094e-01	1.457e-01	1.524e-01	1.262e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.385e-02	3.140e-02	3.560e-02	5.393e-02	4.986e-02	5.689e-02	5.751e-02	5.265e-02	6.221e-02	4.763e-02	4.513e-02	5.032e-02
2.520e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.281e-01	9.744e-02	1.436e-01	1.403e-01	1.219e-01	1.534e-01	1.439e-01	1.226e-01	1.651e-01	0.000e+00	0.000e+00	5.169e-03	3.013e-02	2.517e-02	3.806e-02	4.747e-02	4.464e-02	6.021e-02	6.315e-02	5.571e-02	7.471e-02	6.600e-02	5.670e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.302e-01	1.114e-01	1.560e-01	1.342e-01	1.094e-01	1.457e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.385e-02	3.140e-02	3.560e-02	5.394e-02	4.986e-02	5.647e-02	5.751e-02	5.273e-02	6.221e-02	4.839e-02	4.513e-02	5.029e-02
2.530e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.308e-02	9.676e-02	1.281e-01	9.744e-02	1.436e-01	1.403e-01	1.219e-01	1.534e-01	1.439e-01	1.226e-01	1.651e-01	0.000e+00	0.000e+00	5.169e-03	3.013e-02	2.517e-02	3.806e-02	4.747e-02	4.464e-02	6.021e-02	6.299e-02	5.553e-02	7.406e-02	6.600e-02	5.670e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.304e-01	1.114e-01	1.560e-01	1.349e-01	1.094e-01	1.473e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.385e-02	3.140e-02	3.560e-02	5.402e-02	4.969e-02	5.637e-02	5.751e-02	5.273e-02	6.221e-02	4.853e-02	4.505e-02	5.029e-02
2.540e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.676e-02	1.281e-01	9.744e-02	1.436e-01	1.403e-01	1.219e-01	1.534e-01	1.439e-01	1.226e-01	1.651e-01	0.000e+00	0.000e+00	5.169e-03	3.014e-02	2.517e-02	3.806e-02	4.778e-02	4.464e-02	6.021e-02	6.299e-02	5.553e-02	7.452e-02	6.490e-02	5.647e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.304e-01	1.073e-01	1.560e-01	1.349e-01	1.094e-01	1.473e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.367e-02	3.091e-02	3.547e-02	5.503e-02	4.969e-02	5.644e-02	5.716e-02	5.266e-02	6.221e-02	4.872e-02	4.505e-02	5.029e-02
2.550e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.676e-02	1.281e-01	9.744e-02	1.462e-01	1.403e-01	1.219e-01	1.534e-01	1.464e-01	1.226e-01	1.638e-01	0.000e+00	0.000e+00	5.169e-03	3.014e-02	2.517e-02	3.821e-02	4.702e-02	4.464e-02	6.035e-02	6.299e-02	5.559e-02	7.452e-02	6.562e-02	5.647e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.304e-01	1.081e-01	1.560e-01	1.349e-01	1.094e-01	1.473e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.367e-02	3.091e-02	3.547e-02	5.503e-02	4.969e-02	5.644e-02	5.735e-02	5.266e-02	6.221e-02	4.872e-02	4.505e-02	5.096e-02
2.560e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.676e-02	1.281e-01	9.744e-02	1.462e-01	1.403e-01	1.219e-01	1.534e-01	1.464e-01	1.226e-01	1.638e-01	0.000e+00	0.000e+00	5.169e-03	3.014e-02	2.517e-02	3.825e-02	4.702e-02	4.418e-02	6.035e-02	6.273e-02	5.559e-02	7.493e-02	6.534e-02	5.647e-02	7.235e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.304e-01	1.081e-01	1.560e-01	1.349e-01	1.094e-01	1.473e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.375e-02	3.091e-02	3.547e-02	5.490e-02	4.940e-02	5.689e-02	5.760e-02	5.320e-02	6.215e-02	4.906e-02	4.505e-02	5.096e-02
2.570e+04	0.000e+00	0.000e+00	0.000e+00	7.474e-02	6.323e-02	9.676e-02	1.281e-01	9.744e-02	1.462e-01	1.403e-01	1.219e-01	1.534e-01	1.464e-01	1.226e-01	1.638e-01	0.000e+00	0.000e+00	5.169e-03	3.045e-02	2.517e-02	3.825e-02	4.728e-02	4.402e-02	6.030e-02	6.273e-02	5.559e-02	7.493e-02	6.534e-02	5.647e-02	7.205e-02	0.000e+00	0.000e+00	1.312e-02	6.600e-02	6.227e-02	7.525e-02	1.304e-01	1.081e-01	1.560e-01	1.349e-01	1.094e-01	1.473e-01	1.524e-01	1.263e-01	1.616e-01	4.242e-03	3.015e-03	5.169e-03	3.345e-02	3.091e-02	3.563e-02	5.490e-02	4.940e-02	5.689e-02	5.760e-02	5.340e-02	6.215e-02	4.872e-02	4.509e-02	5.096e-02
