n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.sd.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.sd.max
8.500e+03	0.000e+00	0.000e+00	0.000e+00	6.600e-02	6.123e-02	7.838e-02	1.013e-01	8.718e-02	1.159e-01	1.191e-01	1.031e-01	1.400e-01	1.319e-01	1.146e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.183e-02	2.723e-02	3.569e-02	5.438e-02	4.810e-02	6.108e-02	6.055e-02	5.255e-02	6.943e-02	5.313e-02	4.745e-02	6.109e-02	0.000e+00	0.000e+00	0.000e+00	6.472e-02	5.831e-02	6.925e-02	1.128e-01	1.013e-01	1.234e-01	1.201e-01	1.010e-01	1.395e-01	1.231e-01	1.115e-01	1.469e-01	3.015e-03	0.000e+00	4.242e-03	3.370e-02	3.116e-02	3.577e-02	5.486e-02	5.159e-02	5.821e-02	5.861e-02	5.591e-02	6.435e-02	4.716e-02	4.420e-02	4.960e-02
8.600e+03	0.000e+00	0.000e+00	0.000e+00	6.600e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.159e-01	1.187e-01	1.031e-01	1.400e-01	1.319e-01	1.146e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.232e-02	2.723e-02	3.577e-02	5.549e-02	4.827e-02	6.061e-02	6.047e-02	5.255e-02	6.981e-02	5.239e-02	4.725e-02	6.065e-02	0.000e+00	0.000e+00	0.000e+00	6.472e-02	5.831e-02	6.925e-02	1.135e-01	1.020e-01	1.270e-01	1.201e-01	1.010e-01	1.395e-01	1.231e-01	1.115e-01	1.469e-01	3.015e-03	0.000e+00	4.242e-03	3.370e-02	3.180e-02	3.577e-02	5.375e-02	5.186e-02	5.852e-02	5.896e-02	5.563e-02	6.472e-02	4.751e-02	4.384e-02	4.923e-02
8.700e+03	0.000e+00	0.000e+00	0.000e+00	6.600e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.159e-01	1.188e-01	1.031e-01	1.417e-01	1.319e-01	1.128e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.218e-02	2.723e-02	3.586e-02	5.417e-02	4.793e-02	6.156e-02	6.047e-02	5.029e-02	6.977e-02	5.323e-02	4.766e-02	6.078e-02	0.000e+00	0.000e+00	0.000e+00	6.472e-02	5.831e-02	6.925e-02	1.131e-01	1.020e-01	1.270e-01	1.189e-01	1.031e-01	1.395e-01	1.262e-01	1.137e-01	1.466e-01	3.015e-03	0.000e+00	4.242e-03	3.401e-02	3.191e-02	3.569e-02	5.418e-02	5.205e-02	5.852e-02	5.861e-02	5.563e-02	6.475e-02	4.774e-02	4.384e-02	4.899e-02
8.800e+03	0.000e+00	0.000e+00	0.000e+00	6.600e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.159e-01	1.186e-01	1.031e-01	1.423e-01	1.319e-01	1.128e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.218e-02	2.746e-02	3.577e-02	5.438e-02	4.760e-02	6.127e-02	6.047e-02	5.029e-02	6.928e-02	5.323e-02	4.847e-02	5.992e-02	0.000e+00	0.000e+00	0.000e+00	6.421e-02	5.831e-02	6.925e-02	1.131e-01	1.020e-01	1.273e-01	1.189e-01	1.031e-01	1.395e-01	1.262e-01	1.138e-01	1.466e-01	3.015e-03	0.000e+00	4.242e-03	3.381e-02	3.198e-02	3.577e-02	5.439e-02	5.205e-02	5.852e-02	5.855e-02	5.530e-02	6.460e-02	4.774e-02	4.384e-02	4.968e-02
8.900e+03	0.000e+00	0.000e+00	0.000e+00	6.600e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.159e-01	1.207e-01	1.031e-01	1.421e-01	1.319e-01	1.128e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.264e-02	2.746e-02	3.561e-02	5.405e-02	4.802e-02	6.133e-02	6.050e-02	5.013e-02	6.888e-02	5.313e-02	4.878e-02	6.023e-02	0.000e+00	0.000e+00	0.000e+00	6.421e-02	5.758e-02	6.925e-02	1.135e-01	1.020e-01	1.273e-01	1.189e-01	1.031e-01	1.395e-01	1.262e-01	1.138e-01	1.466e-01	3.015e-03	0.000e+00	4.242e-03	3.372e-02	3.233e-02	3.573e-02	5.476e-02	5.219e-02	5.829e-02	5.927e-02	5.536e-02	6.434e-02	4.724e-02	4.392e-02	4.968e-02
9.000e+03	0.000e+00	0.000e+00	0.000e+00	6.634e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.169e-01	1.212e-01	1.031e-01	1.421e-01	1.319e-01	1.128e-01	1.446e-01	3.015e-03	0.000e+00	4.242e-03	3.286e-02	2.761e-02	3.560e-02	5.432e-02	4.802e-02	6.127e-02	6.036e-02	5.113e-02	6.906e-02	5.340e-02	4.902e-02	6.083e-02	0.000e+00	0.000e+00	0.000e+00	6.327e-02	5.734e-02	6.925e-02	1.131e-01	1.010e-01	1.273e-01	1.189e-01	1.049e-01	1.395e-01	1.266e-01	1.138e-01	1.502e-01	3.015e-03	0.000e+00	4.242e-03	3.399e-02	3.204e-02	3.562e-02	5.539e-02	5.233e-02	5.716e-02	5.983e-02	5.513e-02	6.376e-02	4.762e-02	4.363e-02	5.005e-02
9.100e+03	0.000e+00	0.000e+00	0.000e+00	6.634e-02	6.118e-02	7.838e-02	1.016e-01	8.718e-02	1.169e-01	1.212e-01	1.031e-01	1.421e-01	1.319e-01	1.145e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.286e-02	2.746e-02	3.567e-02	5.419e-02	4.753e-02	6.177e-02	5.990e-02	5.123e-02	6.970e-02	5.299e-02	4.934e-02	6.083e-02	0.000e+00	0.000e+00	0.000e+00	6.327e-02	5.734e-02	6.925e-02	1.131e-01	1.010e-01	1.273e-01	1.189e-01	1.049e-01	1.395e-01	1.266e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	4.242e-03	3.404e-02	3.176e-02	3.562e-02	5.494e-02	5.238e-02	5.754e-02	6.015e-02	5.479e-02	6.376e-02	4.726e-02	4.360e-02	5.072e-02
9.200e+03	0.000e+00	0.000e+00	0.000e+00	6.634e-02	6.040e-02	7.838e-02	1.016e-01	8.718e-02	1.169e-01	1.221e-01	1.031e-01	1.421e-01	1.319e-01	1.145e-01	1.459e-01	3.015e-03	0.000e+00	4.242e-03	3.282e-02	2.707e-02	3.575e-02	5.376e-02	4.805e-02	6.226e-02	5.958e-02	5.014e-02	6.783e-02	5.374e-02	4.841e-02	6.127e-02	0.000e+00	0.000e+00	0.000e+00	6.327e-02	5.734e-02	6.925e-02	1.131e-01	1.010e-01	1.294e-01	1.189e-01	1.055e-01	1.414e-01	1.266e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	4.242e-03	3.409e-02	3.210e-02	3.559e-02	5.505e-02	5.153e-02	5.757e-02	5.954e-02	5.479e-02	6.376e-02	4.789e-02	4.360e-02	5.077e-02
9.300e+03	0.000e+00	0.000e+00	0.000e+00	6.634e-02	6.040e-02	7.838e-02	1.026e-01	9.057e-02	1.169e-01	1.238e-01	1.031e-01	1.423e-01	1.289e-01	1.145e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.250e-02	2.707e-02	3.575e-02	5.407e-02	4.769e-02	6.412e-02	5.958e-02	5.002e-02	6.875e-02	5.374e-02	4.854e-02	6.262e-02	0.000e+00	0.000e+00	1.312e-02	6.327e-02	5.734e-02	7.077e-02	1.131e-01	1.020e-01	1.294e-01	1.206e-01	1.055e-01	1.414e-01	1.266e-01	1.161e-01	1.502e-01	3.015e-03	0.000e+00	4.242e-03	3.409e-02	3.204e-02	3.559e-02	5.512e-02	5.144e-02	5.757e-02	5.954e-02	5.371e-02	6.347e-02	4.789e-02	4.385e-02	5.028e-02
9.400e+03	0.000e+00	0.000e+00	0.000e+00	6.634e-02	6.040e-02	7.838e-02	1.026e-01	9.057e-02	1.177e-01	1.250e-01	1.031e-01	1.423e-01	1.289e-01	1.145e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.246e-02	2.707e-02	3.651e-02	5.427e-02	4.778e-02	6.412e-02	5.949e-02	5.002e-02	6.875e-02	5.422e-02	4.921e-02	6.262e-02	0.000e+00	0.000e+00	1.312e-02	6.327e-02	5.734e-02	7.077e-02	1.134e-01	1.020e-01	1.294e-01	1.170e-01	1.071e-01	1.414e-01	1.262e-01	1.161e-01	1.502e-01	3.015e-03	0.000e+00	4.242e-03	3.442e-02	3.143e-02	3.559e-02	5.594e-02	5.144e-02	5.789e-02	5.918e-02	5.351e-02	6.417e-02	4.760e-02	4.334e-02	5.043e-02
9.500e+03	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	9.057e-02	1.177e-01	1.250e-01	1.031e-01	1.423e-01	1.289e-01	1.145e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.253e-02	2.714e-02	3.663e-02	5.395e-02	4.778e-02	6.419e-02	5.949e-02	5.087e-02	6.898e-02	5.405e-02	5.083e-02	6.216e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.734e-02	7.077e-02	1.135e-01	1.020e-01	1.294e-01	1.170e-01	1.075e-01	1.414e-01	1.262e-01	1.161e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.442e-02	3.146e-02	3.567e-02	5.594e-02	5.144e-02	5.801e-02	5.927e-02	5.295e-02	6.421e-02	4.760e-02	4.334e-02	5.043e-02
9.600e+03	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	9.057e-02	1.177e-01	1.250e-01	1.023e-01	1.391e-01	1.289e-01	1.145e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.294e-02	2.719e-02	3.671e-02	5.368e-02	4.739e-02	6.473e-02	5.939e-02	5.087e-02	6.750e-02	5.446e-02	5.083e-02	6.244e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.734e-02	7.077e-02	1.135e-01	1.020e-01	1.295e-01	1.190e-01	1.075e-01	1.414e-01	1.262e-01	1.166e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.438e-02	3.146e-02	3.572e-02	5.606e-02	5.153e-02	5.757e-02	5.927e-02	5.354e-02	6.410e-02	4.785e-02	4.324e-02	5.043e-02
9.700e+03	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	9.057e-02	1.184e-01	1.250e-01	1.023e-01	1.423e-01	1.289e-01	1.150e-01	1.463e-01	3.015e-03	0.000e+00	4.242e-03	3.246e-02	2.719e-02	3.651e-02	5.368e-02	4.751e-02	6.495e-02	5.939e-02	5.062e-02	6.657e-02	5.446e-02	5.083e-02	6.209e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.734e-02	7.077e-02	1.135e-01	1.020e-01	1.295e-01	1.190e-01	1.075e-01	1.414e-01	1.262e-01	1.166e-01	1.510e-01	3.015e-03	0.000e+00	5.169e-03	3.438e-02	3.222e-02	3.572e-02	5.560e-02	5.087e-02	5.757e-02	5.899e-02	5.350e-02	6.418e-02	4.785e-02	4.315e-02	5.018e-02
9.800e+03	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	8.696e-02	1.184e-01	1.235e-01	1.023e-01	1.423e-01	1.289e-01	1.162e-01	1.467e-01	3.015e-03	0.000e+00	4.242e-03	3.271e-02	2.744e-02	3.633e-02	5.444e-02	4.759e-02	6.514e-02	5.896e-02	5.062e-02	6.657e-02	5.371e-02	5.065e-02	6.287e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.831e-02	7.077e-02	1.135e-01	1.010e-01	1.295e-01	1.150e-01	1.075e-01	1.441e-01	1.262e-01	1.166e-01	1.510e-01	3.015e-03	0.000e+00	5.169e-03	3.421e-02	3.222e-02	3.566e-02	5.458e-02	5.084e-02	5.757e-02	5.928e-02	5.378e-02	6.452e-02	4.818e-02	4.350e-02	5.014e-02
9.900e+03	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	8.696e-02	1.184e-01	1.235e-01	1.023e-01	1.423e-01	1.298e-01	1.135e-01	1.467e-01	3.015e-03	0.000e+00	4.242e-03	3.271e-02	2.744e-02	3.651e-02	5.444e-02	4.779e-02	6.457e-02	5.891e-02	4.999e-02	6.686e-02	5.442e-02	5.065e-02	6.287e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.831e-02	7.077e-02	1.135e-01	1.010e-01	1.295e-01	1.149e-01	1.075e-01	1.441e-01	1.262e-01	1.166e-01	1.510e-01	3.015e-03	0.000e+00	5.169e-03	3.428e-02	3.222e-02	3.531e-02	5.462e-02	5.077e-02	5.767e-02	5.898e-02	5.360e-02	6.452e-02	4.807e-02	4.433e-02	5.014e-02
1.000e+04	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	8.684e-02	1.184e-01	1.238e-01	1.038e-01	1.432e-01	1.319e-01	1.135e-01	1.467e-01	3.015e-03	0.000e+00	4.242e-03	3.269e-02	2.744e-02	3.651e-02	5.423e-02	4.759e-02	6.358e-02	5.771e-02	4.965e-02	6.661e-02	5.404e-02	5.065e-02	6.389e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.155e-01	1.010e-01	1.295e-01	1.149e-01	1.075e-01	1.441e-01	1.294e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.428e-02	3.209e-02	3.547e-02	5.460e-02	5.073e-02	5.759e-02	5.896e-02	5.393e-02	6.380e-02	4.786e-02	4.506e-02	5.077e-02
1.010e+04	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	8.684e-02	1.152e-01	1.238e-01	1.038e-01	1.432e-01	1.319e-01	1.135e-01	1.467e-01	3.015e-03	0.000e+00	4.242e-03	3.300e-02	2.780e-02	3.599e-02	5.423e-02	4.718e-02	6.389e-02	5.819e-02	4.965e-02	6.661e-02	5.404e-02	5.116e-02	6.461e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.169e-01	1.010e-01	1.288e-01	1.149e-01	1.075e-01	1.441e-01	1.294e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.428e-02	3.169e-02	3.580e-02	5.429e-02	5.134e-02	5.909e-02	5.896e-02	5.418e-02	6.434e-02	4.820e-02	4.506e-02	5.077e-02
1.020e+04	0.000e+00	0.000e+00	0.000e+00	6.691e-02	6.040e-02	7.838e-02	1.026e-01	8.684e-02	1.152e-01	1.238e-01	1.043e-01	1.450e-01	1.305e-01	1.148e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.306e-02	2.726e-02	3.651e-02	5.418e-02	4.705e-02	6.418e-02	5.819e-02	4.965e-02	6.784e-02	5.478e-02	5.096e-02	6.461e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.149e-01	1.075e-01	1.441e-01	1.294e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.428e-02	3.204e-02	3.603e-02	5.429e-02	5.151e-02	5.817e-02	5.959e-02	5.449e-02	6.311e-02	4.823e-02	4.464e-02	5.077e-02
1.030e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.238e-01	1.043e-01	1.450e-01	1.298e-01	1.149e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.277e-02	2.726e-02	3.653e-02	5.426e-02	4.812e-02	6.509e-02	5.840e-02	5.003e-02	6.740e-02	5.367e-02	5.051e-02	6.556e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.133e-01	1.075e-01	1.441e-01	1.294e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.385e-02	3.187e-02	3.595e-02	5.468e-02	5.096e-02	5.817e-02	5.959e-02	5.358e-02	6.304e-02	4.824e-02	4.464e-02	5.071e-02
1.040e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.238e-01	1.043e-01	1.450e-01	1.289e-01	1.149e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.277e-02	2.741e-02	3.704e-02	5.444e-02	4.839e-02	6.528e-02	5.843e-02	4.970e-02	6.629e-02	5.420e-02	5.051e-02	6.556e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.180e-01	1.075e-01	1.441e-01	1.294e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.385e-02	3.187e-02	3.595e-02	5.436e-02	5.096e-02	5.860e-02	5.904e-02	5.361e-02	6.304e-02	4.826e-02	4.393e-02	5.071e-02
1.050e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.238e-01	1.060e-01	1.450e-01	1.289e-01	1.149e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.274e-02	2.720e-02	3.708e-02	5.428e-02	4.801e-02	6.678e-02	5.728e-02	4.970e-02	6.629e-02	5.458e-02	5.051e-02	6.470e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.209e-01	1.035e-01	1.441e-01	1.304e-01	1.159e-01	1.502e-01	3.015e-03	0.000e+00	5.169e-03	3.385e-02	3.187e-02	3.583e-02	5.424e-02	5.096e-02	5.819e-02	5.927e-02	5.470e-02	6.304e-02	4.801e-02	4.409e-02	5.166e-02
1.060e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.268e-01	1.060e-01	1.455e-01	1.289e-01	1.149e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.250e-02	2.727e-02	3.739e-02	5.428e-02	4.801e-02	6.643e-02	5.764e-02	4.996e-02	6.575e-02	5.468e-02	5.014e-02	6.401e-02	0.000e+00	0.000e+00	1.312e-02	6.242e-02	5.646e-02	7.013e-02	1.158e-01	1.010e-01	1.288e-01	1.209e-01	1.035e-01	1.441e-01	1.304e-01	1.159e-01	1.509e-01	3.015e-03	0.000e+00	5.169e-03	3.385e-02	3.187e-02	3.554e-02	5.415e-02	5.127e-02	5.819e-02	5.893e-02	5.494e-02	6.354e-02	4.785e-02	4.336e-02	5.150e-02
1.070e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.283e-01	1.060e-01	1.447e-01	1.289e-01	1.149e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.232e-02	2.711e-02	3.739e-02	5.440e-02	4.739e-02	6.725e-02	5.764e-02	4.968e-02	6.643e-02	5.478e-02	5.007e-02	6.276e-02	0.000e+00	0.000e+00	1.312e-02	6.437e-02	5.646e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.209e-01	1.035e-01	1.441e-01	1.282e-01	1.159e-01	1.509e-01	3.015e-03	0.000e+00	5.169e-03	3.385e-02	3.197e-02	3.577e-02	5.376e-02	5.118e-02	5.708e-02	5.893e-02	5.470e-02	6.337e-02	4.799e-02	4.345e-02	5.121e-02
1.080e+04	0.000e+00	0.000e+00	0.000e+00	6.700e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.284e-01	1.060e-01	1.447e-01	1.289e-01	1.163e-01	1.453e-01	3.015e-03	0.000e+00	4.242e-03	3.232e-02	2.732e-02	3.721e-02	5.440e-02	4.794e-02	6.715e-02	5.803e-02	5.013e-02	6.758e-02	5.455e-02	5.007e-02	6.113e-02	0.000e+00	0.000e+00	1.312e-02	6.437e-02	5.818e-02	7.013e-02	1.173e-01	1.010e-01	1.288e-01	1.180e-01	1.035e-01	1.441e-01	1.282e-01	1.159e-01	1.535e-01	3.015e-03	0.000e+00	5.169e-03	3.364e-02	3.260e-02	3.553e-02	5.442e-02	5.096e-02	5.855e-02	5.893e-02	5.511e-02	6.286e-02	4.804e-02	4.364e-02	5.098e-02
1.090e+04	0.000e+00	0.000e+00	0.000e+00	6.790e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.284e-01	1.061e-01	1.447e-01	1.293e-01	1.189e-01	1.478e-01	3.015e-03	0.000e+00	4.242e-03	3.218e-02	2.732e-02	3.721e-02	5.305e-02	4.794e-02	6.763e-02	5.839e-02	5.013e-02	6.874e-02	5.511e-02	5.007e-02	6.311e-02	0.000e+00	0.000e+00	1.312e-02	6.437e-02	5.818e-02	7.013e-02	1.173e-01	1.010e-01	1.295e-01	1.180e-01	1.035e-01	1.440e-01	1.282e-01	1.159e-01	1.557e-01	3.015e-03	0.000e+00	5.169e-03	3.361e-02	3.260e-02	3.541e-02	5.402e-02	5.096e-02	5.746e-02	5.930e-02	5.496e-02	6.286e-02	4.743e-02	4.364e-02	5.098e-02
1.100e+04	0.000e+00	0.000e+00	0.000e+00	6.790e-02	6.040e-02	7.838e-02	1.026e-01	8.778e-02	1.149e-01	1.284e-01	1.087e-01	1.447e-01	1.327e-01	1.189e-01	1.501e-01	3.015e-03	0.000e+00	4.242e-03	3.230e-02	2.732e-02	3.636e-02	5.305e-02	4.808e-02	6.672e-02	5.843e-02	5.101e-02	6.825e-02	5.641e-02	5.089e-02	6.375e-02	0.000e+00	0.000e+00	1.312e-02	6.437e-02	5.818e-02	7.013e-02	1.173e-01	1.017e-01	1.295e-01	1.180e-01	1.035e-01	1.440e-01	1.282e-01	1.159e-01	1.557e-01	3.015e-03	0.000e+00	5.169e-03	3.360e-02	3.260e-02	3.541e-02	5.371e-02	5.096e-02	5.746e-02	5.930e-02	5.496e-02	6.270e-02	4.750e-02	4.317e-02	5.112e-02
