n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max
1.900e+04	3.250e-02	2.250e-02	7.000e-02	3.250e-02	2.250e-02	4.750e-02	3.500e-02	2.000e-02	5.000e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.910e+04	3.250e-02	2.250e-02	7.000e-02	3.250e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.920e+04	3.250e-02	2.250e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.930e+04	3.250e-02	2.250e-02	6.750e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.940e+04	3.500e-02	2.250e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	5.750e-02
1.950e+04	3.500e-02	2.250e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	5.750e-02
1.960e+04	3.500e-02	2.250e-02	7.000e-02	3.500e-02	2.250e-02	4.750e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02
1.970e+04	3.500e-02	2.250e-02	6.750e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02
1.980e+04	3.500e-02	2.250e-02	6.500e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02
1.990e+04	3.500e-02	2.250e-02	6.500e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.000e-02	6.000e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02
2.000e+04	3.500e-02	2.250e-02	6.500e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.000e-02	4.500e-02	3.000e-02	6.000e-02	4.500e-02	4.000e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.010e+04	3.500e-02	2.250e-02	6.500e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.000e-02	4.500e-02	3.000e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	6.000e-02
2.020e+04	3.500e-02	2.250e-02	6.500e-02	3.500e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.000e-02	4.500e-02	2.750e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.000e-02
2.030e+04	3.500e-02	2.250e-02	6.750e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	2.750e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.000e-02
2.040e+04	3.750e-02	2.250e-02	7.000e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.000e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.000e-02
2.050e+04	3.750e-02	2.250e-02	7.000e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.000e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.000e-02
2.060e+04	3.750e-02	2.000e-02	6.750e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.500e-02	3.000e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.000e-02
2.070e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.000e-02
2.080e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.000e-02
2.090e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.000e-02
2.100e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
2.110e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.750e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
2.120e+04	3.750e-02	2.000e-02	6.500e-02	3.500e-02	2.250e-02	4.250e-02	3.250e-02	2.000e-02	5.750e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
2.130e+04	3.750e-02	2.000e-02	6.500e-02	3.500e-02	2.250e-02	4.250e-02	3.250e-02	2.000e-02	5.750e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
2.140e+04	3.750e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.750e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.150e+04	4.000e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	2.000e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.250e-02
2.160e+04	4.000e-02	2.000e-02	6.500e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	1.750e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.170e+04	4.000e-02	2.000e-02	6.250e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	1.750e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.180e+04	4.000e-02	2.000e-02	6.250e-02	3.750e-02	2.250e-02	4.500e-02	3.250e-02	1.750e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.190e+04	4.000e-02	2.000e-02	6.250e-02	3.750e-02	2.250e-02	4.250e-02	3.250e-02	1.750e-02	5.750e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.200e+04	4.250e-02	2.000e-02	6.250e-02	3.750e-02	2.000e-02	4.250e-02	3.250e-02	1.750e-02	5.500e-02	4.500e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.210e+04	4.250e-02	2.000e-02	6.500e-02	3.750e-02	2.000e-02	4.250e-02	3.250e-02	1.750e-02	5.500e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.220e+04	4.500e-02	2.000e-02	6.500e-02	3.750e-02	2.000e-02	4.250e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.500e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.230e+04	4.500e-02	2.000e-02	6.500e-02	3.750e-02	2.000e-02	4.250e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.500e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.240e+04	4.750e-02	2.000e-02	6.500e-02	3.750e-02	2.000e-02	4.250e-02	3.000e-02	1.750e-02	5.500e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.250e+04	4.750e-02	2.000e-02	6.500e-02	3.500e-02	2.000e-02	4.500e-02	3.250e-02	2.000e-02	5.500e-02	4.750e-02	3.500e-02	6.250e-02	4.250e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.260e+04	4.750e-02	2.000e-02	6.250e-02	3.500e-02	2.000e-02	4.500e-02	3.250e-02	2.000e-02	5.250e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	4.000e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.270e+04	4.750e-02	2.000e-02	6.250e-02	3.500e-02	1.750e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	5.750e-02	4.500e-02	4.000e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.280e+04	4.750e-02	2.000e-02	6.250e-02	3.500e-02	1.750e-02	4.500e-02	3.000e-02	2.000e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	4.000e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02
2.290e+04	4.750e-02	2.000e-02	6.250e-02	3.500e-02	1.750e-02	4.500e-02	3.000e-02	2.000e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.500e-02	6.250e-02
2.300e+04	4.750e-02	2.250e-02	6.500e-02	3.500e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.310e+04	4.750e-02	2.250e-02	6.250e-02	3.500e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02	4.250e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
2.320e+04	4.750e-02	2.250e-02	6.000e-02	3.500e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	5.500e-02	5.000e-02	3.250e-02	6.250e-02
2.330e+04	4.750e-02	2.250e-02	6.000e-02	3.500e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	5.500e-02	5.000e-02	3.250e-02	6.000e-02
2.340e+04	4.750e-02	2.250e-02	6.000e-02	3.500e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.250e-02	6.000e-02
2.350e+04	4.750e-02	2.250e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.250e-02	6.000e-02
2.360e+04	4.750e-02	2.250e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	5.750e-02
2.370e+04	4.750e-02	2.250e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	5.750e-02
2.380e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.390e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.400e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.410e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.420e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.430e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.250e-02	3.500e-02	6.000e-02
2.440e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.250e-02	3.500e-02	6.000e-02
2.450e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	2.000e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.250e-02	3.500e-02	6.250e-02
2.460e+04	4.500e-02	2.250e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.250e-02	3.500e-02	6.000e-02
2.470e+04	4.500e-02	2.000e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.480e+04	4.500e-02	2.000e-02	6.000e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.490e+04	4.500e-02	2.000e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.500e+04	4.500e-02	2.000e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.750e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.750e-02	5.750e-02	4.750e-02	3.500e-02	6.000e-02
2.510e+04	4.250e-02	2.000e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.500e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02
2.520e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	2.000e-02	4.500e-02	3.000e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	6.000e-02
2.530e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	2.000e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	4.750e-02	3.500e-02	6.000e-02
2.540e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.550e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.250e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.560e+04	4.500e-02	2.250e-02	6.500e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.570e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.580e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	3.750e-02	6.000e-02	4.500e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.590e+04	4.500e-02	2.250e-02	6.250e-02	3.250e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	4.000e-02	6.000e-02	4.750e-02	3.750e-02	5.500e-02	5.000e-02	3.500e-02	6.000e-02
2.600e+04	4.500e-02	2.250e-02	6.500e-02	3.000e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.500e-02	4.750e-02	4.000e-02	6.250e-02	4.750e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.000e-02
2.610e+04	4.250e-02	2.250e-02	6.500e-02	3.000e-02	1.750e-02	4.750e-02	2.750e-02	1.500e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.250e-02
2.620e+04	4.000e-02	2.250e-02	6.500e-02	3.000e-02	1.750e-02	4.750e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02	4.750e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.250e-02
2.630e+04	4.250e-02	2.250e-02	6.750e-02	3.000e-02	1.750e-02	4.750e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	4.000e-02	6.250e-02	4.750e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.250e-02
2.640e+04	4.250e-02	2.250e-02	6.750e-02	3.000e-02	1.750e-02	4.750e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	4.000e-02	6.250e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.250e-02
2.650e+04	4.250e-02	2.250e-02	6.750e-02	3.000e-02	2.000e-02	4.750e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	4.000e-02	6.250e-02	4.500e-02	3.750e-02	6.000e-02	5.000e-02	3.750e-02	6.250e-02
2.660e+04	4.250e-02	2.250e-02	6.500e-02	3.000e-02	2.000e-02	4.750e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	4.000e-02	6.250e-02	4.500e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	6.250e-02
2.670e+04	4.250e-02	2.250e-02	6.500e-02	3.000e-02	2.000e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	6.250e-02
2.680e+04	4.250e-02	2.250e-02	6.250e-02	3.000e-02	2.000e-02	4.750e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	6.250e-02
2.690e+04	4.250e-02	2.250e-02	6.250e-02	3.000e-02	2.000e-02	4.750e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	5.000e-02	3.500e-02	6.250e-02
2.700e+04	4.250e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.750e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	3.750e-02	5.750e-02	5.000e-02	3.750e-02	6.250e-02
2.710e+04	4.250e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.250e-02
2.720e+04	4.250e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02	5.000e-02	3.500e-02	6.250e-02
2.730e+04	4.000e-02	2.000e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	6.000e-02	5.000e-02	3.500e-02	6.250e-02
2.740e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.250e-02
2.750e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	6.000e-02	4.750e-02	3.500e-02	6.250e-02
2.760e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	6.500e-02
2.770e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.500e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02
2.780e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.250e-02	2.500e-02	1.500e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	6.000e-02	4.750e-02	3.750e-02	6.250e-02
2.790e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.750e-02	4.250e-02	2.500e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.000e-02	4.250e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02
2.800e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.500e-02	4.250e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02
2.810e+04	4.000e-02	2.250e-02	6.250e-02	3.000e-02	1.500e-02	4.250e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02
2.820e+04	4.000e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.250e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	3.750e-02	5.750e-02	4.750e-02	3.750e-02	6.250e-02
2.830e+04	4.000e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.500e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	5.750e-02	4.750e-02	3.500e-02	6.250e-02
2.840e+04	4.000e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.500e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	5.750e-02	5.000e-02	3.500e-02	6.250e-02
2.850e+04	3.750e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.500e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	5.750e-02	5.000e-02	3.500e-02	6.250e-02
2.860e+04	3.750e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.500e-02	2.750e-02	1.250e-02	5.750e-02	4.500e-02	3.750e-02	6.250e-02	4.250e-02	4.000e-02	5.750e-02	5.000e-02	3.500e-02	6.250e-02
2.870e+04	3.750e-02	2.000e-02	6.250e-02	3.000e-02	1.500e-02	4.250e-02	2.750e-02	1.250e-02	5.500e-02	4.500e-02	3.750e-02	6.250e-02	4.500e-02	4.000e-02	5.500e-02	5.000e-02	3.500e-02	6.250e-02
