n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max
8.600e+03	5.247e-02	4.576e-02	5.783e-02	5.445e-02	4.800e-02	6.597e-02	6.798e-02	5.503e-02	7.779e-02	5.416e-02	5.016e-02	5.789e-02	6.337e-02	5.594e-02	8.017e-02	6.660e-02	6.219e-02	7.194e-02
8.700e+03	5.247e-02	4.464e-02	5.731e-02	5.583e-02	4.790e-02	6.615e-02	6.955e-02	5.455e-02	7.788e-02	5.432e-02	5.006e-02	5.818e-02	6.337e-02	5.644e-02	8.017e-02	6.684e-02	6.164e-02	7.194e-02
8.800e+03	5.250e-02	4.496e-02	5.731e-02	5.552e-02	4.890e-02	6.508e-02	6.967e-02	5.297e-02	7.788e-02	5.433e-02	4.970e-02	5.801e-02	6.343e-02	5.684e-02	7.986e-02	6.673e-02	6.164e-02	7.187e-02
8.900e+03	5.225e-02	4.502e-02	5.794e-02	5.404e-02	4.747e-02	6.533e-02	6.774e-02	5.299e-02	7.819e-02	5.444e-02	4.977e-02	5.821e-02	6.332e-02	5.684e-02	7.878e-02	6.666e-02	6.110e-02	7.162e-02
9.000e+03	5.191e-02	4.545e-02	5.828e-02	5.569e-02	4.760e-02	6.675e-02	6.791e-02	5.243e-02	7.783e-02	5.387e-02	5.007e-02	5.801e-02	6.337e-02	5.709e-02	7.945e-02	6.672e-02	6.141e-02	7.141e-02
9.100e+03	5.203e-02	4.545e-02	5.828e-02	5.577e-02	4.760e-02	6.701e-02	6.869e-02	5.249e-02	7.783e-02	5.378e-02	4.968e-02	5.801e-02	6.304e-02	5.709e-02	7.883e-02	6.734e-02	6.238e-02	7.153e-02
9.200e+03	5.253e-02	4.532e-02	5.836e-02	5.609e-02	4.884e-02	6.701e-02	6.734e-02	5.207e-02	7.812e-02	5.372e-02	4.968e-02	5.801e-02	6.304e-02	5.459e-02	7.883e-02	6.767e-02	6.249e-02	7.153e-02
9.300e+03	5.286e-02	4.532e-02	5.938e-02	5.533e-02	4.884e-02	6.661e-02	6.722e-02	5.398e-02	7.785e-02	5.395e-02	4.994e-02	5.791e-02	6.309e-02	5.478e-02	7.883e-02	6.727e-02	6.203e-02	7.177e-02
9.400e+03	5.155e-02	4.545e-02	5.938e-02	5.609e-02	4.925e-02	6.661e-02	6.687e-02	5.330e-02	7.836e-02	5.395e-02	4.963e-02	5.790e-02	6.292e-02	5.529e-02	7.844e-02	6.673e-02	6.209e-02	7.177e-02
9.500e+03	5.144e-02	4.517e-02	5.835e-02	5.609e-02	4.925e-02	6.661e-02	6.810e-02	5.568e-02	7.833e-02	5.395e-02	4.968e-02	5.776e-02	6.275e-02	5.500e-02	7.914e-02	6.782e-02	6.210e-02	7.123e-02
9.600e+03	5.114e-02	4.502e-02	5.868e-02	5.667e-02	4.893e-02	6.756e-02	6.763e-02	5.559e-02	7.828e-02	5.461e-02	4.960e-02	5.787e-02	6.332e-02	5.513e-02	7.948e-02	6.783e-02	6.216e-02	7.123e-02
9.700e+03	5.108e-02	4.497e-02	5.907e-02	5.658e-02	4.918e-02	6.763e-02	6.753e-02	5.559e-02	7.828e-02	5.461e-02	4.970e-02	5.818e-02	6.332e-02	5.513e-02	7.948e-02	6.783e-02	6.216e-02	7.084e-02
9.800e+03	5.114e-02	4.482e-02	5.906e-02	5.658e-02	4.918e-02	6.763e-02	6.753e-02	5.559e-02	7.809e-02	5.499e-02	4.946e-02	5.861e-02	6.332e-02	5.513e-02	7.934e-02	6.680e-02	6.138e-02	7.223e-02
9.900e+03	5.114e-02	4.535e-02	5.833e-02	5.643e-02	4.918e-02	6.781e-02	6.698e-02	5.568e-02	7.809e-02	5.476e-02	4.952e-02	5.819e-02	6.398e-02	5.544e-02	7.932e-02	6.728e-02	5.996e-02	7.205e-02
1.000e+04	5.114e-02	4.549e-02	5.795e-02	5.610e-02	4.879e-02	6.922e-02	6.395e-02	5.550e-02	7.809e-02	5.488e-02	5.063e-02	5.767e-02	6.372e-02	5.516e-02	7.828e-02	6.686e-02	5.813e-02	7.299e-02
1.010e+04	5.207e-02	4.624e-02	5.811e-02	5.653e-02	4.827e-02	6.922e-02	6.343e-02	5.579e-02	7.840e-02	5.554e-02	4.974e-02	5.767e-02	6.350e-02	5.513e-02	7.828e-02	6.672e-02	5.822e-02	7.296e-02
1.020e+04	5.275e-02	4.495e-02	5.710e-02	5.625e-02	4.815e-02	6.922e-02	6.343e-02	5.579e-02	7.856e-02	5.504e-02	4.974e-02	5.821e-02	6.350e-02	5.528e-02	7.695e-02	6.618e-02	5.822e-02	7.189e-02
1.030e+04	5.225e-02	4.503e-02	5.836e-02	5.795e-02	4.762e-02	6.922e-02	6.369e-02	5.571e-02	7.856e-02	5.427e-02	5.055e-02	5.806e-02	6.362e-02	5.482e-02	7.744e-02	6.644e-02	5.845e-02	7.149e-02
1.040e+04	5.235e-02	4.545e-02	5.823e-02	5.795e-02	4.727e-02	6.906e-02	6.369e-02	5.579e-02	7.856e-02	5.427e-02	5.015e-02	5.786e-02	6.400e-02	5.482e-02	7.720e-02	6.644e-02	5.794e-02	7.064e-02
1.050e+04	5.235e-02	4.524e-02	5.724e-02	5.759e-02	4.727e-02	6.910e-02	6.362e-02	5.526e-02	7.856e-02	5.463e-02	5.010e-02	5.792e-02	6.395e-02	5.486e-02	7.656e-02	6.621e-02	5.772e-02	7.086e-02
1.060e+04	5.197e-02	4.524e-02	5.756e-02	5.767e-02	4.727e-02	6.910e-02	6.362e-02	5.515e-02	7.876e-02	5.464e-02	5.028e-02	5.808e-02	6.407e-02	5.454e-02	7.683e-02	6.623e-02	5.829e-02	7.086e-02
1.070e+04	5.210e-02	4.545e-02	5.756e-02	5.814e-02	4.655e-02	6.876e-02	6.351e-02	5.563e-02	7.902e-02	5.523e-02	5.013e-02	5.774e-02	6.389e-02	5.463e-02	7.659e-02	6.509e-02	5.829e-02	6.930e-02
1.080e+04	5.187e-02	4.563e-02	5.742e-02	5.856e-02	4.796e-02	6.863e-02	5.998e-02	5.395e-02	7.921e-02	5.463e-02	5.027e-02	5.774e-02	6.366e-02	5.463e-02	7.659e-02	6.509e-02	5.840e-02	6.964e-02
1.090e+04	5.203e-02	4.523e-02	5.827e-02	5.802e-02	4.848e-02	6.803e-02	6.000e-02	5.395e-02	7.921e-02	5.523e-02	5.082e-02	5.754e-02	6.408e-02	5.446e-02	7.659e-02	6.509e-02	5.770e-02	6.964e-02
1.100e+04	5.166e-02	4.593e-02	5.827e-02	5.802e-02	4.835e-02	6.693e-02	6.000e-02	5.526e-02	7.921e-02	5.511e-02	5.025e-02	5.754e-02	6.354e-02	5.463e-02	7.653e-02	6.509e-02	5.770e-02	6.930e-02
1.110e+04	5.211e-02	4.623e-02	5.806e-02	5.802e-02	4.835e-02	6.714e-02	5.940e-02	5.526e-02	7.921e-02	5.422e-02	4.994e-02	5.773e-02	6.336e-02	5.463e-02	7.653e-02	6.430e-02	5.770e-02	6.916e-02
1.120e+04	5.211e-02	4.536e-02	5.854e-02	5.626e-02	4.797e-02	6.714e-02	5.975e-02	5.508e-02	7.921e-02	5.419e-02	4.992e-02	5.703e-02	6.354e-02	5.471e-02	7.653e-02	6.353e-02	5.833e-02	7.272e-02
1.130e+04	5.188e-02	4.543e-02	5.854e-02	5.626e-02	4.783e-02	6.714e-02	5.975e-02	5.508e-02	7.921e-02	5.419e-02	4.999e-02	5.715e-02	6.354e-02	5.466e-02	7.653e-02	6.351e-02	5.815e-02	7.278e-02
1.140e+04	5.180e-02	4.447e-02	5.764e-02	5.677e-02	4.709e-02	6.764e-02	5.975e-02	5.532e-02	7.921e-02	5.433e-02	4.999e-02	5.677e-02	6.392e-02	5.466e-02	7.587e-02	6.297e-02	5.815e-02	7.022e-02
1.150e+04	5.180e-02	4.447e-02	5.724e-02	5.682e-02	4.709e-02	6.617e-02	5.933e-02	5.532e-02	7.773e-02	5.469e-02	4.992e-02	5.708e-02	6.392e-02	5.459e-02	7.624e-02	6.412e-02	5.815e-02	7.022e-02
1.160e+04	5.187e-02	4.441e-02	5.726e-02	5.682e-02	4.709e-02	6.829e-02	5.933e-02	5.459e-02	7.773e-02	5.473e-02	5.047e-02	5.728e-02	6.392e-02	5.463e-02	7.681e-02	6.415e-02	5.824e-02	7.022e-02
1.170e+04	5.257e-02	4.441e-02	5.726e-02	5.756e-02	4.721e-02	6.823e-02	6.005e-02	5.387e-02	7.763e-02	5.460e-02	5.035e-02	5.728e-02	6.326e-02	5.608e-02	7.681e-02	6.431e-02	5.834e-02	6.983e-02
1.180e+04	5.257e-02	4.561e-02	5.737e-02	5.738e-02	4.721e-02	6.823e-02	6.046e-02	5.387e-02	7.767e-02	5.470e-02	5.047e-02	5.693e-02	6.326e-02	5.575e-02	7.681e-02	6.393e-02	5.826e-02	6.982e-02
1.190e+04	5.332e-02	4.503e-02	5.691e-02	5.773e-02	4.721e-02	6.740e-02	5.964e-02	5.301e-02	7.785e-02	5.476e-02	5.072e-02	5.709e-02	6.311e-02	5.511e-02	7.681e-02	6.501e-02	5.775e-02	6.970e-02
1.200e+04	5.337e-02	4.503e-02	5.691e-02	5.798e-02	4.721e-02	6.740e-02	5.964e-02	5.301e-02	7.802e-02	5.521e-02	5.111e-02	5.719e-02	6.300e-02	5.511e-02	7.873e-02	6.468e-02	5.763e-02	6.970e-02
1.210e+04	5.337e-02	4.481e-02	5.770e-02	5.824e-02	4.682e-02	6.742e-02	5.977e-02	5.357e-02	7.802e-02	5.489e-02	5.071e-02	5.719e-02	6.164e-02	5.437e-02	7.873e-02	6.468e-02	5.783e-02	6.970e-02
1.220e+04	5.337e-02	4.497e-02	5.770e-02	5.824e-02	4.682e-02	6.632e-02	5.952e-02	5.160e-02	7.803e-02	5.463e-02	5.090e-02	5.719e-02	6.088e-02	5.463e-02	7.873e-02	6.468e-02	5.783e-02	6.970e-02
1.230e+04	5.316e-02	4.500e-02	5.821e-02	5.809e-02	4.602e-02	6.595e-02	5.882e-02	5.160e-02	7.803e-02	5.463e-02	5.090e-02	5.719e-02	6.088e-02	5.463e-02	7.847e-02	6.342e-02	5.596e-02	6.855e-02
1.240e+04	5.351e-02	4.500e-02	5.787e-02	5.866e-02	4.587e-02	6.615e-02	5.890e-02	5.160e-02	7.803e-02	5.463e-02	5.105e-02	5.754e-02	6.141e-02	5.535e-02	7.847e-02	6.342e-02	5.609e-02	6.855e-02
1.250e+04	5.388e-02	4.479e-02	5.805e-02	5.949e-02	4.587e-02	6.579e-02	5.911e-02	5.151e-02	7.903e-02	5.443e-02	5.083e-02	5.719e-02	6.226e-02	5.535e-02	7.762e-02	6.342e-02	5.671e-02	6.855e-02
1.260e+04	5.301e-02	4.370e-02	5.805e-02	5.949e-02	4.587e-02	6.561e-02	5.911e-02	5.151e-02	7.898e-02	5.442e-02	5.083e-02	5.719e-02	6.231e-02	5.418e-02	7.762e-02	6.275e-02	5.671e-02	6.859e-02
1.270e+04	5.325e-02	4.370e-02	5.700e-02	5.949e-02	4.607e-02	6.561e-02	5.911e-02	5.186e-02	7.570e-02	5.463e-02	5.101e-02	5.674e-02	6.308e-02	5.418e-02	7.762e-02	6.226e-02	5.691e-02	6.862e-02
1.280e+04	5.295e-02	4.370e-02	5.688e-02	5.833e-02	4.621e-02	6.561e-02	5.975e-02	5.186e-02	7.498e-02	5.478e-02	5.101e-02	5.642e-02	6.273e-02	5.445e-02	7.600e-02	6.210e-02	5.615e-02	6.862e-02
1.290e+04	5.295e-02	4.370e-02	5.688e-02	5.803e-02	4.602e-02	6.561e-02	6.045e-02	5.194e-02	7.504e-02	5.478e-02	5.098e-02	5.642e-02	6.273e-02	5.445e-02	7.671e-02	6.210e-02	5.569e-02	6.836e-02
1.300e+04	5.337e-02	4.370e-02	5.680e-02	5.792e-02	4.602e-02	6.579e-02	6.136e-02	5.194e-02	7.513e-02	5.442e-02	5.033e-02	5.684e-02	6.228e-02	5.445e-02	7.671e-02	6.210e-02	5.626e-02	6.836e-02
1.310e+04	5.330e-02	4.428e-02	5.594e-02	5.740e-02	4.638e-02	6.482e-02	6.136e-02	5.194e-02	7.513e-02	5.428e-02	5.023e-02	5.684e-02	6.271e-02	5.424e-02	7.671e-02	6.186e-02	5.624e-02	6.861e-02
1.320e+04	5.330e-02	4.428e-02	5.691e-02	5.740e-02	4.799e-02	6.482e-02	6.021e-02	5.186e-02	7.513e-02	5.447e-02	5.024e-02	5.638e-02	6.173e-02	5.424e-02	7.671e-02	6.068e-02	5.555e-02	6.797e-02
1.330e+04	5.301e-02	4.399e-02	5.879e-02	5.740e-02	4.711e-02	6.494e-02	6.021e-02	5.186e-02	7.513e-02	5.478e-02	5.088e-02	5.693e-02	6.226e-02	5.424e-02	7.751e-02	6.075e-02	5.480e-02	6.797e-02
1.340e+04	5.340e-02	4.396e-02	5.879e-02	5.680e-02	4.720e-02	6.494e-02	5.995e-02	5.213e-02	7.513e-02	5.422e-02	5.093e-02	5.693e-02	6.188e-02	5.424e-02	7.826e-02	6.075e-02	5.472e-02	6.810e-02
1.350e+04	5.255e-02	4.342e-02	5.928e-02	5.793e-02	4.672e-02	6.452e-02	5.995e-02	5.185e-02	7.421e-02	5.392e-02	5.094e-02	5.718e-02	6.125e-02	5.422e-02	7.826e-02	6.096e-02	5.472e-02	6.810e-02
1.360e+04	5.191e-02	4.251e-02	5.925e-02	5.909e-02	4.672e-02	6.452e-02	5.995e-02	5.185e-02	7.421e-02	5.436e-02	5.094e-02	5.722e-02	6.215e-02	5.422e-02	7.660e-02	6.080e-02	5.544e-02	6.810e-02
1.370e+04	5.249e-02	4.278e-02	5.925e-02	5.854e-02	4.637e-02	6.434e-02	5.995e-02	5.213e-02	7.370e-02	5.413e-02	5.094e-02	5.693e-02	6.282e-02	5.422e-02	7.672e-02	6.096e-02	5.544e-02	6.810e-02
1.380e+04	5.176e-02	4.323e-02	6.055e-02	5.854e-02	4.637e-02	6.424e-02	5.959e-02	5.143e-02	7.439e-02	5.436e-02	5.023e-02	5.693e-02	6.294e-02	5.410e-02	7.672e-02	6.096e-02	5.371e-02	6.779e-02
1.390e+04	5.176e-02	4.381e-02	5.989e-02	5.829e-02	4.621e-02	6.424e-02	5.959e-02	5.161e-02	7.543e-02	5.436e-02	5.054e-02	5.588e-02	6.338e-02	5.410e-02	7.635e-02	6.222e-02	5.316e-02	6.867e-02
1.400e+04	5.180e-02	4.381e-02	5.989e-02	5.829e-02	4.571e-02	6.485e-02	5.972e-02	5.161e-02	7.473e-02	5.466e-02	5.054e-02	5.643e-02	6.349e-02	5.371e-02	7.635e-02	6.222e-02	5.316e-02	6.855e-02
1.410e+04	5.190e-02	4.381e-02	5.989e-02	5.829e-02	4.571e-02	6.495e-02	5.942e-02	5.161e-02	7.473e-02	5.466e-02	5.054e-02	5.643e-02	6.349e-02	5.371e-02	7.349e-02	6.181e-02	5.316e-02	6.855e-02
1.420e+04	5.176e-02	4.423e-02	6.106e-02	5.829e-02	4.556e-02	6.495e-02	5.936e-02	5.138e-02	7.409e-02	5.433e-02	5.196e-02	5.635e-02	6.313e-02	5.382e-02	7.349e-02	6.198e-02	5.350e-02	6.769e-02
1.430e+04	5.223e-02	4.543e-02	6.106e-02	5.828e-02	4.583e-02	6.476e-02	5.936e-02	5.138e-02	7.423e-02	5.486e-02	5.190e-02	5.645e-02	6.313e-02	5.382e-02	7.394e-02	6.198e-02	5.303e-02	6.769e-02
1.440e+04	5.223e-02	4.543e-02	6.010e-02	5.828e-02	4.598e-02	6.423e-02	5.936e-02	5.125e-02	7.549e-02	5.446e-02	5.190e-02	5.652e-02	6.313e-02	5.382e-02	7.401e-02	6.244e-02	5.303e-02	6.758e-02
1.450e+04	5.223e-02	4.576e-02	6.001e-02	5.787e-02	4.598e-02	6.423e-02	5.878e-02	4.959e-02	7.549e-02	5.446e-02	5.190e-02	5.652e-02	6.229e-02	5.382e-02	7.401e-02	6.241e-02	5.303e-02	6.758e-02
1.460e+04	5.233e-02	4.404e-02	6.051e-02	5.785e-02	4.671e-02	6.517e-02	5.955e-02	4.959e-02	7.549e-02	5.446e-02	5.155e-02	5.650e-02	6.229e-02	5.492e-02	7.431e-02	6.156e-02	5.350e-02	6.758e-02
1.470e+04	5.233e-02	4.399e-02	6.055e-02	5.668e-02	4.628e-02	6.520e-02	5.955e-02	4.975e-02	7.583e-02	5.446e-02	5.123e-02	5.626e-02	6.255e-02	5.445e-02	7.407e-02	5.920e-02	5.311e-02	6.769e-02
1.480e+04	5.307e-02	4.378e-02	6.055e-02	5.643e-02	4.682e-02	6.525e-02	6.003e-02	5.075e-02	7.583e-02	5.472e-02	5.123e-02	5.629e-02	6.255e-02	5.471e-02	7.203e-02	5.920e-02	5.316e-02	6.769e-02
1.490e+04	5.307e-02	4.443e-02	6.223e-02	5.710e-02	4.682e-02	6.525e-02	6.072e-02	4.955e-02	7.495e-02	5.482e-02	4.940e-02	5.670e-02	6.275e-02	5.471e-02	7.100e-02	5.920e-02	5.316e-02	6.769e-02
1.500e+04	5.307e-02	4.443e-02	6.223e-02	5.664e-02	4.638e-02	6.489e-02	6.062e-02	4.955e-02	7.495e-02	5.412e-02	4.940e-02	5.700e-02	6.386e-02	5.471e-02	7.093e-02	5.920e-02	5.291e-02	6.769e-02
1.510e+04	5.215e-02	4.495e-02	6.196e-02	5.664e-02	4.616e-02	6.615e-02	6.072e-02	4.909e-02	7.495e-02	5.487e-02	4.986e-02	5.700e-02	6.400e-02	5.471e-02	7.093e-02	5.920e-02	5.291e-02	6.777e-02
1.520e+04	5.215e-02	4.488e-02	6.176e-02	5.643e-02	4.607e-02	6.659e-02	6.072e-02	4.882e-02	6.782e-02	5.487e-02	4.988e-02	5.669e-02	6.400e-02	5.471e-02	7.042e-02	5.908e-02	5.292e-02	6.820e-02
1.530e+04	5.077e-02	4.488e-02	6.176e-02	5.643e-02	4.604e-02	6.659e-02	6.089e-02	4.882e-02	6.690e-02	5.487e-02	5.032e-02	5.669e-02	6.412e-02	5.521e-02	7.042e-02	5.908e-02	5.301e-02	6.812e-02
1.540e+04	5.077e-02	4.502e-02	6.245e-02	5.643e-02	4.590e-02	6.687e-02	6.067e-02	4.914e-02	6.690e-02	5.487e-02	5.032e-02	5.669e-02	6.447e-02	5.521e-02	7.135e-02	5.871e-02	5.301e-02	6.812e-02
1.550e+04	5.010e-02	4.502e-02	6.176e-02	5.643e-02	4.590e-02	6.658e-02	6.067e-02	4.884e-02	6.801e-02	5.487e-02	5.083e-02	5.659e-02	6.448e-02	5.412e-02	7.179e-02	5.883e-02	5.335e-02	6.808e-02
1.560e+04	5.026e-02	4.502e-02	6.176e-02	5.626e-02	4.596e-02	6.658e-02	6.067e-02	4.891e-02	6.832e-02	5.499e-02	5.113e-02	5.697e-02	6.448e-02	5.420e-02	7.179e-02	5.821e-02	5.335e-02	6.808e-02
1.570e+04	5.010e-02	4.482e-02	6.176e-02	5.589e-02	4.589e-02	6.658e-02	6.067e-02	4.891e-02	6.901e-02	5.488e-02	5.113e-02	5.738e-02	6.413e-02	5.412e-02	7.176e-02	5.821e-02	5.371e-02	6.808e-02
1.580e+04	5.107e-02	4.482e-02	6.145e-02	5.615e-02	4.578e-02	6.652e-02	6.116e-02	4.928e-02	6.901e-02	5.494e-02	5.113e-02	5.738e-02	6.414e-02	5.438e-02	7.176e-02	5.821e-02	5.371e-02	6.781e-02
1.590e+04	5.104e-02	4.482e-02	6.145e-02	5.625e-02	4.541e-02	6.646e-02	6.116e-02	4.928e-02	6.651e-02	5.494e-02	5.116e-02	5.738e-02	6.493e-02	5.403e-02	7.179e-02	5.821e-02	5.309e-02	6.827e-02
1.600e+04	5.093e-02	4.482e-02	6.128e-02	5.620e-02	4.528e-02	6.652e-02	6.116e-02	5.005e-02	6.769e-02	5.494e-02	5.116e-02	5.738e-02	6.509e-02	5.403e-02	7.179e-02	5.821e-02	5.299e-02	6.834e-02
1.610e+04	5.121e-02	4.482e-02	6.067e-02	5.540e-02	4.537e-02	6.652e-02	6.116e-02	5.005e-02	6.802e-02	5.494e-02	5.183e-02	5.781e-02	6.523e-02	5.412e-02	7.179e-02	5.882e-02	5.317e-02	6.827e-02
1.620e+04	5.079e-02	4.482e-02	6.095e-02	5.540e-02	4.541e-02	6.650e-02	6.116e-02	5.005e-02	6.749e-02	5.521e-02	5.183e-02	5.781e-02	6.523e-02	5.412e-02	7.179e-02	5.882e-02	5.309e-02	6.827e-02
1.630e+04	5.200e-02	4.482e-02	6.052e-02	5.453e-02	4.572e-02	6.650e-02	6.134e-02	5.021e-02	6.749e-02	5.521e-02	5.183e-02	5.765e-02	6.540e-02	5.412e-02	7.179e-02	5.970e-02	5.309e-02	6.837e-02
1.640e+04	5.275e-02	4.563e-02	6.052e-02	5.453e-02	4.572e-02	6.618e-02	6.134e-02	5.028e-02	6.749e-02	5.521e-02	5.183e-02	5.765e-02	6.509e-02	5.412e-02	7.179e-02	5.970e-02	5.284e-02	6.837e-02
1.650e+04	5.176e-02	4.563e-02	6.052e-02	5.508e-02	4.614e-02	6.687e-02	6.068e-02	5.071e-02	6.749e-02	5.521e-02	5.183e-02	5.765e-02	6.509e-02	5.437e-02	7.197e-02	5.970e-02	5.238e-02	6.837e-02
1.660e+04	5.244e-02	4.563e-02	6.007e-02	5.508e-02	4.577e-02	6.687e-02	6.068e-02	5.126e-02	6.693e-02	5.429e-02	5.123e-02	5.765e-02	6.509e-02	5.462e-02	7.197e-02	5.980e-02	5.236e-02	6.837e-02
1.670e+04	5.281e-02	4.708e-02	6.007e-02	5.508e-02	4.461e-02	6.739e-02	6.068e-02	5.126e-02	6.693e-02	5.433e-02	5.115e-02	5.802e-02	6.485e-02	5.444e-02	7.199e-02	5.946e-02	5.236e-02	6.842e-02
1.680e+04	5.347e-02	4.703e-02	6.007e-02	5.526e-02	4.423e-02	6.844e-02	6.096e-02	4.969e-02	6.693e-02	5.436e-02	5.115e-02	5.802e-02	6.489e-02	5.444e-02	7.199e-02	5.927e-02	5.264e-02	6.816e-02
1.690e+04	5.361e-02	4.676e-02	5.977e-02	5.559e-02	4.423e-02	6.844e-02	6.096e-02	4.944e-02	6.654e-02	5.436e-02	5.096e-02	5.802e-02	6.489e-02	5.512e-02	7.252e-02	5.930e-02	5.264e-02	6.780e-02
1.700e+04	5.233e-02	4.649e-02	5.977e-02	5.592e-02	4.423e-02	6.844e-02	5.931e-02	4.979e-02	6.654e-02	5.436e-02	5.096e-02	5.798e-02	6.452e-02	5.512e-02	7.273e-02	5.858e-02	5.255e-02	6.898e-02
1.710e+04	5.233e-02	4.649e-02	5.977e-02	5.602e-02	4.422e-02	6.856e-02	5.933e-02	4.944e-02	6.685e-02	5.478e-02	5.115e-02	5.798e-02	6.452e-02	5.296e-02	7.296e-02	5.770e-02	5.218e-02	6.899e-02
1.720e+04	5.233e-02	4.655e-02	5.992e-02	5.602e-02	4.422e-02	6.880e-02	5.933e-02	4.944e-02	6.737e-02	5.478e-02	5.140e-02	5.798e-02	6.419e-02	5.470e-02	7.296e-02	5.770e-02	5.217e-02	6.809e-02
1.730e+04	5.233e-02	4.655e-02	5.977e-02	5.602e-02	4.412e-02	7.003e-02	5.933e-02	4.866e-02	6.760e-02	5.478e-02	5.149e-02	5.798e-02	6.338e-02	5.470e-02	7.238e-02	5.722e-02	5.215e-02	6.877e-02
1.740e+04	5.231e-02	4.655e-02	6.023e-02	5.505e-02	4.423e-02	6.962e-02	5.933e-02	4.874e-02	6.686e-02	5.478e-02	5.149e-02	5.782e-02	6.338e-02	5.387e-02	7.238e-02	5.722e-02	5.255e-02	6.877e-02
1.750e+04	5.181e-02	4.655e-02	6.023e-02	5.505e-02	4.420e-02	6.962e-02	5.913e-02	5.005e-02	6.719e-02	5.478e-02	5.143e-02	5.782e-02	6.356e-02	5.387e-02	7.238e-02	5.722e-02	5.255e-02	6.877e-02
1.760e+04	5.185e-02	4.655e-02	6.023e-02	5.478e-02	4.420e-02	6.964e-02	5.902e-02	4.928e-02	6.719e-02	5.478e-02	5.143e-02	5.782e-02	6.215e-02	5.316e-02	7.287e-02	5.645e-02	5.229e-02	6.877e-02
1.770e+04	5.185e-02	4.655e-02	6.023e-02	5.446e-02	4.446e-02	6.964e-02	5.902e-02	4.948e-02	6.719e-02	5.492e-02	5.143e-02	5.782e-02	6.215e-02	5.316e-02	7.287e-02	5.708e-02	5.207e-02	6.877e-02
1.780e+04	5.139e-02	4.623e-02	6.023e-02	5.438e-02	4.446e-02	6.922e-02	5.902e-02	4.906e-02	6.742e-02	5.478e-02	5.187e-02	5.792e-02	6.215e-02	5.316e-02	7.287e-02	5.718e-02	5.207e-02	6.836e-02
1.790e+04	5.139e-02	4.623e-02	6.023e-02	5.438e-02	4.446e-02	6.915e-02	5.871e-02	4.933e-02	6.772e-02	5.476e-02	5.165e-02	5.819e-02	6.219e-02	5.275e-02	7.287e-02	5.718e-02	5.207e-02	6.836e-02
1.800e+04	5.113e-02	4.545e-02	6.067e-02	5.473e-02	4.485e-02	6.915e-02	5.871e-02	4.910e-02	6.766e-02	5.469e-02	5.151e-02	5.819e-02	6.219e-02	5.429e-02	7.290e-02	5.664e-02	5.215e-02	6.836e-02
1.810e+04	5.115e-02	4.541e-02	6.067e-02	5.473e-02	4.545e-02	6.914e-02	5.871e-02	4.815e-02	6.797e-02	5.469e-02	5.151e-02	5.782e-02	6.219e-02	5.485e-02	7.290e-02	5.664e-02	5.215e-02	6.836e-02
1.820e+04	5.115e-02	4.532e-02	5.987e-02	5.499e-02	4.545e-02	6.900e-02	5.871e-02	4.829e-02	6.857e-02	5.464e-02	5.159e-02	5.840e-02	6.219e-02	5.512e-02	7.290e-02	5.671e-02	5.215e-02	6.836e-02
1.830e+04	5.079e-02	4.505e-02	5.987e-02	5.501e-02	4.532e-02	6.914e-02	5.854e-02	4.829e-02	6.857e-02	5.538e-02	5.151e-02	5.823e-02	6.223e-02	5.454e-02	7.281e-02	5.671e-02	5.208e-02	6.836e-02
