n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.global.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.global.pleiotropy.sd.max
2.820e+04	5.053e-02	4.502e-02	5.959e-02	4.812e-02	3.881e-02	6.489e-02	5.550e-02	4.606e-02	7.062e-02	5.562e-02	5.143e-02	5.994e-02	5.703e-02	5.123e-02	6.850e-02	5.695e-02	5.371e-02	6.068e-02
2.830e+04	5.053e-02	4.502e-02	5.969e-02	4.820e-02	3.881e-02	6.473e-02	5.594e-02	4.606e-02	7.010e-02	5.562e-02	5.143e-02	5.994e-02	5.703e-02	5.123e-02	6.850e-02	5.695e-02	5.371e-02	6.068e-02
2.840e+04	5.053e-02	4.502e-02	5.969e-02	4.820e-02	3.968e-02	6.473e-02	5.594e-02	4.605e-02	6.911e-02	5.562e-02	5.143e-02	6.044e-02	5.703e-02	5.119e-02	6.850e-02	5.695e-02	5.371e-02	6.059e-02
2.850e+04	5.074e-02	4.502e-02	5.952e-02	4.808e-02	3.968e-02	6.473e-02	5.594e-02	4.555e-02	6.911e-02	5.483e-02	5.143e-02	5.973e-02	5.646e-02	5.119e-02	6.850e-02	5.703e-02	5.275e-02	6.198e-02
2.860e+04	5.092e-02	4.492e-02	5.952e-02	4.808e-02	3.888e-02	6.473e-02	5.583e-02	4.585e-02	6.925e-02	5.483e-02	5.098e-02	6.016e-02	5.667e-02	5.125e-02	6.850e-02	5.703e-02	5.271e-02	6.198e-02
2.870e+04	5.076e-02	4.461e-02	5.952e-02	4.731e-02	3.888e-02	6.473e-02	5.594e-02	4.585e-02	6.925e-02	5.483e-02	5.167e-02	6.007e-02	5.711e-02	5.222e-02	6.772e-02	5.687e-02	5.266e-02	6.198e-02
2.880e+04	5.036e-02	4.461e-02	5.952e-02	4.795e-02	3.888e-02	6.473e-02	5.654e-02	4.545e-02	6.914e-02	5.483e-02	5.185e-02	6.007e-02	5.711e-02	5.222e-02	6.844e-02	5.687e-02	5.333e-02	6.198e-02
2.890e+04	5.036e-02	4.474e-02	5.952e-02	4.795e-02	3.888e-02	6.473e-02	5.691e-02	4.545e-02	6.815e-02	5.483e-02	5.185e-02	6.007e-02	5.711e-02	5.222e-02	6.844e-02	5.608e-02	5.320e-02	6.198e-02
2.900e+04	5.036e-02	4.435e-02	5.952e-02	4.799e-02	3.888e-02	6.473e-02	5.743e-02	4.545e-02	6.709e-02	5.483e-02	5.186e-02	6.007e-02	5.711e-02	5.222e-02	6.782e-02	5.608e-02	5.320e-02	6.198e-02
2.910e+04	5.056e-02	4.435e-02	5.952e-02	4.799e-02	3.888e-02	6.473e-02	5.743e-02	4.523e-02	6.745e-02	5.562e-02	5.186e-02	6.007e-02	5.711e-02	5.229e-02	6.782e-02	5.645e-02	5.345e-02	6.198e-02
2.920e+04	5.056e-02	4.435e-02	5.911e-02	4.778e-02	3.888e-02	6.473e-02	5.743e-02	4.523e-02	6.717e-02	5.562e-02	5.187e-02	6.007e-02	5.711e-02	5.229e-02	6.796e-02	5.608e-02	5.345e-02	6.198e-02
2.930e+04	4.996e-02	4.435e-02	5.911e-02	4.778e-02	3.888e-02	6.473e-02	5.767e-02	4.523e-02	6.717e-02	5.529e-02	5.239e-02	6.007e-02	5.777e-02	5.229e-02	6.796e-02	5.608e-02	5.372e-02	6.198e-02
2.940e+04	4.996e-02	4.435e-02	5.911e-02	4.799e-02	3.888e-02	6.473e-02	5.779e-02	4.523e-02	6.734e-02	5.529e-02	5.239e-02	6.007e-02	5.849e-02	5.229e-02	6.769e-02	5.608e-02	5.372e-02	6.198e-02
2.950e+04	4.996e-02	4.399e-02	5.929e-02	4.799e-02	3.924e-02	6.516e-02	5.779e-02	4.523e-02	6.734e-02	5.529e-02	5.212e-02	5.975e-02	5.674e-02	5.229e-02	6.742e-02	5.608e-02	5.372e-02	6.198e-02
2.960e+04	4.996e-02	4.399e-02	5.929e-02	4.758e-02	4.004e-02	6.516e-02	5.779e-02	4.503e-02	6.734e-02	5.529e-02	5.212e-02	5.975e-02	5.674e-02	5.229e-02	6.742e-02	5.608e-02	5.372e-02	6.198e-02
2.970e+04	4.996e-02	4.399e-02	5.929e-02	4.811e-02	4.004e-02	6.516e-02	5.779e-02	4.523e-02	6.734e-02	5.529e-02	5.204e-02	5.911e-02	5.664e-02	5.257e-02	6.715e-02	5.608e-02	5.372e-02	6.198e-02
2.980e+04	4.996e-02	4.399e-02	5.952e-02	4.811e-02	3.960e-02	6.489e-02	5.779e-02	4.523e-02	6.734e-02	5.512e-02	5.267e-02	5.922e-02	5.664e-02	5.257e-02	6.715e-02	5.608e-02	5.372e-02	6.198e-02
2.990e+04	4.996e-02	4.399e-02	5.991e-02	4.811e-02	3.960e-02	6.489e-02	5.783e-02	4.522e-02	6.734e-02	5.512e-02	5.267e-02	5.958e-02	5.664e-02	5.257e-02	6.715e-02	5.608e-02	5.359e-02	6.197e-02
3.000e+04	4.996e-02	4.399e-02	5.991e-02	4.811e-02	3.913e-02	6.489e-02	5.823e-02	4.522e-02	6.734e-02	5.486e-02	5.273e-02	5.913e-02	5.655e-02	5.257e-02	6.741e-02	5.589e-02	5.274e-02	6.197e-02
3.010e+04	5.072e-02	4.388e-02	5.975e-02	4.505e-02	3.794e-02	6.489e-02	5.823e-02	4.543e-02	6.769e-02	5.496e-02	5.273e-02	5.913e-02	5.655e-02	5.225e-02	6.741e-02	5.582e-02	5.274e-02	6.202e-02
3.020e+04	5.094e-02	4.388e-02	5.975e-02	4.505e-02	3.794e-02	6.488e-02	5.893e-02	4.523e-02	6.766e-02	5.461e-02	5.273e-02	5.923e-02	5.655e-02	5.218e-02	6.742e-02	5.582e-02	5.290e-02	6.202e-02
3.030e+04	5.058e-02	4.388e-02	5.991e-02	4.441e-02	3.794e-02	6.462e-02	5.902e-02	4.523e-02	6.766e-02	5.461e-02	5.273e-02	5.958e-02	5.655e-02	5.218e-02	6.742e-02	5.585e-02	5.290e-02	6.362e-02
3.040e+04	5.025e-02	4.325e-02	5.995e-02	4.380e-02	3.794e-02	6.462e-02	5.902e-02	4.515e-02	6.790e-02	5.461e-02	5.233e-02	5.958e-02	5.647e-02	5.141e-02	6.742e-02	5.550e-02	5.290e-02	6.362e-02
3.050e+04	5.024e-02	4.341e-02	6.028e-02	4.370e-02	3.794e-02	6.462e-02	5.902e-02	4.515e-02	6.994e-02	5.461e-02	5.233e-02	5.958e-02	5.647e-02	5.141e-02	6.742e-02	5.550e-02	5.290e-02	6.362e-02
3.060e+04	5.024e-02	4.330e-02	6.029e-02	4.357e-02	3.794e-02	6.462e-02	5.925e-02	4.509e-02	7.088e-02	5.461e-02	5.233e-02	5.958e-02	5.563e-02	5.165e-02	6.742e-02	5.539e-02	5.234e-02	6.441e-02
3.070e+04	5.031e-02	4.330e-02	6.017e-02	4.357e-02	3.794e-02	6.458e-02	5.925e-02	4.509e-02	7.066e-02	5.461e-02	5.238e-02	5.994e-02	5.563e-02	5.165e-02	6.742e-02	5.539e-02	5.233e-02	6.447e-02
3.080e+04	5.089e-02	4.346e-02	6.017e-02	4.357e-02	3.794e-02	6.466e-02	5.925e-02	4.509e-02	7.066e-02	5.446e-02	5.238e-02	5.994e-02	5.563e-02	5.165e-02	6.742e-02	5.539e-02	5.214e-02	6.447e-02
3.090e+04	5.089e-02	4.346e-02	6.024e-02	4.357e-02	3.794e-02	6.466e-02	5.925e-02	4.507e-02	7.066e-02	5.446e-02	5.238e-02	6.005e-02	5.596e-02	5.149e-02	6.767e-02	5.539e-02	5.214e-02	6.447e-02
3.100e+04	5.123e-02	4.346e-02	6.032e-02	4.357e-02	3.887e-02	6.466e-02	5.925e-02	4.507e-02	7.066e-02	5.446e-02	5.238e-02	5.910e-02	5.718e-02	5.149e-02	6.767e-02	5.533e-02	5.277e-02	6.439e-02
3.110e+04	5.112e-02	4.265e-02	6.010e-02	4.357e-02	3.887e-02	6.466e-02	5.854e-02	4.502e-02	7.066e-02	5.463e-02	5.291e-02	5.946e-02	5.760e-02	5.149e-02	6.781e-02	5.533e-02	5.277e-02	6.340e-02
3.120e+04	5.112e-02	4.107e-02	6.032e-02	4.357e-02	3.887e-02	6.466e-02	5.806e-02	4.471e-02	7.066e-02	5.463e-02	5.229e-02	5.969e-02	5.801e-02	5.140e-02	6.783e-02	5.563e-02	5.277e-02	6.335e-02
3.130e+04	5.123e-02	4.133e-02	6.021e-02	4.364e-02	3.887e-02	6.466e-02	5.831e-02	4.471e-02	7.076e-02	5.463e-02	5.229e-02	5.969e-02	5.801e-02	5.161e-02	6.783e-02	5.563e-02	5.277e-02	6.335e-02
3.140e+04	5.123e-02	4.133e-02	6.021e-02	4.364e-02	3.887e-02	6.454e-02	5.831e-02	4.471e-02	7.076e-02	5.463e-02	5.229e-02	5.989e-02	5.786e-02	5.126e-02	6.783e-02	5.563e-02	5.277e-02	6.238e-02
3.150e+04	5.134e-02	4.122e-02	6.021e-02	4.364e-02	3.887e-02	6.454e-02	5.795e-02	4.471e-02	6.864e-02	5.463e-02	5.173e-02	5.989e-02	5.786e-02	5.161e-02	6.783e-02	5.563e-02	5.277e-02	6.278e-02
3.160e+04	5.040e-02	4.122e-02	6.027e-02	4.371e-02	3.887e-02	6.454e-02	5.795e-02	4.412e-02	6.873e-02	5.463e-02	5.173e-02	5.989e-02	5.691e-02	5.161e-02	6.783e-02	5.566e-02	5.277e-02	6.278e-02
3.170e+04	5.059e-02	4.126e-02	6.173e-02	4.371e-02	3.887e-02	6.392e-02	5.683e-02	4.350e-02	6.548e-02	5.496e-02	5.167e-02	5.977e-02	5.691e-02	5.161e-02	6.783e-02	5.589e-02	5.277e-02	6.278e-02
3.180e+04	5.059e-02	4.076e-02	6.096e-02	4.371e-02	3.863e-02	6.392e-02	5.683e-02	4.350e-02	6.548e-02	5.496e-02	5.166e-02	5.977e-02	5.644e-02	5.161e-02	6.796e-02	5.625e-02	5.277e-02	6.278e-02
3.190e+04	5.059e-02	4.076e-02	6.123e-02	4.242e-02	3.863e-02	6.392e-02	5.683e-02	4.412e-02	6.576e-02	5.513e-02	5.166e-02	5.977e-02	5.644e-02	5.169e-02	6.796e-02	5.625e-02	5.256e-02	6.278e-02
3.200e+04	5.090e-02	4.076e-02	5.986e-02	4.270e-02	3.863e-02	6.392e-02	5.683e-02	4.412e-02	6.549e-02	5.513e-02	5.166e-02	5.989e-02	5.644e-02	5.194e-02	6.758e-02	5.625e-02	5.333e-02	6.278e-02
3.210e+04	5.162e-02	4.076e-02	6.020e-02	4.270e-02	3.863e-02	6.389e-02	5.683e-02	4.412e-02	6.549e-02	5.513e-02	5.166e-02	5.989e-02	5.644e-02	5.169e-02	6.759e-02	5.612e-02	5.333e-02	6.223e-02
3.220e+04	5.162e-02	4.076e-02	6.020e-02	4.270e-02	3.863e-02	6.389e-02	5.683e-02	4.412e-02	6.549e-02	5.513e-02	5.166e-02	5.989e-02	5.644e-02	5.169e-02	6.764e-02	5.612e-02	5.333e-02	6.223e-02
3.230e+04	5.162e-02	4.076e-02	6.020e-02	4.399e-02	3.863e-02	6.389e-02	5.683e-02	4.311e-02	6.560e-02	5.513e-02	5.166e-02	5.989e-02	5.644e-02	5.137e-02	6.764e-02	5.565e-02	5.333e-02	6.227e-02
3.240e+04	5.139e-02	4.076e-02	5.992e-02	4.399e-02	3.837e-02	6.389e-02	5.691e-02	4.290e-02	6.560e-02	5.513e-02	5.166e-02	5.938e-02	5.644e-02	5.167e-02	6.732e-02	5.565e-02	5.333e-02	6.227e-02
3.250e+04	5.139e-02	4.076e-02	5.930e-02	4.270e-02	3.837e-02	6.389e-02	5.552e-02	4.290e-02	6.624e-02	5.513e-02	5.166e-02	5.961e-02	5.644e-02	5.167e-02	6.732e-02	5.553e-02	5.333e-02	6.227e-02
3.260e+04	5.139e-02	4.076e-02	5.930e-02	4.270e-02	3.837e-02	6.389e-02	5.560e-02	4.275e-02	6.624e-02	5.520e-02	5.166e-02	5.961e-02	5.661e-02	5.167e-02	6.732e-02	5.538e-02	5.393e-02	6.227e-02
3.270e+04	5.139e-02	4.076e-02	5.930e-02	4.325e-02	3.837e-02	6.389e-02	5.560e-02	4.205e-02	6.551e-02	5.520e-02	5.171e-02	5.961e-02	5.661e-02	5.194e-02	6.758e-02	5.528e-02	5.340e-02	6.227e-02
3.280e+04	5.115e-02	4.098e-02	5.930e-02	4.275e-02	3.834e-02	6.389e-02	5.560e-02	4.205e-02	6.551e-02	5.537e-02	5.237e-02	5.899e-02	5.661e-02	5.194e-02	6.758e-02	5.533e-02	5.340e-02	6.278e-02
3.290e+04	5.143e-02	4.098e-02	5.930e-02	4.275e-02	3.831e-02	6.389e-02	5.560e-02	4.205e-02	6.551e-02	5.535e-02	5.224e-02	5.899e-02	5.661e-02	5.194e-02	6.758e-02	5.562e-02	5.393e-02	6.278e-02
3.300e+04	5.143e-02	4.098e-02	5.998e-02	4.275e-02	3.831e-02	6.389e-02	5.486e-02	4.205e-02	6.587e-02	5.535e-02	5.224e-02	5.921e-02	5.661e-02	5.185e-02	6.758e-02	5.576e-02	5.389e-02	6.278e-02
3.310e+04	5.143e-02	4.098e-02	6.044e-02	4.275e-02	3.711e-02	6.283e-02	5.486e-02	4.205e-02	6.587e-02	5.537e-02	5.203e-02	5.953e-02	5.677e-02	5.185e-02	6.758e-02	5.576e-02	5.389e-02	6.278e-02
3.320e+04	5.143e-02	4.098e-02	6.044e-02	4.275e-02	3.711e-02	6.283e-02	5.446e-02	4.205e-02	6.587e-02	5.528e-02	5.203e-02	5.953e-02	5.677e-02	5.167e-02	6.732e-02	5.599e-02	5.347e-02	6.286e-02
3.330e+04	5.113e-02	4.098e-02	6.019e-02	4.321e-02	3.709e-02	6.283e-02	5.463e-02	4.205e-02	6.587e-02	5.528e-02	5.226e-02	5.953e-02	5.677e-02	5.167e-02	6.713e-02	5.595e-02	5.389e-02	6.286e-02
3.340e+04	5.041e-02	4.098e-02	6.019e-02	4.321e-02	3.709e-02	6.283e-02	5.463e-02	4.168e-02	6.587e-02	5.562e-02	5.226e-02	5.953e-02	5.674e-02	5.167e-02	6.713e-02	5.599e-02	5.389e-02	6.286e-02
3.350e+04	5.041e-02	4.022e-02	6.019e-02	4.321e-02	3.719e-02	6.283e-02	5.463e-02	4.168e-02	6.604e-02	5.562e-02	5.237e-02	5.924e-02	5.674e-02	5.160e-02	6.713e-02	5.599e-02	5.347e-02	6.286e-02
3.360e+04	5.041e-02	3.952e-02	6.019e-02	4.321e-02	3.719e-02	6.283e-02	5.463e-02	4.088e-02	6.602e-02	5.685e-02	5.217e-02	5.944e-02	5.674e-02	5.160e-02	6.732e-02	5.599e-02	5.347e-02	6.286e-02
3.370e+04	4.953e-02	3.952e-02	6.019e-02	4.321e-02	3.711e-02	6.283e-02	5.463e-02	4.040e-02	6.670e-02	5.685e-02	5.217e-02	5.944e-02	5.674e-02	5.167e-02	6.732e-02	5.599e-02	5.352e-02	6.304e-02
3.380e+04	4.953e-02	3.952e-02	6.047e-02	4.321e-02	3.743e-02	6.283e-02	5.463e-02	4.046e-02	6.670e-02	5.685e-02	5.217e-02	5.942e-02	5.689e-02	5.167e-02	6.761e-02	5.632e-02	5.361e-02	6.304e-02
3.390e+04	4.968e-02	3.952e-02	6.047e-02	4.321e-02	3.728e-02	6.283e-02	5.512e-02	4.046e-02	6.670e-02	5.685e-02	5.217e-02	5.944e-02	5.689e-02	5.160e-02	6.749e-02	5.632e-02	5.385e-02	6.304e-02
3.400e+04	4.968e-02	3.971e-02	6.047e-02	4.321e-02	3.728e-02	6.283e-02	5.512e-02	4.046e-02	6.670e-02	5.685e-02	5.220e-02	5.944e-02	5.689e-02	5.160e-02	6.749e-02	5.594e-02	5.385e-02	6.304e-02
3.410e+04	4.968e-02	3.971e-02	6.047e-02	4.321e-02	3.693e-02	6.283e-02	5.512e-02	4.031e-02	6.670e-02	5.685e-02	5.220e-02	5.944e-02	5.626e-02	5.162e-02	6.693e-02	5.594e-02	5.385e-02	6.304e-02
3.420e+04	4.968e-02	3.971e-02	6.047e-02	4.321e-02	3.693e-02	6.283e-02	5.512e-02	4.054e-02	6.670e-02	5.685e-02	5.220e-02	5.977e-02	5.626e-02	5.162e-02	6.693e-02	5.594e-02	5.333e-02	6.304e-02
3.430e+04	4.977e-02	3.971e-02	6.019e-02	4.321e-02	3.693e-02	6.276e-02	5.512e-02	4.054e-02	6.670e-02	5.696e-02	5.220e-02	6.004e-02	5.626e-02	5.162e-02	6.693e-02	5.594e-02	5.333e-02	6.286e-02
3.440e+04	4.954e-02	3.971e-02	5.967e-02	4.321e-02	3.693e-02	6.276e-02	5.512e-02	4.054e-02	6.670e-02	5.708e-02	5.236e-02	5.938e-02	5.626e-02	5.162e-02	6.693e-02	5.594e-02	5.333e-02	6.286e-02
3.450e+04	4.954e-02	3.773e-02	5.989e-02	4.241e-02	3.628e-02	6.276e-02	5.512e-02	4.054e-02	6.687e-02	5.708e-02	5.237e-02	5.938e-02	5.626e-02	5.162e-02	6.693e-02	5.684e-02	5.294e-02	6.286e-02
3.460e+04	4.983e-02	3.721e-02	5.989e-02	4.241e-02	3.628e-02	6.210e-02	5.512e-02	3.999e-02	6.687e-02	5.708e-02	5.234e-02	5.938e-02	5.626e-02	5.162e-02	6.693e-02	5.684e-02	5.294e-02	6.286e-02
3.470e+04	4.983e-02	3.670e-02	5.989e-02	4.241e-02	3.628e-02	6.232e-02	5.512e-02	3.999e-02	6.687e-02	5.708e-02	5.224e-02	5.938e-02	5.626e-02	5.162e-02	6.693e-02	5.684e-02	5.294e-02	6.340e-02
3.480e+04	5.004e-02	3.671e-02	5.989e-02	4.241e-02	3.628e-02	6.291e-02	5.512e-02	3.999e-02	6.684e-02	5.708e-02	5.224e-02	6.019e-02	5.626e-02	5.162e-02	6.486e-02	5.684e-02	5.294e-02	6.262e-02
3.490e+04	4.984e-02	3.638e-02	5.989e-02	4.241e-02	3.628e-02	6.291e-02	5.512e-02	4.018e-02	6.684e-02	5.708e-02	5.185e-02	6.019e-02	5.618e-02	5.162e-02	6.486e-02	5.684e-02	5.302e-02	6.279e-02
3.500e+04	4.984e-02	3.679e-02	5.989e-02	4.241e-02	3.628e-02	6.235e-02	5.563e-02	4.018e-02	6.684e-02	5.715e-02	5.185e-02	6.025e-02	5.677e-02	5.130e-02	6.486e-02	5.684e-02	5.305e-02	6.279e-02
3.510e+04	4.973e-02	3.679e-02	5.989e-02	4.241e-02	3.628e-02	6.235e-02	5.563e-02	4.018e-02	6.684e-02	5.677e-02	5.185e-02	6.025e-02	5.677e-02	5.130e-02	6.471e-02	5.684e-02	5.290e-02	6.279e-02
3.520e+04	4.808e-02	3.679e-02	5.997e-02	4.270e-02	3.628e-02	6.235e-02	5.563e-02	4.018e-02	6.808e-02	5.677e-02	5.185e-02	6.025e-02	5.677e-02	5.130e-02	6.471e-02	5.703e-02	5.289e-02	6.279e-02
3.530e+04	4.808e-02	3.679e-02	5.997e-02	4.303e-02	3.624e-02	6.241e-02	5.610e-02	3.966e-02	6.808e-02	5.677e-02	5.185e-02	6.025e-02	5.677e-02	5.002e-02	6.471e-02	5.703e-02	5.289e-02	6.279e-02
3.540e+04	4.808e-02	3.687e-02	5.997e-02	4.303e-02	3.624e-02	6.241e-02	5.610e-02	3.966e-02	6.808e-02	5.677e-02	5.190e-02	6.015e-02	5.664e-02	5.002e-02	6.471e-02	5.714e-02	5.290e-02	6.279e-02
3.550e+04	4.807e-02	3.687e-02	5.997e-02	4.303e-02	3.624e-02	6.241e-02	5.558e-02	3.966e-02	6.808e-02	5.677e-02	5.190e-02	6.068e-02	5.664e-02	5.002e-02	6.471e-02	5.756e-02	5.290e-02	6.279e-02
3.560e+04	4.810e-02	3.687e-02	5.998e-02	4.303e-02	3.628e-02	6.241e-02	5.558e-02	3.966e-02	6.808e-02	5.677e-02	5.271e-02	6.068e-02	5.664e-02	5.002e-02	6.471e-02	5.732e-02	5.290e-02	6.279e-02
3.570e+04	4.762e-02	3.687e-02	5.998e-02	4.303e-02	3.628e-02	6.241e-02	5.558e-02	3.966e-02	6.808e-02	5.677e-02	5.271e-02	6.076e-02	5.612e-02	5.002e-02	6.296e-02	5.732e-02	5.290e-02	6.279e-02
3.580e+04	4.762e-02	3.626e-02	5.998e-02	4.303e-02	3.628e-02	6.256e-02	5.558e-02	3.966e-02	6.808e-02	5.661e-02	5.271e-02	6.051e-02	5.569e-02	5.069e-02	6.296e-02	5.703e-02	5.264e-02	6.279e-02
3.590e+04	4.762e-02	3.626e-02	5.998e-02	4.303e-02	3.628e-02	6.256e-02	5.558e-02	3.907e-02	6.841e-02	5.661e-02	5.190e-02	6.051e-02	5.569e-02	5.069e-02	6.318e-02	5.703e-02	5.264e-02	6.279e-02
3.600e+04	4.762e-02	3.626e-02	5.998e-02	4.305e-02	3.628e-02	6.216e-02	5.558e-02	3.907e-02	6.841e-02	5.661e-02	5.197e-02	6.051e-02	5.569e-02	5.069e-02	6.318e-02	5.678e-02	5.290e-02	6.279e-02
3.610e+04	4.545e-02	3.593e-02	5.998e-02	4.305e-02	3.643e-02	6.216e-02	5.558e-02	3.907e-02	6.841e-02	5.661e-02	5.197e-02	6.051e-02	5.569e-02	5.045e-02	6.318e-02	5.678e-02	5.284e-02	6.279e-02
3.620e+04	4.545e-02	3.593e-02	5.998e-02	4.305e-02	3.643e-02	6.216e-02	5.543e-02	3.792e-02	6.841e-02	5.661e-02	5.197e-02	6.051e-02	5.569e-02	5.056e-02	6.378e-02	5.678e-02	5.284e-02	6.279e-02
3.630e+04	4.564e-02	3.593e-02	5.961e-02	4.305e-02	3.643e-02	6.216e-02	5.528e-02	3.825e-02	6.841e-02	5.661e-02	5.183e-02	6.106e-02	5.604e-02	5.056e-02	6.378e-02	5.667e-02	5.284e-02	6.279e-02
3.640e+04	4.564e-02	3.494e-02	6.029e-02	4.305e-02	3.643e-02	6.349e-02	5.542e-02	3.825e-02	6.841e-02	5.661e-02	5.214e-02	6.106e-02	5.604e-02	5.056e-02	6.414e-02	5.726e-02	5.284e-02	6.279e-02
3.650e+04	4.564e-02	3.493e-02	6.029e-02	4.317e-02	3.643e-02	6.349e-02	5.542e-02	3.850e-02	6.841e-02	5.553e-02	5.214e-02	6.167e-02	5.605e-02	5.115e-02	6.414e-02	5.726e-02	5.284e-02	6.279e-02
3.660e+04	4.525e-02	3.493e-02	6.029e-02	4.309e-02	3.643e-02	6.349e-02	5.542e-02	3.737e-02	6.841e-02	5.553e-02	5.214e-02	6.167e-02	5.605e-02	5.115e-02	6.414e-02	5.726e-02	5.284e-02	6.279e-02
3.670e+04	4.525e-02	3.531e-02	6.029e-02	4.257e-02	3.643e-02	6.349e-02	5.490e-02	3.752e-02	6.841e-02	5.438e-02	5.214e-02	6.167e-02	5.605e-02	5.113e-02	6.414e-02	5.726e-02	5.284e-02	6.287e-02
3.680e+04	4.525e-02	3.531e-02	6.029e-02	4.257e-02	3.643e-02	6.349e-02	5.493e-02	3.785e-02	6.841e-02	5.438e-02	5.214e-02	6.167e-02	5.605e-02	5.113e-02	6.414e-02	5.726e-02	5.284e-02	6.382e-02
3.690e+04	4.545e-02	3.514e-02	6.029e-02	4.257e-02	3.671e-02	6.349e-02	5.493e-02	3.785e-02	6.841e-02	5.427e-02	5.214e-02	6.128e-02	5.629e-02	5.072e-02	6.414e-02	5.726e-02	5.284e-02	6.382e-02
3.700e+04	4.545e-02	3.491e-02	6.029e-02	4.287e-02	3.671e-02	6.349e-02	5.493e-02	3.786e-02	6.818e-02	5.484e-02	5.220e-02	6.128e-02	5.604e-02	5.072e-02	6.414e-02	5.702e-02	5.284e-02	6.382e-02
3.710e+04	4.545e-02	3.469e-02	6.029e-02	4.229e-02	3.671e-02	6.318e-02	5.493e-02	3.786e-02	6.818e-02	5.484e-02	5.220e-02	6.128e-02	5.604e-02	5.073e-02	6.414e-02	5.599e-02	5.269e-02	6.382e-02
3.720e+04	4.570e-02	3.499e-02	6.029e-02	4.227e-02	3.671e-02	6.318e-02	5.493e-02	3.777e-02	6.818e-02	5.484e-02	5.220e-02	6.128e-02	5.604e-02	5.077e-02	6.414e-02	5.599e-02	5.285e-02	6.382e-02
3.730e+04	4.545e-02	3.518e-02	6.029e-02	4.227e-02	3.671e-02	6.318e-02	5.493e-02	3.777e-02	6.818e-02	5.579e-02	5.241e-02	6.128e-02	5.629e-02	5.086e-02	6.464e-02	5.599e-02	5.269e-02	6.382e-02
3.740e+04	4.545e-02	3.518e-02	6.029e-02	4.144e-02	3.632e-02	6.318e-02	5.493e-02	3.777e-02	6.818e-02	5.579e-02	5.220e-02	6.128e-02	5.613e-02	5.077e-02	6.464e-02	5.599e-02	5.269e-02	6.382e-02
3.750e+04	4.566e-02	3.518e-02	6.029e-02	4.144e-02	3.646e-02	6.296e-02	5.493e-02	3.777e-02	6.818e-02	5.579e-02	5.220e-02	6.133e-02	5.613e-02	5.077e-02	6.520e-02	5.631e-02	5.301e-02	6.382e-02
3.760e+04	4.523e-02	3.518e-02	6.029e-02	4.161e-02	3.646e-02	6.296e-02	5.493e-02	3.745e-02	6.611e-02	5.563e-02	5.271e-02	6.133e-02	5.602e-02	5.077e-02	6.520e-02	5.631e-02	5.325e-02	6.382e-02
3.770e+04	4.513e-02	3.518e-02	6.030e-02	4.161e-02	3.646e-02	6.296e-02	5.493e-02	3.745e-02	6.611e-02	5.563e-02	5.253e-02	6.140e-02	5.589e-02	5.077e-02	6.520e-02	5.631e-02	5.309e-02	6.427e-02
3.780e+04	4.513e-02	3.357e-02	6.030e-02	4.161e-02	3.660e-02	6.296e-02	5.493e-02	3.745e-02	6.611e-02	5.563e-02	5.253e-02	6.140e-02	5.589e-02	5.077e-02	6.520e-02	5.631e-02	5.309e-02	6.427e-02
3.790e+04	4.401e-02	3.334e-02	6.030e-02	4.157e-02	3.660e-02	6.296e-02	5.493e-02	3.745e-02	6.604e-02	5.563e-02	5.253e-02	6.140e-02	5.503e-02	5.076e-02	6.630e-02	5.653e-02	5.325e-02	6.380e-02
