n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max
1.660e+04	1.230e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.528e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.670e+04	1.230e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.528e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.680e+04	1.230e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.528e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.690e+04	1.230e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.528e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.700e+04	1.230e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.339e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.710e+04	1.203e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.339e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.720e+04	1.203e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.339e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.730e+04	1.203e-01	4.377e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.339e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.740e+04	1.203e-01	4.019e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.339e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.750e+04	1.203e-01	4.019e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.923e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.760e+04	1.203e-01	4.019e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.576e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.978e-02	2.035e-02	7.580e-03	2.676e-02
1.770e+04	1.175e-01	3.463e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.576e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.978e-02	2.035e-02	7.580e-03	2.676e-02
1.780e+04	1.175e-01	3.463e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.576e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.978e-02	2.035e-02	7.580e-03	2.676e-02
1.790e+04	1.175e-01	3.463e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.576e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.978e-02	2.035e-02	7.580e-03	2.676e-02
1.800e+04	1.175e-01	3.463e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.857e-02	4.088e-02	1.576e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.810e+04	1.175e-01	3.463e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.820e+04	1.175e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.830e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.840e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.850e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.860e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.870e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.156e-01	8.743e-02	4.088e-02	1.497e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.880e+04	1.086e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.890e+04	1.000e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.900e+04	1.000e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.244e-02	1.635e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.910e+04	1.000e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.025e-02	1.333e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.920e+04	1.000e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.025e-02	1.333e-02	2.844e-02	1.417e-02	8.257e-03	1.967e-02	2.035e-02	7.580e-03	2.676e-02
1.930e+04	1.000e-01	3.327e-02	1.683e-01	8.923e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	2.025e-02	1.333e-02	2.844e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.940e+04	9.799e-02	3.327e-02	1.683e-01	8.644e-02	3.872e-02	2.017e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.950e+04	9.599e-02	2.674e-02	1.683e-01	8.223e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.960e+04	9.599e-02	2.674e-02	1.683e-01	8.223e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.970e+04	9.599e-02	2.674e-02	1.683e-01	8.223e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.980e+04	8.218e-02	2.674e-02	1.683e-01	8.223e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	2.035e-02	7.580e-03	2.676e-02
1.990e+04	8.218e-02	2.674e-02	1.683e-01	8.223e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.000e+04	8.218e-02	2.674e-02	1.683e-01	7.478e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.010e+04	8.218e-02	2.674e-02	1.683e-01	7.478e-02	3.307e-02	1.877e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.696e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.020e+04	8.218e-02	2.674e-02	1.683e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.030e+04	8.218e-02	2.674e-02	1.683e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	4.088e-02	1.432e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.040e+04	8.218e-02	2.674e-02	1.683e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	3.796e-02	1.432e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.050e+04	8.218e-02	2.674e-02	1.683e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	3.796e-02	1.432e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.060e+04	8.218e-02	2.674e-02	1.683e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	3.796e-02	1.363e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.070e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	8.645e-02	3.796e-02	1.363e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.080e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.796e-02	1.245e-01	1.927e-02	1.024e-02	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.983e-02	7.466e-03	2.613e-02
2.090e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.796e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.784e-02	7.466e-03	2.613e-02
2.100e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.784e-02	7.466e-03	2.370e-02
2.110e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.784e-02	7.466e-03	2.370e-02
2.120e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.593e-02	7.466e-03	2.370e-02
2.130e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.593e-02	7.466e-03	2.370e-02
2.140e+04	8.218e-02	2.674e-02	1.676e-01	6.183e-02	2.901e-02	1.311e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.593e-02	7.466e-03	2.370e-02
2.150e+04	5.593e-02	2.656e-02	1.676e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.160e+04	5.593e-02	2.656e-02	1.676e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.170e+04	5.593e-02	2.656e-02	1.519e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.180e+04	5.593e-02	2.656e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.190e+04	5.593e-02	2.642e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.200e+04	5.593e-02	2.642e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.370e-02
2.210e+04	5.593e-02	2.642e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.220e+04	5.593e-02	2.635e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.545e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.230e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.187e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	8.257e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.240e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	7.955e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.250e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	7.955e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.260e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	7.955e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.270e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.393e-02	7.955e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.280e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.337e-02	7.225e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.290e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.337e-02	7.225e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.300e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.337e-02	7.225e-03	1.818e-02	1.519e-02	7.466e-03	2.188e-02
2.310e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.337e-02	7.225e-03	1.818e-02	1.483e-02	7.466e-03	2.096e-02
2.320e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.337e-02	7.225e-03	1.818e-02	1.483e-02	7.466e-03	2.094e-02
2.330e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.251e-02	6.494e-03	1.818e-02	1.483e-02	7.466e-03	2.094e-02
2.340e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.251e-02	6.494e-03	1.818e-02	1.483e-02	7.466e-03	2.094e-02
2.350e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.251e-02	6.494e-03	1.818e-02	1.483e-02	7.466e-03	2.094e-02
2.360e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.251e-02	6.494e-03	1.818e-02	1.320e-02	7.162e-03	1.992e-02
2.370e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.927e-02	9.802e-03	2.607e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.380e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.894e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.390e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.237e-02	3.725e-02	1.245e-01	1.894e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.400e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.626e-02	1.162e-01	7.176e-02	3.725e-02	1.135e-01	1.894e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.410e+04	5.052e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.162e-01	7.176e-02	3.725e-02	1.135e-01	1.894e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.420e+04	3.463e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.162e-01	7.176e-02	3.725e-02	1.135e-01	1.894e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.430e+04	3.463e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.878e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.992e-02
2.440e+04	3.463e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.878e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.983e-02
2.450e+04	3.463e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.840e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.983e-02
2.460e+04	3.463e-02	2.522e-02	1.303e-01	5.979e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.840e-02	9.802e-03	2.389e-02	1.251e-02	6.494e-03	1.818e-02	1.308e-02	7.010e-03	1.784e-02
2.470e+04	3.463e-02	2.522e-02	1.303e-01	5.945e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.840e-02	9.802e-03	2.389e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.480e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.790e-02	9.802e-03	2.334e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.490e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.790e-02	9.802e-03	2.334e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.500e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.310e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.510e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.310e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.520e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.310e-02	1.053e-02	6.015e-03	1.746e-02	1.308e-02	7.010e-03	1.784e-02
2.530e+04	3.463e-02	2.522e-02	1.303e-01	5.077e-02	2.603e-02	1.089e-01	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.310e-02	1.053e-02	6.015e-03	1.724e-02	1.308e-02	7.010e-03	1.720e-02
2.540e+04	3.463e-02	2.522e-02	1.295e-01	5.077e-02	2.603e-02	8.923e-02	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.310e-02	1.053e-02	6.015e-03	1.724e-02	1.308e-02	7.010e-03	1.720e-02
2.550e+04	3.463e-02	2.522e-02	1.295e-01	5.077e-02	2.603e-02	8.923e-02	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.251e-02	1.053e-02	6.015e-03	1.724e-02	1.308e-02	7.010e-03	1.720e-02
2.560e+04	3.463e-02	2.522e-02	1.230e-01	5.077e-02	2.603e-02	8.923e-02	7.176e-02	3.725e-02	1.135e-01	1.635e-02	9.174e-03	2.251e-02	1.053e-02	6.015e-03	1.724e-02	1.308e-02	7.010e-03	1.720e-02
2.570e+04	3.463e-02	2.251e-02	1.230e-01	5.077e-02	2.603e-02	8.923e-02	7.176e-02	3.725e-02	1.135e-01	1.631e-02	9.174e-03	2.244e-02	1.044e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.580e+04	3.463e-02	2.000e-02	1.230e-01	4.439e-02	2.603e-02	8.669e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.044e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.590e+04	3.463e-02	2.000e-02	1.230e-01	4.439e-02	2.603e-02	8.669e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.044e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.600e+04	3.463e-02	2.000e-02	1.230e-01	4.008e-02	2.603e-02	8.669e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.000e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.610e+04	3.463e-02	2.000e-02	1.230e-01	4.008e-02	2.603e-02	7.686e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.000e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.620e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.686e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.000e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
2.630e+04	3.463e-02	1.668e-02	1.230e-01	4.008e-02	2.603e-02	7.686e-02	7.176e-02	3.725e-02	9.528e-02	1.631e-02	9.174e-03	2.244e-02	1.000e-02	4.517e-03	1.453e-02	1.308e-02	7.010e-03	1.720e-02
