n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.best.quality.behavior.quality.final.dist.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.best.quality.behavior.quality.final.dist.max
6.800e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	2.300e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.296e-02	2.025e-02	4.209e-02	4.218e-02	1.660e-02	6.042e-02	3.018e-02	1.939e-02	3.733e-02
6.900e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	2.300e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.215e-02	2.025e-02	4.209e-02	4.218e-02	1.660e-02	6.042e-02	3.018e-02	1.939e-02	3.733e-02
7.000e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	2.300e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.215e-02	2.025e-02	4.209e-02	4.218e-02	1.660e-02	6.042e-02	2.961e-02	1.939e-02	3.531e-02
7.100e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	2.300e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.215e-02	2.025e-02	4.209e-02	4.218e-02	1.660e-02	6.042e-02	2.961e-02	1.939e-02	3.531e-02
7.200e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.215e-02	2.025e-02	4.209e-02	3.895e-02	1.610e-02	5.262e-02	2.961e-02	1.939e-02	3.531e-02
7.300e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	2.300e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.895e-02	1.610e-02	4.954e-02	2.961e-02	1.939e-02	3.531e-02
7.400e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	1.762e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.895e-02	1.610e-02	4.954e-02	2.961e-02	1.939e-02	3.531e-02
7.500e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	1.762e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.820e-02	1.610e-02	4.754e-02	2.961e-02	1.939e-02	3.531e-02
7.600e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	1.762e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
7.700e+03	2.301e-01	1.500e-01	2.303e-01	2.302e-01	1.877e-01	2.304e-01	2.302e-01	1.762e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
7.800e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.709e-01	2.304e-01	3.215e-02	1.860e-02	4.209e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
7.900e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.709e-01	2.303e-01	3.215e-02	1.860e-02	3.999e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
8.000e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.497e-01	2.303e-01	3.215e-02	1.860e-02	3.999e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
8.100e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.497e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
8.200e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.354e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.795e-02	1.513e-02	4.754e-02	2.911e-02	1.784e-02	3.531e-02
8.300e+03	2.301e-01	1.500e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.354e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.453e-02	4.700e-02	2.911e-02	1.784e-02	3.531e-02
8.400e+03	2.301e-01	1.497e-01	2.302e-01	2.301e-01	1.856e-01	2.303e-01	2.301e-01	1.256e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.417e-02	4.700e-02	2.911e-02	1.784e-02	3.531e-02
8.500e+03	2.301e-01	1.497e-01	2.302e-01	2.300e-01	1.641e-01	2.303e-01	2.301e-01	1.256e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.417e-02	4.700e-02	2.867e-02	1.784e-02	3.531e-02
8.600e+03	2.301e-01	1.497e-01	2.302e-01	2.300e-01	1.641e-01	2.303e-01	2.301e-01	1.169e-01	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.393e-02	4.700e-02	2.867e-02	1.784e-02	3.531e-02
8.700e+03	2.301e-01	1.497e-01	2.302e-01	2.300e-01	1.641e-01	2.303e-01	2.301e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.393e-02	4.700e-02	2.867e-02	1.784e-02	3.531e-02
8.800e+03	2.301e-01	1.428e-01	2.302e-01	2.300e-01	1.641e-01	2.303e-01	2.301e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.393e-02	4.700e-02	2.867e-02	1.784e-02	3.531e-02
8.900e+03	2.301e-01	1.428e-01	2.302e-01	2.300e-01	1.639e-01	2.303e-01	2.301e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	3.593e-02	1.393e-02	4.700e-02	2.867e-02	1.784e-02	3.531e-02
9.000e+03	2.301e-01	1.428e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.301e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.784e-02	3.531e-02
9.100e+03	2.301e-01	1.428e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.301e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.784e-02	3.531e-02
9.200e+03	2.301e-01	1.428e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.784e-02	3.531e-02
9.300e+03	2.301e-01	1.242e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.784e-02	3.531e-02
9.400e+03	2.301e-01	1.242e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.999e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.593e-02	3.531e-02
9.500e+03	2.301e-01	1.242e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.882e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.593e-02	3.531e-02
9.600e+03	2.301e-01	1.231e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.302e-01	3.215e-02	1.860e-02	3.882e-02	2.585e-02	1.393e-02	4.218e-02	2.867e-02	1.593e-02	3.531e-02
9.700e+03	2.301e-01	1.231e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.301e-01	3.215e-02	1.860e-02	3.882e-02	1.952e-02	1.251e-02	3.948e-02	2.867e-02	1.593e-02	3.531e-02
9.800e+03	2.301e-01	1.231e-01	2.302e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.301e-01	3.054e-02	1.840e-02	3.462e-02	1.952e-02	1.251e-02	3.948e-02	2.867e-02	1.593e-02	3.531e-02
9.900e+03	2.300e-01	1.231e-01	2.301e-01	2.300e-01	1.539e-01	2.303e-01	2.300e-01	8.645e-02	2.301e-01	3.054e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.948e-02	2.867e-02	1.593e-02	3.531e-02
1.000e+04	2.300e-01	1.231e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.948e-02	2.867e-02	1.593e-02	3.531e-02
1.010e+04	2.300e-01	1.230e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.948e-02	2.833e-02	1.519e-02	3.493e-02
1.020e+04	2.300e-01	1.230e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.948e-02	2.833e-02	1.519e-02	3.493e-02
1.030e+04	2.300e-01	1.230e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.948e-02	2.816e-02	1.519e-02	3.493e-02
1.040e+04	2.300e-01	1.230e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.895e-02	2.816e-02	1.519e-02	3.493e-02
1.050e+04	2.300e-01	1.230e-01	2.301e-01	2.300e-01	1.539e-01	2.302e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.840e-02	3.462e-02	1.818e-02	9.778e-03	3.895e-02	2.816e-02	1.519e-02	3.493e-02
1.060e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.300e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.818e-02	9.778e-03	3.895e-02	2.816e-02	1.519e-02	3.493e-02
1.070e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.818e-02	9.778e-03	3.895e-02	2.816e-02	1.519e-02	3.493e-02
1.080e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.818e-02	9.778e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.090e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.746e-02	8.257e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.100e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.746e-02	8.257e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.110e+04	1.791e-01	1.203e-01	2.301e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.746e-02	8.257e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.120e+04	1.791e-01	1.203e-01	2.300e-01	2.300e-01	1.539e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.844e-02	1.762e-02	3.462e-02	1.746e-02	8.257e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.130e+04	1.791e-01	1.203e-01	2.300e-01	2.300e-01	1.314e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.703e-02	1.645e-02	3.462e-02	1.746e-02	8.257e-03	3.895e-02	2.810e-02	1.519e-02	3.442e-02
1.140e+04	1.728e-01	1.203e-01	2.300e-01	2.300e-01	1.314e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.703e-02	1.645e-02	3.462e-02	1.453e-02	8.257e-03	3.795e-02	2.676e-02	1.519e-02	3.442e-02
1.150e+04	1.728e-01	1.203e-01	2.300e-01	2.300e-01	1.314e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.703e-02	1.645e-02	3.462e-02	1.453e-02	8.257e-03	3.795e-02	2.676e-02	1.519e-02	3.442e-02
1.160e+04	1.728e-01	1.203e-01	2.300e-01	2.300e-01	1.314e-01	2.301e-01	2.063e-01	7.760e-02	2.301e-01	2.493e-02	1.645e-02	3.462e-02	1.453e-02	8.257e-03	3.795e-02	2.676e-02	1.519e-02	3.372e-02
1.170e+04	1.676e-01	1.203e-01	2.300e-01	2.294e-01	1.314e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.462e-02	1.453e-02	8.257e-03	3.795e-02	2.676e-02	1.519e-02	3.372e-02
1.180e+04	1.676e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.459e-02	1.453e-02	8.257e-03	3.795e-02	2.382e-02	1.483e-02	2.961e-02
1.190e+04	1.676e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.459e-02	1.453e-02	8.257e-03	3.795e-02	2.366e-02	1.483e-02	2.961e-02
1.200e+04	1.676e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.459e-02	1.453e-02	8.257e-03	3.795e-02	2.366e-02	1.483e-02	2.961e-02
1.210e+04	1.676e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.459e-02	1.453e-02	8.257e-03	3.795e-02	2.366e-02	1.483e-02	2.961e-02
1.220e+04	1.527e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.459e-02	1.453e-02	8.257e-03	3.795e-02	2.366e-02	1.483e-02	2.961e-02
1.230e+04	1.527e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.795e-02	2.366e-02	1.483e-02	2.961e-02
1.240e+04	1.527e-01	1.203e-01	2.300e-01	2.148e-01	1.271e-01	2.301e-01	1.923e-01	7.370e-02	2.301e-01	2.493e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.250e+04	1.527e-01	1.203e-01	2.300e-01	2.148e-01	1.162e-01	2.301e-01	1.497e-01	4.578e-02	2.301e-01	2.493e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.260e+04	1.527e-01	1.203e-01	2.300e-01	2.148e-01	1.033e-01	2.301e-01	1.497e-01	4.578e-02	2.301e-01	2.389e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.270e+04	1.527e-01	1.086e-01	2.300e-01	2.000e-01	1.033e-01	2.301e-01	1.497e-01	4.578e-02	2.301e-01	2.389e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.280e+04	1.527e-01	1.086e-01	2.300e-01	2.000e-01	1.033e-01	2.301e-01	1.497e-01	4.578e-02	2.301e-01	2.389e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.290e+04	1.527e-01	1.086e-01	2.300e-01	2.000e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.366e-02	1.483e-02	2.961e-02
1.300e+04	1.527e-01	1.086e-01	2.300e-01	1.986e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.408e-02	1.453e-02	8.257e-03	3.651e-02	2.361e-02	1.399e-02	2.961e-02
1.310e+04	1.428e-01	6.681e-02	2.300e-01	1.947e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.232e-02	1.453e-02	8.257e-03	3.593e-02	2.361e-02	1.399e-02	2.961e-02
1.320e+04	1.428e-01	6.681e-02	2.300e-01	1.947e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.232e-02	1.453e-02	8.257e-03	3.388e-02	2.361e-02	1.399e-02	2.961e-02
1.330e+04	1.428e-01	6.681e-02	2.300e-01	1.877e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.340e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	1.033e-01	2.301e-01	1.432e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.350e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.300e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.360e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.370e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.380e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.390e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.399e-02	2.961e-02
1.400e+04	1.428e-01	6.681e-02	2.300e-01	1.856e-01	9.993e-02	2.301e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.232e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.021e-02	2.961e-02
1.410e+04	1.428e-01	6.681e-02	2.300e-01	1.641e-01	8.923e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.021e-02	2.961e-02
1.420e+04	1.428e-01	6.681e-02	2.300e-01	1.571e-01	7.478e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.021e-02	2.961e-02
1.430e+04	1.414e-01	6.681e-02	2.300e-01	1.571e-01	7.478e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.021e-02	2.961e-02
1.440e+04	1.414e-01	6.681e-02	2.300e-01	1.539e-01	7.478e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.361e-02	1.021e-02	2.961e-02
1.450e+04	1.414e-01	6.681e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.094e-02	7.580e-03	2.911e-02
1.460e+04	1.414e-01	6.681e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.094e-02	7.580e-03	2.911e-02
1.470e+04	1.414e-01	6.681e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.884e-02
1.480e+04	1.414e-01	6.681e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.490e+04	1.414e-01	5.930e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.389e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.500e+04	1.414e-01	5.930e-02	2.300e-01	1.318e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.334e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.510e+04	1.414e-01	5.930e-02	2.300e-01	1.187e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.334e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.520e+04	1.414e-01	5.593e-02	2.300e-01	1.187e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.334e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.530e+04	1.242e-01	5.593e-02	2.300e-01	1.187e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.334e-02	1.645e-02	3.215e-02	1.452e-02	8.257e-03	2.808e-02	2.035e-02	7.580e-03	2.803e-02
1.540e+04	1.242e-01	5.593e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.414e-01	4.339e-02	2.066e-01	2.255e-02	1.635e-02	3.189e-02	1.452e-02	8.257e-03	2.739e-02	2.035e-02	7.580e-03	2.803e-02
1.550e+04	1.242e-01	5.593e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.452e-02	8.257e-03	2.739e-02	2.035e-02	7.580e-03	2.803e-02
1.560e+04	1.242e-01	5.593e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.452e-02	8.257e-03	2.739e-02	2.035e-02	7.580e-03	2.803e-02
1.570e+04	1.242e-01	5.593e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.452e-02	8.257e-03	2.739e-02	2.035e-02	7.580e-03	2.803e-02
1.580e+04	1.242e-01	5.593e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.803e-02
1.590e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.803e-02
1.600e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.256e-01	4.339e-02	2.066e-01	2.244e-02	1.635e-02	3.189e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.803e-02
1.610e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	5.077e-02	2.300e-01	1.135e-01	4.339e-02	2.063e-01	2.244e-02	1.635e-02	3.189e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.620e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.300e-01	1.135e-01	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.630e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.300e-01	9.877e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.640e+04	1.242e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.877e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
1.650e+04	1.230e-01	5.052e-02	2.300e-01	1.162e-01	3.872e-02	2.156e-01	9.528e-02	4.339e-02	2.063e-01	2.244e-02	1.635e-02	2.902e-02	1.417e-02	8.257e-03	2.168e-02	2.035e-02	7.580e-03	2.676e-02
