n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.brain.pleiotropy.sd.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.brain.pleiotropy.sd.max
3.660e+04	4.928e-02	4.107e-02	5.894e-02	5.344e-02	4.146e-02	6.641e-02	5.476e-02	4.373e-02	6.874e-02	6.368e-02	5.702e-02	6.726e-02	6.352e-02	5.706e-02	6.974e-02	6.110e-02	5.653e-02	6.904e-02
3.670e+04	4.908e-02	4.107e-02	5.894e-02	5.344e-02	4.146e-02	6.641e-02	5.436e-02	4.373e-02	6.874e-02	6.368e-02	5.692e-02	6.755e-02	6.277e-02	5.735e-02	6.974e-02	6.103e-02	5.642e-02	6.904e-02
3.680e+04	4.908e-02	4.107e-02	5.894e-02	5.422e-02	4.124e-02	6.641e-02	5.482e-02	4.373e-02	6.874e-02	6.368e-02	5.695e-02	6.755e-02	6.251e-02	5.647e-02	6.974e-02	6.092e-02	5.642e-02	6.904e-02
3.690e+04	4.810e-02	4.091e-02	5.974e-02	5.422e-02	4.124e-02	6.641e-02	5.482e-02	4.372e-02	6.874e-02	6.368e-02	5.695e-02	6.755e-02	6.251e-02	5.672e-02	6.974e-02	6.089e-02	5.642e-02	6.904e-02
3.700e+04	4.810e-02	4.091e-02	5.974e-02	5.422e-02	4.122e-02	6.641e-02	5.505e-02	4.372e-02	6.874e-02	6.368e-02	5.695e-02	6.746e-02	6.251e-02	5.672e-02	6.974e-02	6.089e-02	5.595e-02	6.904e-02
3.710e+04	4.810e-02	4.091e-02	5.987e-02	5.397e-02	4.122e-02	6.561e-02	5.501e-02	4.372e-02	6.874e-02	6.368e-02	5.684e-02	6.746e-02	6.251e-02	5.632e-02	6.974e-02	6.092e-02	5.543e-02	6.904e-02
3.720e+04	4.861e-02	4.093e-02	5.894e-02	5.397e-02	4.122e-02	6.561e-02	5.501e-02	4.348e-02	6.874e-02	6.368e-02	5.684e-02	6.746e-02	6.257e-02	5.632e-02	6.972e-02	6.092e-02	5.525e-02	6.974e-02
3.730e+04	4.861e-02	4.093e-02	5.894e-02	5.397e-02	4.122e-02	6.561e-02	5.501e-02	4.348e-02	6.874e-02	6.379e-02	5.697e-02	6.764e-02	6.257e-02	5.632e-02	6.918e-02	6.026e-02	5.525e-02	6.974e-02
3.740e+04	4.837e-02	4.036e-02	5.894e-02	5.397e-02	4.121e-02	6.561e-02	5.441e-02	4.375e-02	6.936e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	6.897e-02	6.026e-02	5.543e-02	6.974e-02
3.750e+04	4.837e-02	4.059e-02	5.940e-02	5.432e-02	4.121e-02	6.533e-02	5.441e-02	4.375e-02	6.897e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	6.929e-02	6.116e-02	5.543e-02	6.974e-02
3.760e+04	4.837e-02	4.059e-02	5.923e-02	5.454e-02	4.121e-02	6.533e-02	5.441e-02	4.375e-02	6.897e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	6.929e-02	6.116e-02	5.543e-02	6.974e-02
3.770e+04	4.745e-02	4.059e-02	5.923e-02	5.454e-02	4.047e-02	6.533e-02	5.373e-02	4.387e-02	6.897e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	6.929e-02	6.116e-02	5.543e-02	6.974e-02
3.780e+04	4.745e-02	4.036e-02	5.940e-02	5.454e-02	4.047e-02	6.533e-02	5.232e-02	4.387e-02	6.897e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	6.929e-02	6.116e-02	5.547e-02	6.948e-02
3.790e+04	4.760e-02	4.041e-02	5.957e-02	5.454e-02	4.029e-02	6.533e-02	5.238e-02	4.375e-02	6.897e-02	6.328e-02	5.709e-02	6.764e-02	6.257e-02	5.647e-02	7.097e-02	6.116e-02	5.570e-02	6.957e-02
3.800e+04	4.760e-02	4.032e-02	5.957e-02	5.374e-02	4.029e-02	6.533e-02	5.238e-02	4.375e-02	6.897e-02	6.371e-02	5.743e-02	6.761e-02	6.257e-02	5.650e-02	7.061e-02	6.116e-02	5.570e-02	7.032e-02
3.810e+04	4.760e-02	4.024e-02	5.957e-02	5.374e-02	4.029e-02	6.533e-02	5.238e-02	4.375e-02	6.897e-02	6.345e-02	5.743e-02	6.761e-02	6.257e-02	5.650e-02	7.061e-02	6.093e-02	5.570e-02	7.032e-02
3.820e+04	4.768e-02	4.024e-02	5.957e-02	5.374e-02	4.029e-02	6.460e-02	5.238e-02	4.375e-02	6.897e-02	6.345e-02	5.743e-02	6.761e-02	6.252e-02	5.650e-02	7.061e-02	6.093e-02	5.570e-02	7.032e-02
3.830e+04	4.787e-02	3.969e-02	5.957e-02	5.374e-02	4.029e-02	6.460e-02	5.177e-02	4.374e-02	6.897e-02	6.371e-02	5.695e-02	6.761e-02	6.252e-02	5.650e-02	7.061e-02	6.093e-02	5.570e-02	7.032e-02
3.840e+04	4.787e-02	3.969e-02	5.906e-02	5.408e-02	4.085e-02	6.460e-02	5.177e-02	4.375e-02	6.897e-02	6.371e-02	5.695e-02	6.761e-02	6.257e-02	5.650e-02	7.061e-02	6.069e-02	5.570e-02	7.032e-02
3.850e+04	4.840e-02	3.824e-02	5.890e-02	5.408e-02	4.087e-02	6.460e-02	5.177e-02	4.375e-02	6.897e-02	6.371e-02	5.695e-02	6.769e-02	6.261e-02	5.683e-02	6.868e-02	6.085e-02	5.570e-02	7.032e-02
3.860e+04	4.840e-02	3.824e-02	5.880e-02	5.494e-02	4.121e-02	6.460e-02	5.177e-02	4.287e-02	6.897e-02	6.371e-02	5.668e-02	6.769e-02	6.261e-02	5.674e-02	6.868e-02	6.085e-02	5.570e-02	7.023e-02
3.870e+04	4.837e-02	3.824e-02	5.880e-02	5.494e-02	4.121e-02	6.460e-02	5.177e-02	4.330e-02	6.897e-02	6.371e-02	5.668e-02	6.769e-02	6.261e-02	5.674e-02	6.836e-02	6.104e-02	5.547e-02	7.023e-02
3.880e+04	4.837e-02	3.824e-02	5.880e-02	5.430e-02	4.149e-02	6.460e-02	5.138e-02	4.274e-02	6.909e-02	6.371e-02	5.713e-02	6.769e-02	6.261e-02	5.674e-02	6.836e-02	6.104e-02	5.547e-02	6.994e-02
3.890e+04	4.837e-02	3.824e-02	5.880e-02	5.497e-02	4.116e-02	6.432e-02	5.149e-02	4.293e-02	6.920e-02	6.373e-02	5.713e-02	6.769e-02	6.261e-02	5.674e-02	6.836e-02	6.251e-02	5.547e-02	6.994e-02
3.900e+04	4.837e-02	3.767e-02	5.880e-02	5.497e-02	4.204e-02	6.468e-02	5.195e-02	4.293e-02	6.943e-02	6.277e-02	5.660e-02	6.769e-02	6.261e-02	5.674e-02	6.836e-02	6.251e-02	5.547e-02	7.054e-02
3.910e+04	4.820e-02	3.755e-02	5.938e-02	5.495e-02	4.204e-02	6.468e-02	5.195e-02	4.293e-02	6.943e-02	6.283e-02	5.660e-02	6.769e-02	6.261e-02	5.674e-02	6.836e-02	6.071e-02	5.547e-02	7.053e-02
3.920e+04	4.858e-02	3.755e-02	5.938e-02	5.495e-02	4.204e-02	6.468e-02	5.253e-02	4.304e-02	6.914e-02	6.283e-02	5.660e-02	6.769e-02	6.261e-02	5.674e-02	6.920e-02	6.158e-02	5.547e-02	7.053e-02
3.930e+04	4.858e-02	3.755e-02	5.938e-02	5.495e-02	4.204e-02	6.468e-02	5.252e-02	4.304e-02	6.914e-02	6.308e-02	5.660e-02	6.769e-02	6.261e-02	5.674e-02	6.932e-02	6.158e-02	5.547e-02	7.054e-02
3.940e+04	4.854e-02	3.755e-02	6.010e-02	5.495e-02	4.204e-02	6.493e-02	5.252e-02	4.304e-02	6.909e-02	6.308e-02	5.688e-02	6.773e-02	6.261e-02	5.671e-02	6.920e-02	6.158e-02	5.547e-02	7.054e-02
3.950e+04	4.883e-02	3.755e-02	6.010e-02	5.495e-02	4.204e-02	6.493e-02	5.252e-02	4.304e-02	6.942e-02	6.308e-02	5.743e-02	6.773e-02	6.261e-02	5.671e-02	6.920e-02	6.158e-02	5.518e-02	7.054e-02
3.960e+04	4.883e-02	3.767e-02	6.010e-02	5.495e-02	4.204e-02	6.445e-02	5.261e-02	4.304e-02	6.942e-02	6.308e-02	5.743e-02	6.773e-02	6.261e-02	5.671e-02	6.920e-02	6.158e-02	5.511e-02	7.054e-02
3.970e+04	4.760e-02	3.767e-02	6.010e-02	5.495e-02	4.204e-02	6.445e-02	5.296e-02	4.292e-02	6.886e-02	6.308e-02	5.770e-02	6.773e-02	6.261e-02	5.659e-02	6.920e-02	6.069e-02	5.511e-02	7.054e-02
3.980e+04	4.760e-02	3.767e-02	6.002e-02	5.436e-02	4.177e-02	6.490e-02	5.296e-02	4.319e-02	6.886e-02	6.308e-02	5.770e-02	6.773e-02	6.261e-02	5.659e-02	6.918e-02	6.069e-02	5.511e-02	7.054e-02
3.990e+04	4.760e-02	3.767e-02	6.002e-02	5.436e-02	4.177e-02	6.490e-02	5.296e-02	4.362e-02	6.886e-02	6.266e-02	5.688e-02	6.784e-02	6.261e-02	5.611e-02	6.915e-02	6.069e-02	5.511e-02	7.070e-02
4.000e+04	4.760e-02	3.748e-02	6.002e-02	5.436e-02	4.177e-02	6.519e-02	5.263e-02	4.362e-02	6.886e-02	6.266e-02	5.688e-02	6.784e-02	6.261e-02	5.611e-02	6.915e-02	6.069e-02	5.511e-02	7.070e-02
4.010e+04	4.760e-02	3.748e-02	5.970e-02	5.436e-02	3.886e-02	6.440e-02	5.263e-02	4.362e-02	6.892e-02	6.235e-02	5.667e-02	6.784e-02	6.261e-02	5.611e-02	6.915e-02	6.116e-02	5.547e-02	7.070e-02
4.020e+04	4.733e-02	3.748e-02	5.970e-02	5.436e-02	3.886e-02	6.440e-02	5.275e-02	4.362e-02	6.892e-02	6.235e-02	5.688e-02	6.784e-02	6.271e-02	5.590e-02	6.915e-02	6.116e-02	5.547e-02	7.070e-02
4.030e+04	4.733e-02	3.758e-02	5.832e-02	5.436e-02	3.886e-02	6.525e-02	5.263e-02	4.385e-02	6.892e-02	6.235e-02	5.701e-02	6.784e-02	6.271e-02	5.580e-02	6.915e-02	6.116e-02	5.547e-02	7.070e-02
4.040e+04	4.774e-02	3.748e-02	5.830e-02	5.436e-02	3.886e-02	6.525e-02	5.263e-02	4.405e-02	6.892e-02	6.235e-02	5.659e-02	6.784e-02	6.271e-02	5.580e-02	6.915e-02	6.116e-02	5.547e-02	7.068e-02
4.050e+04	4.793e-02	3.789e-02	5.830e-02	5.412e-02	3.871e-02	6.500e-02	5.254e-02	4.405e-02	6.892e-02	6.281e-02	5.659e-02	6.784e-02	6.271e-02	5.580e-02	6.857e-02	6.104e-02	5.547e-02	7.068e-02
4.060e+04	4.761e-02	3.803e-02	5.830e-02	5.430e-02	3.989e-02	6.588e-02	5.285e-02	4.405e-02	6.892e-02	6.281e-02	5.659e-02	6.803e-02	6.271e-02	5.580e-02	6.857e-02	6.104e-02	5.547e-02	7.053e-02
4.070e+04	4.761e-02	3.803e-02	5.830e-02	5.430e-02	3.989e-02	6.581e-02	5.286e-02	4.405e-02	6.892e-02	6.200e-02	5.659e-02	6.803e-02	6.271e-02	5.580e-02	6.857e-02	6.104e-02	5.547e-02	7.075e-02
4.080e+04	4.839e-02	3.803e-02	5.830e-02	5.388e-02	4.005e-02	6.581e-02	5.286e-02	4.439e-02	6.892e-02	6.200e-02	5.578e-02	6.780e-02	6.280e-02	5.580e-02	6.920e-02	6.104e-02	5.547e-02	7.075e-02
4.090e+04	4.839e-02	3.785e-02	5.830e-02	5.388e-02	3.885e-02	6.581e-02	5.254e-02	4.439e-02	6.905e-02	6.204e-02	5.578e-02	6.764e-02	6.309e-02	5.484e-02	6.920e-02	6.104e-02	5.534e-02	7.075e-02
4.100e+04	4.839e-02	3.774e-02	5.830e-02	5.393e-02	3.885e-02	6.581e-02	5.252e-02	4.456e-02	6.905e-02	6.200e-02	5.578e-02	6.764e-02	6.309e-02	5.484e-02	6.920e-02	6.104e-02	5.485e-02	7.000e-02
4.110e+04	4.761e-02	3.774e-02	5.830e-02	5.344e-02	3.926e-02	6.581e-02	5.254e-02	4.456e-02	6.905e-02	6.200e-02	5.578e-02	6.764e-02	6.328e-02	5.484e-02	6.884e-02	6.104e-02	5.476e-02	7.000e-02
4.120e+04	4.763e-02	3.780e-02	5.861e-02	5.344e-02	3.926e-02	6.581e-02	5.254e-02	4.456e-02	6.905e-02	6.175e-02	5.562e-02	6.764e-02	6.328e-02	5.484e-02	6.884e-02	6.104e-02	5.476e-02	6.774e-02
4.130e+04	4.763e-02	3.726e-02	5.861e-02	5.360e-02	3.926e-02	6.581e-02	5.348e-02	4.456e-02	6.905e-02	6.175e-02	5.562e-02	6.769e-02	6.271e-02	5.484e-02	6.884e-02	6.104e-02	5.476e-02	6.774e-02
4.140e+04	4.763e-02	3.726e-02	5.837e-02	5.360e-02	3.926e-02	6.581e-02	5.348e-02	4.456e-02	6.905e-02	6.174e-02	5.566e-02	6.815e-02	6.332e-02	5.462e-02	6.928e-02	6.104e-02	5.474e-02	6.774e-02
4.150e+04	4.739e-02	3.711e-02	5.837e-02	5.371e-02	3.989e-02	6.581e-02	5.348e-02	4.337e-02	6.905e-02	6.174e-02	5.600e-02	6.815e-02	6.318e-02	5.462e-02	6.928e-02	6.104e-02	5.474e-02	6.774e-02
4.160e+04	4.739e-02	3.664e-02	5.818e-02	5.371e-02	3.989e-02	6.581e-02	5.348e-02	4.367e-02	6.905e-02	6.159e-02	5.600e-02	6.872e-02	6.318e-02	5.462e-02	6.937e-02	6.104e-02	5.474e-02	6.774e-02
4.170e+04	4.715e-02	3.664e-02	5.818e-02	5.374e-02	3.989e-02	6.581e-02	5.348e-02	4.343e-02	6.853e-02	6.159e-02	5.600e-02	6.872e-02	6.326e-02	5.462e-02	6.937e-02	6.104e-02	5.474e-02	6.699e-02
4.180e+04	4.715e-02	3.679e-02	5.809e-02	5.374e-02	3.989e-02	6.581e-02	5.348e-02	4.375e-02	6.748e-02	6.175e-02	5.600e-02	6.872e-02	6.326e-02	5.462e-02	6.937e-02	6.104e-02	5.474e-02	6.684e-02
4.190e+04	4.762e-02	3.679e-02	5.809e-02	5.374e-02	3.989e-02	6.581e-02	5.348e-02	4.375e-02	6.816e-02	6.175e-02	5.600e-02	6.872e-02	6.326e-02	5.485e-02	6.922e-02	6.127e-02	5.474e-02	6.684e-02
4.200e+04	4.712e-02	3.676e-02	5.809e-02	5.375e-02	3.989e-02	6.581e-02	5.338e-02	4.317e-02	6.839e-02	6.175e-02	5.590e-02	6.872e-02	6.286e-02	5.485e-02	6.922e-02	6.127e-02	5.566e-02	6.684e-02
4.210e+04	4.712e-02	3.676e-02	5.777e-02	5.375e-02	4.100e-02	6.581e-02	5.338e-02	4.400e-02	6.814e-02	6.175e-02	5.590e-02	6.872e-02	6.286e-02	5.528e-02	6.922e-02	6.127e-02	5.566e-02	6.711e-02
4.220e+04	4.689e-02	3.676e-02	5.777e-02	5.375e-02	4.100e-02	6.581e-02	5.350e-02	4.312e-02	6.814e-02	6.193e-02	5.590e-02	6.872e-02	6.286e-02	5.528e-02	6.922e-02	6.127e-02	5.566e-02	6.711e-02
4.230e+04	4.712e-02	3.676e-02	5.757e-02	5.375e-02	4.100e-02	6.588e-02	5.392e-02	4.320e-02	6.814e-02	6.193e-02	5.590e-02	6.872e-02	6.286e-02	5.585e-02	6.966e-02	6.127e-02	5.597e-02	6.711e-02
4.240e+04	4.712e-02	3.676e-02	5.757e-02	5.375e-02	4.100e-02	6.588e-02	5.392e-02	4.320e-02	6.842e-02	6.197e-02	5.592e-02	6.828e-02	6.286e-02	5.585e-02	6.966e-02	6.127e-02	5.554e-02	6.829e-02
4.250e+04	4.754e-02	3.690e-02	5.757e-02	5.441e-02	3.899e-02	6.588e-02	5.392e-02	4.317e-02	6.766e-02	6.236e-02	5.592e-02	6.856e-02	6.286e-02	5.585e-02	6.912e-02	6.219e-02	5.554e-02	6.829e-02
4.260e+04	4.753e-02	3.690e-02	5.775e-02	5.441e-02	3.899e-02	6.588e-02	5.392e-02	4.317e-02	6.766e-02	6.236e-02	5.613e-02	6.856e-02	6.286e-02	5.676e-02	6.912e-02	6.219e-02	5.554e-02	6.829e-02
4.270e+04	4.753e-02	3.690e-02	5.775e-02	5.441e-02	3.896e-02	6.386e-02	5.392e-02	4.370e-02	6.766e-02	6.239e-02	5.613e-02	6.856e-02	6.285e-02	5.676e-02	6.912e-02	6.219e-02	5.554e-02	6.829e-02
4.280e+04	4.720e-02	3.690e-02	5.736e-02	5.441e-02	3.896e-02	6.120e-02	5.392e-02	4.370e-02	6.488e-02	6.271e-02	5.643e-02	6.856e-02	6.285e-02	5.676e-02	6.953e-02	6.219e-02	5.554e-02	6.829e-02
4.290e+04	4.720e-02	3.690e-02	5.736e-02	5.419e-02	3.896e-02	6.120e-02	5.316e-02	4.370e-02	6.488e-02	6.271e-02	5.643e-02	6.856e-02	6.285e-02	5.676e-02	6.953e-02	6.219e-02	5.554e-02	6.829e-02
4.300e+04	4.720e-02	3.682e-02	5.736e-02	5.419e-02	3.896e-02	6.427e-02	5.316e-02	4.370e-02	6.488e-02	6.271e-02	5.643e-02	6.856e-02	6.285e-02	5.685e-02	6.905e-02	6.219e-02	5.554e-02	6.829e-02
4.310e+04	4.720e-02	3.690e-02	5.736e-02	5.419e-02	3.896e-02	6.427e-02	5.316e-02	4.370e-02	6.493e-02	6.271e-02	5.643e-02	6.894e-02	6.285e-02	5.685e-02	6.905e-02	6.219e-02	5.547e-02	6.839e-02
4.320e+04	4.745e-02	3.690e-02	5.775e-02	5.419e-02	3.896e-02	6.427e-02	5.273e-02	4.399e-02	6.536e-02	6.263e-02	5.643e-02	6.905e-02	6.268e-02	5.490e-02	6.905e-02	6.219e-02	5.547e-02	6.954e-02
4.330e+04	4.785e-02	3.690e-02	5.775e-02	5.481e-02	3.896e-02	6.255e-02	5.273e-02	4.399e-02	6.397e-02	6.263e-02	5.643e-02	6.860e-02	6.268e-02	5.514e-02	6.905e-02	6.219e-02	5.547e-02	6.954e-02
4.340e+04	4.775e-02	3.671e-02	5.775e-02	5.481e-02	3.896e-02	6.277e-02	5.273e-02	4.399e-02	6.403e-02	6.309e-02	5.643e-02	6.860e-02	6.268e-02	5.514e-02	6.905e-02	6.219e-02	5.532e-02	6.649e-02
4.350e+04	4.775e-02	3.671e-02	5.756e-02	5.461e-02	3.909e-02	6.298e-02	5.273e-02	4.399e-02	6.403e-02	6.318e-02	5.643e-02	6.894e-02	6.268e-02	5.514e-02	6.905e-02	6.219e-02	5.532e-02	6.649e-02
4.360e+04	4.745e-02	3.671e-02	5.756e-02	5.460e-02	3.926e-02	6.325e-02	5.273e-02	4.399e-02	6.403e-02	6.296e-02	5.650e-02	6.925e-02	6.328e-02	5.514e-02	6.905e-02	6.219e-02	5.532e-02	6.649e-02
4.370e+04	4.775e-02	3.671e-02	5.756e-02	5.460e-02	3.926e-02	6.325e-02	5.273e-02	4.399e-02	6.404e-02	6.296e-02	5.764e-02	6.925e-02	6.328e-02	5.514e-02	6.905e-02	6.219e-02	5.532e-02	6.695e-02
4.380e+04	4.775e-02	3.671e-02	5.756e-02	5.480e-02	3.909e-02	6.298e-02	5.273e-02	4.399e-02	6.404e-02	6.296e-02	5.836e-02	6.925e-02	6.346e-02	5.514e-02	6.926e-02	6.219e-02	5.532e-02	6.695e-02
4.390e+04	4.775e-02	3.671e-02	5.756e-02	5.456e-02	3.909e-02	6.298e-02	5.273e-02	4.399e-02	6.250e-02	6.311e-02	5.836e-02	6.925e-02	6.349e-02	5.514e-02	6.926e-02	6.219e-02	5.382e-02	6.695e-02
4.400e+04	4.766e-02	3.658e-02	5.731e-02	5.456e-02	3.922e-02	6.298e-02	5.273e-02	4.426e-02	6.250e-02	6.343e-02	5.836e-02	6.925e-02	6.349e-02	5.514e-02	6.946e-02	6.219e-02	5.382e-02	6.695e-02
4.410e+04	4.766e-02	3.652e-02	5.731e-02	5.454e-02	3.922e-02	6.298e-02	5.273e-02	4.426e-02	6.250e-02	6.315e-02	5.836e-02	6.866e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.385e-02	6.735e-02
4.420e+04	4.730e-02	3.550e-02	5.731e-02	5.454e-02	3.922e-02	6.321e-02	5.273e-02	4.430e-02	6.250e-02	6.311e-02	5.778e-02	6.866e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.385e-02	6.845e-02
4.430e+04	4.730e-02	3.550e-02	5.731e-02	5.454e-02	3.922e-02	6.321e-02	5.273e-02	4.451e-02	6.254e-02	6.311e-02	5.778e-02	6.866e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.340e-02	6.845e-02
4.440e+04	4.730e-02	3.550e-02	5.731e-02	5.454e-02	3.973e-02	6.321e-02	5.283e-02	4.451e-02	6.254e-02	6.311e-02	5.778e-02	6.866e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.340e-02	6.845e-02
4.450e+04	4.730e-02	3.550e-02	5.731e-02	5.454e-02	3.969e-02	6.323e-02	5.252e-02	4.451e-02	6.254e-02	6.281e-02	5.778e-02	6.866e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.340e-02	6.845e-02
4.460e+04	4.785e-02	3.514e-02	5.735e-02	5.454e-02	3.957e-02	6.158e-02	5.353e-02	4.451e-02	6.254e-02	6.281e-02	5.778e-02	6.825e-02	6.349e-02	5.590e-02	6.946e-02	6.219e-02	5.330e-02	6.845e-02
4.470e+04	4.730e-02	3.529e-02	5.735e-02	5.454e-02	3.957e-02	6.158e-02	5.386e-02	4.451e-02	6.254e-02	6.281e-02	5.778e-02	6.900e-02	6.349e-02	5.590e-02	6.916e-02	6.219e-02	5.330e-02	6.845e-02
4.480e+04	4.638e-02	3.529e-02	5.735e-02	5.454e-02	3.957e-02	6.158e-02	5.297e-02	4.483e-02	6.309e-02	6.281e-02	5.751e-02	6.900e-02	6.349e-02	5.597e-02	6.916e-02	6.319e-02	5.330e-02	6.780e-02
4.490e+04	4.638e-02	3.492e-02	5.793e-02	5.454e-02	3.957e-02	6.158e-02	5.297e-02	4.426e-02	6.309e-02	6.288e-02	5.751e-02	6.900e-02	6.349e-02	5.597e-02	6.916e-02	6.319e-02	5.330e-02	6.780e-02
4.500e+04	4.638e-02	3.492e-02	5.793e-02	5.454e-02	3.957e-02	6.158e-02	5.297e-02	4.426e-02	6.339e-02	6.288e-02	5.751e-02	6.900e-02	6.349e-02	5.597e-02	6.936e-02	6.315e-02	5.330e-02	6.780e-02
4.510e+04	4.638e-02	3.492e-02	5.793e-02	5.454e-02	3.980e-02	6.216e-02	5.297e-02	4.483e-02	6.339e-02	6.288e-02	5.804e-02	6.900e-02	6.349e-02	5.597e-02	6.936e-02	6.315e-02	5.330e-02	6.780e-02
4.520e+04	4.638e-02	3.492e-02	5.793e-02	5.461e-02	3.992e-02	6.216e-02	5.297e-02	4.493e-02	6.339e-02	6.288e-02	5.786e-02	6.900e-02	6.349e-02	5.597e-02	6.936e-02	6.315e-02	5.330e-02	6.780e-02
4.530e+04	4.638e-02	3.492e-02	5.673e-02	5.461e-02	3.992e-02	6.273e-02	5.297e-02	4.493e-02	6.339e-02	6.296e-02	5.786e-02	6.900e-02	6.347e-02	5.597e-02	6.997e-02	6.315e-02	5.331e-02	6.769e-02
4.540e+04	4.673e-02	3.492e-02	5.673e-02	5.454e-02	3.992e-02	6.292e-02	5.297e-02	4.450e-02	6.273e-02	6.296e-02	5.786e-02	6.900e-02	6.347e-02	5.597e-02	7.011e-02	6.315e-02	5.317e-02	6.769e-02
4.550e+04	4.673e-02	3.493e-02	5.649e-02	5.417e-02	4.027e-02	6.311e-02	5.340e-02	4.450e-02	6.273e-02	6.288e-02	5.786e-02	6.900e-02	6.347e-02	5.597e-02	7.011e-02	6.315e-02	5.317e-02	6.738e-02
4.560e+04	4.673e-02	3.493e-02	5.624e-02	5.417e-02	4.027e-02	6.311e-02	5.386e-02	4.504e-02	6.273e-02	6.288e-02	5.873e-02	6.877e-02	6.353e-02	5.570e-02	7.051e-02	6.251e-02	5.317e-02	6.738e-02
4.570e+04	4.665e-02	3.493e-02	5.624e-02	5.417e-02	4.027e-02	6.311e-02	5.386e-02	4.428e-02	6.273e-02	6.288e-02	5.873e-02	6.877e-02	6.353e-02	5.600e-02	7.055e-02	6.251e-02	5.317e-02	6.738e-02
4.580e+04	4.649e-02	3.493e-02	5.617e-02	5.417e-02	4.027e-02	6.311e-02	5.386e-02	4.374e-02	6.273e-02	6.288e-02	5.873e-02	6.900e-02	6.365e-02	5.600e-02	7.055e-02	6.251e-02	5.317e-02	6.718e-02
4.590e+04	4.649e-02	3.493e-02	5.617e-02	5.374e-02	4.027e-02	6.311e-02	5.470e-02	4.374e-02	6.273e-02	6.256e-02	5.873e-02	6.900e-02	6.273e-02	5.600e-02	7.055e-02	6.233e-02	5.317e-02	6.738e-02
4.600e+04	4.649e-02	3.512e-02	5.496e-02	5.374e-02	4.027e-02	6.311e-02	5.470e-02	4.374e-02	6.273e-02	6.256e-02	5.873e-02	6.900e-02	6.254e-02	5.600e-02	7.055e-02	6.233e-02	5.407e-02	6.738e-02
4.610e+04	4.639e-02	3.527e-02	5.496e-02	5.436e-02	4.027e-02	6.311e-02	5.470e-02	4.374e-02	6.273e-02	6.256e-02	5.873e-02	6.900e-02	6.254e-02	5.600e-02	7.055e-02	6.251e-02	5.407e-02	6.738e-02
4.620e+04	4.639e-02	3.489e-02	5.434e-02	5.436e-02	4.027e-02	6.311e-02	5.470e-02	4.374e-02	6.273e-02	6.256e-02	5.873e-02	6.900e-02	6.254e-02	5.600e-02	7.055e-02	6.251e-02	5.407e-02	6.738e-02
4.630e+04	4.639e-02	3.427e-02	5.434e-02	5.436e-02	4.104e-02	6.311e-02	5.423e-02	4.374e-02	6.300e-02	6.285e-02	5.873e-02	6.900e-02	6.254e-02	5.600e-02	7.055e-02	6.251e-02	5.328e-02	6.740e-02
