x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.386e-01	1.083e-01	1.083e-01	1.083e-01	1.880e-02
0	1	3.367e-01	1.230e-01	3.798e-02	3.798e-02	1.892e-03
0	2	4.023e-01	1.250e-01	4.484e-02	1.246e-02	7.779e-03
0	3	nan	1.122e-01	1.122e-01	3.674e-02	1.111e-02
0	4	nan	2.405e-01	2.315e-01	1.689e-01	1.193e-01
0	5	nan	nan	nan	nan	1.030e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	1.218e-01	1.218e-01	3.425e-02	3.425e-02
1	1	3.972e-01	7.252e-02	5.182e-02	4.314e-02	1.548e-02
1	2	6.542e-01	1.203e-01	1.203e-01	6.979e-02	5.174e-02
1	3	nan	9.651e-02	6.542e-02	5.911e-02	4.229e-02
1	4	nan	2.748e-01	1.118e-01	1.118e-01	1.118e-01
1	5	nan	nan	nan	nan	9.808e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	1.774e-01	1.774e-01	9.930e-02	9.930e-02
2	1	nan	5.497e-02	5.497e-02	5.497e-02	5.497e-02
2	2	nan	1.051e-01	6.376e-02	6.376e-02	6.376e-02
2	3	nan	2.747e-02	2.193e-02	2.193e-02	2.193e-02
2	4	nan	2.527e-01	1.033e-01	6.018e-02	4.861e-02
2	5	nan	nan	nan	nan	6.708e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	1.480e-01	1.092e-01	4.229e-02	4.229e-02
3	3	nan	nan	2.103e-01	9.790e-02	7.441e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
