x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.070e-01	9.832e-02	8.962e-02	5.210e-02	3.842e-02
0	1	2.294e-01	4.835e-02	2.514e-02	2.514e-02	1.928e-02
0	2	2.979e-01	9.884e-02	6.471e-02	3.265e-03	3.265e-03
0	3	6.616e-01	1.458e-01	6.774e-02	5.056e-02	1.478e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	4.081e-01	3.630e-01	1.668e-01	2.768e-02
1	1	6.501e-01	2.167e-01	1.035e-01	6.772e-02	1.051e-02
1	2	6.761e-01	1.745e-01	1.745e-01	1.692e-01	4.936e-02
1	3	nan	2.339e-01	1.661e-01	1.352e-01	3.554e-03
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.688e-01	2.688e-01	1.536e-01	1.328e-03
2	1	nan	2.307e-01	8.614e-02	2.511e-02	8.129e-03
2	2	nan	4.325e-01	1.049e-01	1.049e-01	7.043e-02
2	3	nan	1.408e-01	1.291e-01	9.703e-02	1.801e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	4.305e-01	2.870e-02	1.060e-02
3	1	nan	nan	1.192e-01	2.374e-02	1.651e-03
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
