x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	5.780e-01	9.488e-02	9.028e-02	9.028e-02	1.632e-02
0	1	3.229e-01	4.825e-02	4.825e-02	1.301e-02	1.169e-02
0	2	6.535e-01	1.330e-01	1.386e-02	1.386e-02	1.164e-02
0	3	4.230e-01	1.076e-01	5.932e-02	2.820e-02	2.460e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.764e-01	2.461e-01	9.995e-02	3.109e-02	3.109e-02
1	1	5.198e-01	2.253e-01	1.797e-02	1.797e-02	1.797e-02
1	2	5.469e-01	1.020e-01	1.269e-03	1.269e-03	1.269e-03
1	3	nan	8.290e-02	8.881e-03	8.881e-03	2.203e-03
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.271e-01	2.271e-01	1.883e-01	1.883e-01
2	1	nan	1.340e-01	1.054e-01	1.039e-01	1.039e-01
2	2	nan	2.342e-01	1.860e-01	1.860e-01	1.804e-01
2	3	nan	nan	1.727e-01	4.706e-02	3.866e-03
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	3.127e-01	2.320e-01	2.242e-01
3	1	nan	1.851e-01	1.851e-01	1.029e-01	1.029e-01
3	2	nan	2.490e-01	1.653e-01	1.269e-01	6.110e-02
3	3	nan	nan	1.587e-01	3.926e-03	3.926e-03
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
