x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	6.526e-01	2.292e-01	1.798e-02	1.798e-02	1.798e-02
0	1	5.260e-01	5.824e-02	1.534e-02	1.534e-02	3.156e-03
0	2	6.528e-01	1.804e-02	1.804e-02	1.804e-02	1.020e-02
0	3	nan	2.603e-02	1.546e-02	1.546e-02	1.546e-02
0	4	nan	nan	nan	8.804e-02	2.833e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.569e-01	2.538e-01	9.356e-02	8.267e-02	8.267e-02
1	1	6.608e-01	1.069e-01	7.953e-02	7.101e-02	3.480e-02
1	2	6.695e-01	1.141e-01	1.141e-01	4.543e-02	5.815e-03
1	3	nan	7.010e-02	3.906e-02	2.612e-02	4.747e-03
1	4	nan	nan	nan	1.508e-02	1.508e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.459e-01	2.480e-01	1.328e-01	9.474e-02
2	1	nan	6.662e-02	4.378e-02	4.378e-02	4.378e-02
2	2	nan	1.172e-01	6.103e-02	3.926e-02	2.151e-02
2	3	nan	2.263e-01	6.474e-02	5.021e-02	2.493e-02
2	4	nan	nan	nan	2.438e-01	2.877e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	2.316e-01	2.271e-01	2.269e-01
3	1	nan	nan	3.858e-02	3.858e-02	3.858e-02
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	2.310e-01	2.279e-01
3	4	nan	nan	nan	nan	9.023e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
