x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.334e-01	2.334e-01	2.559e-02	2.559e-02	2.178e-02
0	1	1.442e-01	9.270e-02	7.538e-02	3.085e-02	1.299e-02
0	2	3.462e-01	1.464e-01	1.050e-01	1.050e-01	2.010e-02
0	3	nan	1.890e-01	4.178e-02	4.178e-02	4.178e-02
0	4	nan	nan	2.326e-01	9.822e-02	9.669e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.521e-01	1.070e-01	9.275e-02	7.305e-02	7.305e-02
1	1	1.609e-01	9.059e-03	9.059e-03	9.059e-03	9.059e-03
1	2	5.446e-01	5.232e-02	3.673e-02	2.090e-02	2.090e-02
1	3	nan	1.752e-01	7.460e-02	7.342e-02	2.546e-02
1	4	nan	nan	6.565e-01	9.419e-02	4.400e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	1.625e-01	1.496e-01	1.496e-01	1.174e-01
2	1	nan	1.689e-01	8.874e-02	2.326e-02	2.326e-02
2	2	nan	9.838e-02	9.362e-02	1.569e-02	1.569e-02
2	3	nan	1.090e-01	1.090e-01	3.260e-02	3.260e-02
2	4	nan	nan	nan	9.983e-02	9.970e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	2.296e-01	2.296e-01	1.024e-01
3	1	nan	nan	1.067e-01	1.067e-01	2.906e-02
3	2	nan	2.326e-01	2.163e-01	1.023e-01	4.889e-02
3	3	nan	4.883e-01	1.153e-01	1.153e-01	3.579e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
