x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.437e-01	1.157e-01	1.019e-01	1.785e-02	1.785e-02
0	1	9.481e-02	2.209e-02	1.993e-02	1.993e-02	1.993e-02
0	2	6.071e-01	1.261e-01	9.697e-02	5.825e-02	4.956e-03
0	3	6.055e-01	1.009e-01	1.009e-01	6.732e-02	5.361e-02
0	4	nan	1.975e-01	1.561e-01	1.195e-01	2.390e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	1.987e-01	1.485e-01	9.636e-02	5.590e-02
1	1	6.653e-01	2.300e-01	7.115e-02	6.842e-02	1.987e-02
1	2	nan	2.326e-01	2.320e-01	5.536e-02	5.536e-02
1	3	6.798e-01	2.324e-01	5.308e-02	4.406e-02	2.863e-02
1	4	nan	7.321e-02	6.272e-02	3.887e-02	3.887e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.591e-01	2.404e-01	6.662e-02	3.569e-02
2	1	nan	1.003e-01	1.003e-01	6.717e-02	3.223e-02
2	2	nan	nan	2.304e-01	7.508e-02	7.508e-02
2	3	nan	2.310e-01	1.221e-01	1.046e-01	7.961e-02
2	4	nan	2.281e-01	2.086e-01	2.086e-01	1.268e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.759e-01	2.684e-02
3	1	nan	nan	nan	9.171e-02	9.171e-02
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
