x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	6.545e-01	7.688e-02	6.726e-02	1.306e-02	1.300e-02
0	1	2.346e-01	1.019e-01	3.255e-02	3.255e-02	1.507e-02
0	2	6.525e-01	2.342e-01	4.300e-02	2.748e-02	2.469e-02
0	3	nan	1.301e-01	4.337e-02	4.337e-02	4.337e-02
0	4	nan	nan	1.331e-01	6.866e-02	6.866e-02
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	3.879e-01	7.404e-02	7.404e-02	7.404e-02
1	1	6.572e-01	1.340e-01	4.375e-02	8.947e-03	2.012e-03
1	2	nan	3.622e-01	1.951e-01	5.009e-02	8.910e-03
1	3	nan	5.322e-02	3.773e-02	1.776e-02	4.642e-04
1	4	nan	nan	nan	1.223e-01	1.204e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	6.012e-02	6.012e-02	2.322e-02	8.122e-03
2	1	nan	8.326e-02	1.634e-02	1.634e-02	7.581e-03
2	2	nan	3.325e-01	2.290e-01	1.925e-02	1.120e-03
2	3	nan	1.467e-01	1.264e-01	4.235e-02	8.942e-03
2	4	nan	nan	nan	2.355e-01	2.303e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.481e-01	2.351e-01
3	1	nan	nan	nan	3.830e-02	3.830e-02
3	2	nan	nan	2.279e-01	4.515e-02	7.496e-03
3	3	nan	nan	2.655e-01	2.294e-01	1.007e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
