_.locomotion.hilly.5.0.75.ga.epistasis.1.0	_.locomotion.hilly.5.0.75.ga.epistasis.2.0	_.locomotion.hilly.5.0.75.ga.epistasis.0.5
1.174e-02	1.803e-02	8.248e-03
1.384e-02	1.509e-02	9.532e-03
1.432e-02	2.316e-02	1.072e-02
1.222e-02	2.812e-02	8.828e-03
1.667e-02	1.717e-02	1.324e-02
9.738e-03	1.968e-02	7.395e-03
1.336e-02	1.670e-02	1.399e-02
7.954e-03	1.490e-02	1.217e-02
2.971e-02	1.439e-02	7.769e-03
1.495e-02	1.650e-02	8.461e-03
