run.problem.name;run.solver.name;run.randomGenerator.seed;run.problem.simulation.arena;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→quality→behavior.quality→first.agent.velocity.x;best→genotype→size;best→genotype→first→size;best→genotype→second→size;best→body.epistasis;best→brain.epistasis;best→global.epistasis;best→cross.epistasis;all→each[body.epistasis]→avg;all→each[brain.epistasis]→avg;all→each[global.epistasis]→avg;all→each[cross.epistasis]→avg;all→each[body.epistasis]→sd;all→each[brain.epistasis]→sd;all→each[global.epistasis]→sd;all→each[cross.epistasis]→sd
locomotion[hilly[5-0.75]];ga-epistasis-0.5;7;null;200;20000;20000;8.04043e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.09524e-01;5.47619e-01;4.04762e-01;4.01667e-01;4.37381e-01;6.05119e-01;3.71190e-01;1.80246e-02;4.35987e-02;1.39905e-02;2.93727e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;8;null;200;20000;20000;8.04060e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;4.04762e-01;5.83333e-01;4.04762e-01;3.41190e-01;4.10476e-01;5.84167e-01;4.16667e-01;3.05013e-02;1.84796e-02;1.21703e-02;4.37085e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;1;100;100;2.14900e+00;100;1;1;1.00000e+00;1.00000e+00;8.30000e-01;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.67619e-01;3.68095e-01;5.72024e-01;4.08333e-01;4.77759e-02;5.24264e-02;1.84716e-02;5.66822e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;1;100;100;2.13000e+00;100;1;1;1.00000e+00;1.00000e+00;8.90000e-01;NA;NA;42;84;3.80952e-01;4.04762e-01;5.71429e-01;3.57143e-01;3.71429e-01;3.69524e-01;5.71548e-01;4.02143e-01;4.71405e-02;4.61045e-02;2.12623e-02;5.34411e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;2;200;200;6.50000e+00;100;1;3;1.00000e+00;1.00000e+00;9.80000e-01;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.67619e-01;3.65238e-01;5.70595e-01;4.08333e-01;4.39439e-02;4.71669e-02;1.74359e-02;5.55711e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;2;200;200;6.14500e+00;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;4.04762e-01;5.71429e-01;3.57143e-01;3.77857e-01;3.74762e-01;5.73214e-01;3.93810e-01;4.60029e-02;4.79299e-02;2.18461e-02;5.56776e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;3;300;300;1.01560e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.68333e-01;3.60000e-01;5.69405e-01;4.10476e-01;4.34424e-02;4.83609e-02;1.77421e-02;5.92010e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;3;300;300;1.02280e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;4.52381e-01;5.71429e-01;3.33333e-01;3.82143e-01;3.73571e-01;5.74286e-01;3.92857e-01;4.86058e-02;4.62536e-02;2.26579e-02;5.26508e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;4;400;400;1.42350e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.67143e-01;3.60238e-01;5.71429e-01;4.15476e-01;4.43113e-02;4.78157e-02;1.88231e-02;5.87449e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;4;400;400;1.38820e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.71429e-01;3.80952e-01;3.77143e-01;3.70476e-01;5.72024e-01;3.96429e-01;4.69863e-02;4.54656e-02;2.02293e-02;5.24215e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;5;500;500;1.76880e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.67143e-01;3.59524e-01;5.71548e-01;4.16429e-01;4.63130e-02;4.86204e-02;1.96695e-02;5.39269e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;5;500;500;1.75270e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.71429e-01;3.80952e-01;3.77619e-01;3.71429e-01;5.70952e-01;3.92857e-01;5.08455e-02;4.51754e-02;1.93371e-02;5.33992e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;6;600;600;2.14130e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.59524e-01;4.04762e-01;3.69524e-01;3.62619e-01;5.73095e-01;4.14048e-01;4.47315e-02;5.11606e-02;2.06896e-02;5.56242e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;6;600;600;2.12880e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.57143e-01;5.95238e-01;4.04762e-01;3.81190e-01;3.71190e-01;5.71905e-01;3.91429e-01;4.81512e-02;4.55621e-02;1.73271e-02;5.63758e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;7;700;700;2.50060e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.57143e-01;5.59524e-01;4.28571e-01;3.67857e-01;3.66667e-01;5.73810e-01;4.13095e-01;4.86058e-02;5.10657e-02;2.00623e-02;5.04374e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;7;700;700;2.50670e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.57143e-01;5.95238e-01;4.04762e-01;3.85714e-01;3.68810e-01;5.72619e-01;3.90714e-01;5.00567e-02;4.75589e-02;1.71280e-02;6.06180e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;8;800;800;2.90980e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.57143e-01;5.59524e-01;4.28571e-01;3.73333e-01;3.69048e-01;5.76071e-01;4.09762e-01;5.07182e-02;5.08989e-02;1.94813e-02;5.46370e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;8;800;800;2.87970e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.57143e-01;5.95238e-01;4.04762e-01;3.81905e-01;3.68333e-01;5.71905e-01;3.93571e-01;4.95924e-02;4.70749e-02;1.86658e-02;5.88490e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;9;900;900;3.28890e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.57143e-01;5.59524e-01;4.28571e-01;3.72857e-01;3.69048e-01;5.76429e-01;4.10952e-01;5.01946e-02;5.11212e-02;1.95020e-02;5.39400e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;9;900;900;3.27530e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.57143e-01;5.95238e-01;4.04762e-01;3.80714e-01;3.68571e-01;5.70952e-01;3.92619e-01;4.96581e-02;4.76762e-02;1.79695e-02;5.95233e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;10;1000;1000;3.64970e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.80952e-01;6.07143e-01;4.04762e-01;3.70714e-01;3.72619e-01;5.76071e-01;4.08810e-01;4.90563e-02;4.95301e-02;1.90398e-02;5.37753e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;10;1000;1000;3.62020e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.28571e-01;3.57143e-01;5.95238e-01;4.04762e-01;3.79048e-01;3.73095e-01;5.70476e-01;3.88810e-01;5.09190e-02;4.86851e-02;1.65540e-02;5.68499e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;11;1100;1100;4.04780e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.09524e-01;3.80952e-01;5.71429e-01;4.52381e-01;3.71905e-01;3.75714e-01;5.77381e-01;4.07143e-01;4.79489e-02;4.86298e-02;1.94525e-02;5.14528e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;11;1100;1100;4.00880e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.71429e-01;4.04762e-01;3.79762e-01;3.75714e-01;5.71190e-01;3.86905e-01;5.09963e-02;5.03480e-02;1.69182e-02;5.79678e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;12;1200;1200;4.40110e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.09524e-01;3.80952e-01;5.71429e-01;4.52381e-01;3.71190e-01;3.77381e-01;5.76786e-01;4.05000e-01;4.81041e-02;4.60916e-02;1.80053e-02;5.24345e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;12;1200;1200;4.36470e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.71429e-01;4.04762e-01;3.74048e-01;3.77619e-01;5.72262e-01;3.92857e-01;4.88293e-02;4.93748e-02;1.69412e-02;6.02809e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;13;1300;1300;4.76800e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.09524e-01;3.80952e-01;5.71429e-01;4.52381e-01;3.74286e-01;3.74524e-01;5.76071e-01;4.03333e-01;4.73899e-02;4.50315e-02;1.82026e-02;5.23615e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;13;1300;1300;4.72860e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.71429e-01;4.04762e-01;3.73095e-01;3.78571e-01;5.72976e-01;3.94286e-01;4.79814e-02;5.26508e-02;1.82617e-02;6.31128e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;14;1400;1400;5.17940e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.09524e-01;3.80952e-01;5.71429e-01;4.52381e-01;3.70000e-01;3.75714e-01;5.75119e-01;4.04524e-01;4.34379e-02;4.41061e-02;1.91733e-02;5.21091e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;14;1400;1400;5.14910e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.71429e-01;4.04762e-01;3.75238e-01;3.80000e-01;5.73333e-01;3.91429e-01;4.77522e-02;5.25883e-02;1.81109e-02;6.24808e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;15;1500;1500;5.56740e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.70476e-01;3.74524e-01;5.74524e-01;4.04048e-01;4.44569e-02;4.24391e-02;1.93151e-02;5.28609e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;15;1500;1500;5.52240e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.71429e-01;4.04762e-01;3.71429e-01;3.80952e-01;5.73929e-01;3.95476e-01;4.51754e-02;5.36639e-02;1.88453e-02;6.06928e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;16;1600;1600;5.95360e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.72381e-01;3.69286e-01;5.74881e-01;4.08095e-01;4.34509e-02;3.94829e-02;1.91437e-02;4.96039e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;16;1600;1600;5.91070e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.71429e-01;3.77857e-01;5.73929e-01;3.98571e-01;4.60454e-02;5.43624e-02;1.86183e-02;6.12252e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;17;1700;1700;6.33960e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.71667e-01;3.67143e-01;5.73810e-01;4.08810e-01;4.31071e-02;3.92936e-02;1.91959e-02;4.76256e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;17;1700;1700;6.28500e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.71190e-01;3.75952e-01;5.73333e-01;3.99524e-01;4.45556e-02;5.49474e-02;1.80325e-02;6.18663e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;18;1800;1800;6.71000e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.70000e-01;3.65238e-01;5.73214e-01;4.11190e-01;4.19778e-02;4.00142e-02;1.87760e-02;4.77207e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;18;1800;1800;6.69260e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.70952e-01;3.74048e-01;5.73333e-01;4.01667e-01;4.53232e-02;5.61718e-02;1.77153e-02;6.25112e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;19;1900;1900;7.08810e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.69048e-01;3.65476e-01;5.72738e-01;4.10952e-01;4.18533e-02;4.03183e-02;1.88903e-02;4.81659e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;19;1900;1900;7.06270e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.70000e-01;3.75238e-01;5.73571e-01;4.01905e-01;4.64646e-02;5.67566e-02;1.79268e-02;6.20219e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;20;2000;2000;7.46360e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.69524e-01;3.66667e-01;5.72619e-01;4.09048e-01;4.26556e-02;4.02656e-02;1.88607e-02;4.65816e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;20;2000;2000;7.45970e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.66429e-01;3.76667e-01;5.72619e-01;4.02143e-01;4.51622e-02;5.50592e-02;1.66241e-02;5.75280e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;21;2100;2100;7.86160e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.33333e-01;3.80952e-01;5.59524e-01;4.04762e-01;3.71190e-01;3.66190e-01;5.75476e-01;4.13571e-01;4.20688e-02;3.99518e-02;1.93591e-02;4.55073e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;21;2100;2100;7.84960e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.69048e-01;3.75238e-01;5.73810e-01;4.03333e-01;4.37085e-02;5.47226e-02;1.72516e-02;5.57184e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;22;2200;2200;8.24500e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.80952e-01;5.59524e-01;3.80952e-01;3.70952e-01;3.66429e-01;5.74643e-01;4.11905e-01;4.23488e-02;3.92525e-02;1.85084e-02;4.56125e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;22;2200;2200;8.22060e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.69762e-01;3.76905e-01;5.75357e-01;4.04048e-01;4.57310e-02;5.47158e-02;1.75008e-02;5.60870e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;23;2300;2300;8.63270e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.70000e-01;3.66667e-01;5.74405e-01;4.12143e-01;4.18425e-02;3.95554e-02;1.81621e-02;4.56367e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;23;2300;2300;8.61370e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.70476e-01;3.76190e-01;5.75357e-01;4.04048e-01;4.80127e-02;5.22726e-02;1.89023e-02;5.50670e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;24;2400;2400;9.03070e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.66667e-01;3.66190e-01;5.74048e-01;4.15238e-01;4.13765e-02;3.86536e-02;1.79427e-02;4.65743e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;24;2400;2400;9.01580e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.70952e-01;3.79524e-01;5.76786e-01;4.03095e-01;4.69211e-02;5.07115e-02;1.93704e-02;5.46329e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;25;2500;2500;9.41250e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.65238e-01;3.67381e-01;5.74524e-01;4.16429e-01;4.16796e-02;3.81332e-02;1.77872e-02;4.39665e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;25;2500;2500;9.38960e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.70238e-01;3.78571e-01;5.77381e-01;4.05952e-01;4.44639e-02;4.88531e-02;1.90848e-02;5.31731e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;26;2600;2600;9.78830e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.63095e-01;3.67143e-01;5.74405e-01;4.18571e-01;4.08769e-02;3.78234e-02;1.77676e-02;4.23488e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;26;2600;2600;9.77960e+01;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.72143e-01;3.80952e-01;5.78571e-01;4.04048e-01;4.33379e-02;4.76190e-02;1.88982e-02;5.12270e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;27;2700;2700;1.01696e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.63333e-01;3.68810e-01;5.74762e-01;4.17381e-01;4.21395e-02;3.68079e-02;1.77441e-02;4.03296e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;27;2700;2700;1.01553e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.74048e-01;3.80000e-01;5.79048e-01;4.04048e-01;4.32908e-02;4.67686e-02;1.92342e-02;5.06707e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;28;2800;2800;1.05620e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.63333e-01;3.67381e-01;5.75357e-01;4.20000e-01;4.24077e-02;3.61489e-02;1.76620e-02;4.04790e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;28;2800;2800;1.05354e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.73333e-01;3.80714e-01;5.78690e-01;4.03333e-01;4.42729e-02;4.47334e-02;1.96983e-02;4.87741e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;29;2900;2900;1.09310e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.64286e-01;3.65000e-01;5.75357e-01;4.21429e-01;4.43522e-02;3.40160e-02;1.77421e-02;3.99120e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;29;2900;2900;1.09076e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.80952e-01;3.80952e-01;5.83333e-01;4.04762e-01;3.73571e-01;3.80714e-01;5.78690e-01;4.03095e-01;4.39922e-02;4.47334e-02;1.96983e-02;4.84750e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;30;3000;3000;1.13110e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.64524e-01;3.63810e-01;5.75238e-01;4.22143e-01;4.62536e-02;3.58062e-02;1.77281e-02;4.34946e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;30;3000;3000;1.13504e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.73571e-01;3.78571e-01;5.80595e-01;4.09048e-01;4.36039e-02;4.40959e-02;1.92589e-02;4.57217e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;31;3100;3100;1.17278e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.64048e-01;3.62381e-01;5.73810e-01;4.21190e-01;4.65712e-02;3.54082e-02;1.91219e-02;4.43771e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;31;3100;3100;1.17144e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.72381e-01;3.78810e-01;5.81071e-01;4.10952e-01;4.25278e-02;4.27373e-02;2.02517e-02;4.29391e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;32;3200;3200;1.21178e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.65000e-01;3.63095e-01;5.73929e-01;4.19762e-01;4.66636e-02;3.70963e-02;1.93646e-02;4.55073e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;32;3200;3200;1.21155e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.72857e-01;3.76905e-01;5.81190e-01;4.12619e-01;4.44442e-02;4.11092e-02;2.20402e-02;4.15208e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;33;3300;3300;1.25021e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.65952e-01;3.64286e-01;5.74524e-01;4.18810e-01;4.67365e-02;3.68086e-02;1.96064e-02;4.50617e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;33;3300;3300;1.24869e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.74762e-01;3.76905e-01;5.80714e-01;4.09762e-01;4.43676e-02;3.91310e-02;2.23721e-02;3.78407e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;34;3400;3400;1.28879e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.65714e-01;3.63333e-01;5.74762e-01;4.20476e-01;4.69621e-02;3.77394e-02;1.97116e-02;4.61954e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;34;3400;3400;1.28835e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.76667e-01;3.77143e-01;5.81429e-01;4.09048e-01;4.42088e-02;3.96584e-02;2.34327e-02;3.80029e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;35;3500;3500;1.32856e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.65952e-01;3.64762e-01;5.74405e-01;4.18095e-01;4.64932e-02;3.83740e-02;1.98760e-02;4.57143e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;35;3500;3500;1.32740e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.76190e-01;3.80476e-01;5.82619e-01;4.08571e-01;4.50497e-02;3.62625e-02;2.40358e-02;3.65335e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;9;null;36;3600;3600;1.36695e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;3.57143e-01;3.57143e-01;5.71429e-01;4.28571e-01;3.66429e-01;3.65238e-01;5.74405e-01;4.17143e-01;4.64005e-02;3.91549e-02;1.98760e-02;4.64719e-02
locomotion[hilly[5-0.75]];ga-epistasis-0.5;10;null;36;3600;3600;1.36547e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;42;84;4.04762e-01;4.28571e-01;5.95238e-01;3.57143e-01;3.77143e-01;3.78571e-01;5.82619e-01;4.09524e-01;4.46351e-02;3.29054e-02;2.37392e-02;3.53152e-02
