run.problem.name;run.solver.name;run.randomGenerator.seed;run.problem.simulation.arena;n.iterations;n.evals;n.births;elapsed.secs;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[quality]→uniqueness;best→quality→behavior.quality→first.agent.velocity.x;best→genotype→size;best→genotype→first→size;best→genotype→second→size;best→body.epistasis;best→brain.epistasis;best→global.epistasis;best→cross.epistasis;all→each[body.epistasis]→avg;all→each[brain.epistasis]→avg;all→each[global.epistasis]→avg;all→each[cross.epistasis]→avg;all→each[body.epistasis]→sd;all→each[brain.epistasis]→sd;all→each[global.epistasis]→sd;all→each[cross.epistasis]→sd
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;60;6000;6000;2.30709e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.14524e-01;2.28333e-01;3.72143e-01;3.01429e-01;4.04755e-02;6.25511e-02;2.83533e-02;5.62651e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;64;6400;6400;2.41261e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15000e-01;2.12143e-01;3.73333e-01;3.19524e-01;3.78646e-02;3.41889e-02;2.31161e-02;5.11966e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;61;6100;6100;2.34801e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.16667e-01;2.30476e-01;3.72738e-01;2.98333e-01;3.99120e-02;6.31630e-02;2.84569e-02;5.63894e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;65;6500;6500;2.45383e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.16190e-01;2.11429e-01;3.74286e-01;3.20952e-01;3.57428e-02;3.37189e-02;2.27951e-02;5.12298e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;62;6200;6200;2.38649e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.16667e-01;2.30476e-01;3.72738e-01;2.98333e-01;3.99120e-02;6.31630e-02;2.84569e-02;5.63894e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;66;6600;6600;2.49059e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.16667e-01;2.10714e-01;3.74524e-01;3.21667e-01;3.60303e-02;3.39025e-02;2.29870e-02;5.15623e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;63;6300;6300;2.42510e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.16905e-01;2.32619e-01;3.73214e-01;2.96905e-01;3.99681e-02;6.24386e-02;2.85900e-02;5.63894e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;67;6700;6700;2.53229e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.16429e-01;2.10476e-01;3.74048e-01;3.21190e-01;3.56499e-02;3.32857e-02;2.22832e-02;5.20002e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;64;6400;6400;2.46392e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.18571e-01;2.32381e-01;3.74881e-01;2.98810e-01;3.93225e-02;6.29148e-02;2.75355e-02;5.98917e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;68;6800;6800;2.56840e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14048e-01;2.12143e-01;3.72976e-01;3.19762e-01;3.52341e-02;3.08781e-02;2.19548e-02;5.29466e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;65;6500;6500;2.50296e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.19524e-01;2.33571e-01;3.75476e-01;2.97857e-01;3.94951e-02;6.27863e-02;2.74285e-02;6.00920e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;69;6900;6900;2.60688e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14048e-01;2.10000e-01;3.72143e-01;3.20238e-01;3.52341e-02;3.21878e-02;2.23746e-02;5.19872e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;66;6600;6600;2.54259e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.21667e-01;2.34762e-01;3.77024e-01;2.97619e-01;3.87876e-02;6.16313e-02;2.71499e-02;6.06559e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;70;7000;7000;2.64710e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.13810e-01;2.09286e-01;3.71786e-01;3.20476e-01;3.49895e-02;3.21728e-02;2.16166e-02;5.21010e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;67;6700;6700;2.58219e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.20952e-01;2.36667e-01;3.76071e-01;2.94524e-01;3.95668e-02;6.13362e-02;2.78732e-02;5.89645e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;71;7100;7100;2.68665e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12857e-01;2.08810e-01;3.72262e-01;3.22857e-01;3.43089e-02;3.15609e-02;2.15509e-02;4.91792e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;68;6800;6800;2.61996e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.21905e-01;2.39286e-01;3.76548e-01;2.91905e-01;3.91056e-02;6.18475e-02;2.70767e-02;5.78939e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;72;7200;7200;2.72645e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12857e-01;2.07857e-01;3.71429e-01;3.22143e-01;3.41432e-02;3.11996e-02;2.10953e-02;4.88478e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;69;6900;6900;2.65840e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.19048e-01;2.14286e-01;2.97619e-01;2.61905e-01;2.19286e-01;2.45714e-01;3.78333e-01;2.91667e-01;4.10043e-02;6.02226e-02;2.67038e-02;5.69814e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;73;7300;7300;2.76405e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12857e-01;2.07857e-01;3.71429e-01;3.22143e-01;3.41432e-02;3.11996e-02;2.10953e-02;4.88478e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;70;7000;7000;2.69991e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;2.85714e-01;3.80952e-01;2.85714e-01;2.19524e-01;2.47857e-01;3.78214e-01;2.89048e-01;3.86243e-02;6.09910e-02;2.64519e-02;5.48157e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;74;7400;7400;2.80662e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.13095e-01;2.08095e-01;3.71667e-01;3.22143e-01;3.44004e-02;3.11568e-02;2.14669e-02;4.88478e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;71;7100;7100;2.73770e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;2.85714e-01;3.80952e-01;2.85714e-01;2.20476e-01;2.48571e-01;3.79286e-01;2.89524e-01;3.78893e-02;6.15668e-02;2.56447e-02;5.61137e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;75;7500;7500;2.84369e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12381e-01;2.08333e-01;3.71190e-01;3.21667e-01;3.22406e-02;3.11122e-02;2.11208e-02;4.79152e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;72;7200;7200;2.77522e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;2.85714e-01;3.80952e-01;2.85714e-01;2.20714e-01;2.47857e-01;3.78810e-01;2.89048e-01;3.74733e-02;6.18218e-02;2.62650e-02;5.59417e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;76;7600;7600;2.88387e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12381e-01;2.06905e-01;3.71667e-01;3.24048e-01;3.22406e-02;3.00595e-02;2.13344e-02;4.85498e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;73;7300;7300;2.81775e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;2.85714e-01;3.80952e-01;2.85714e-01;2.20714e-01;2.47857e-01;3.78810e-01;2.89048e-01;3.74733e-02;6.18218e-02;2.62650e-02;5.59417e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;77;7700;7700;2.92219e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12381e-01;2.06905e-01;3.71667e-01;3.24048e-01;3.22406e-02;3.00595e-02;2.13344e-02;4.85498e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;74;7400;7400;2.85275e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;2.85714e-01;3.80952e-01;2.85714e-01;2.20476e-01;2.48810e-01;3.78571e-01;2.87857e-01;3.72860e-02;6.20305e-02;2.60276e-02;5.57463e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;78;7800;7800;2.95887e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12381e-01;2.06905e-01;3.71667e-01;3.24048e-01;3.22406e-02;3.00595e-02;2.13344e-02;4.85498e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;75;7500;7500;2.89140e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;3.57143e-01;4.04762e-01;2.61905e-01;2.20000e-01;2.52381e-01;3.78690e-01;2.85000e-01;3.73620e-02;6.25425e-02;2.61198e-02;5.58845e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;79;7900;7900;2.99788e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14048e-01;2.06190e-01;3.72381e-01;3.24524e-01;2.76631e-02;2.95890e-02;2.12346e-02;4.91025e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;76;7600;7600;2.93406e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;1.90476e-01;3.57143e-01;4.04762e-01;2.61905e-01;2.20000e-01;2.53095e-01;3.78929e-01;2.84762e-01;3.67501e-02;6.32326e-02;2.61393e-02;5.59316e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;80;8000;8000;3.03717e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14286e-01;2.06429e-01;3.72738e-01;3.24762e-01;2.77664e-02;2.93650e-02;2.12756e-02;4.92023e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;77;7700;7700;2.97188e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.21429e-01;2.54286e-01;3.79762e-01;2.83810e-01;3.55552e-02;6.35210e-02;2.58911e-02;5.62107e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;81;8100;8100;3.07368e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14048e-01;2.05714e-01;3.73095e-01;3.26429e-01;2.78673e-02;2.88714e-02;2.15749e-02;4.85965e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;78;7800;7800;3.00955e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.20714e-01;2.55476e-01;3.80357e-01;2.84524e-01;3.60862e-02;6.36970e-02;2.65866e-02;5.65821e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;82;8200;8200;3.11250e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14048e-01;2.06667e-01;3.72976e-01;3.25238e-01;2.82712e-02;2.91373e-02;2.15641e-02;4.85878e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;79;7900;7900;3.04684e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.20714e-01;2.55000e-01;3.80000e-01;2.84286e-01;3.60862e-02;6.48822e-02;2.71303e-02;5.69262e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;83;8300;8300;3.15301e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14286e-01;2.06667e-01;3.74167e-01;3.27381e-01;2.87692e-02;2.91373e-02;2.22243e-02;4.88386e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;80;8000;8000;3.08362e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.19762e-01;2.57381e-01;3.81071e-01;2.85000e-01;3.62429e-02;6.42147e-02;2.59456e-02;5.67901e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;84;8400;8400;3.18971e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14286e-01;2.06667e-01;3.74167e-01;3.27381e-01;2.87692e-02;2.91373e-02;2.22243e-02;4.88386e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;81;8100;8100;3.12577e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.20476e-01;2.59762e-01;3.82262e-01;2.84286e-01;3.58916e-02;6.29126e-02;2.52479e-02;5.68265e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;85;8500;8500;3.22953e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.13810e-01;2.05952e-01;3.75238e-01;3.30714e-01;2.79658e-02;2.90388e-02;2.25550e-02;4.72480e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;82;8200;8200;3.16621e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.19762e-01;2.62143e-01;3.82857e-01;2.83810e-01;3.57706e-02;6.37540e-02;2.51819e-02;5.65124e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;86;8600;8600;3.27174e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14286e-01;2.05000e-01;3.75714e-01;3.32143e-01;2.67261e-02;2.89450e-02;2.26704e-02;4.79010e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;83;8300;8300;3.20682e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.09524e-01;3.92857e-01;2.61905e-01;2.17619e-01;2.66190e-01;3.83690e-01;2.83571e-01;3.65800e-02;6.34764e-02;2.44471e-02;5.58479e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;87;8700;8700;3.31149e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14286e-01;2.05000e-01;3.75714e-01;3.32143e-01;2.67261e-02;2.89450e-02;2.26704e-02;4.79010e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;84;8400;8400;3.24436e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.16190e-01;2.70238e-01;3.83929e-01;2.81429e-01;3.63717e-02;6.29378e-02;2.48792e-02;5.42293e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;88;8800;8800;3.34945e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14524e-01;2.05476e-01;3.76429e-01;3.32857e-01;2.66188e-02;2.83033e-02;2.20659e-02;4.68969e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;85;8500;8500;3.28423e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.16905e-01;2.72619e-01;3.85238e-01;2.80952e-01;3.44860e-02;6.32971e-02;2.47733e-02;5.31331e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;89;8900;8900;3.39060e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14762e-01;2.04762e-01;3.76786e-01;3.34048e-01;2.62942e-02;2.71470e-02;2.16506e-02;4.53576e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;86;8600;8600;3.32490e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.16667e-01;2.73571e-01;3.85476e-01;2.80714e-01;3.47489e-02;6.38428e-02;2.48453e-02;5.32711e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;90;9000;9000;3.42894e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15238e-01;2.04286e-01;3.77024e-01;3.34524e-01;2.62812e-02;2.65516e-02;2.16951e-02;4.50969e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;87;8700;8700;3.36912e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.15714e-01;2.80238e-01;3.88690e-01;2.81429e-01;3.33027e-02;6.47562e-02;2.51061e-02;5.28529e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;91;9100;9100;3.47270e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15000e-01;2.04048e-01;3.77024e-01;3.35000e-01;2.63964e-02;2.63534e-02;2.16951e-02;4.48296e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;88;8800;8800;3.40619e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.15238e-01;2.81190e-01;3.88810e-01;2.81190e-01;3.31492e-02;6.44790e-02;2.52100e-02;5.15843e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;92;9200;9200;3.51106e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15238e-01;2.04286e-01;3.77262e-01;3.35000e-01;2.62812e-02;2.63373e-02;2.18020e-02;4.50818e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;89;8900;8900;3.44558e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.14286e-01;2.85714e-01;3.89643e-01;2.79286e-01;3.29914e-02;6.07959e-02;2.56356e-02;4.87782e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;93;9300;9300;3.54953e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15238e-01;2.04524e-01;3.77262e-01;3.34762e-01;2.62812e-02;2.63189e-02;2.18020e-02;4.49010e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;90;9000;9000;3.48277e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.14048e-01;2.89048e-01;3.91190e-01;2.79286e-01;3.30764e-02;5.87106e-02;2.45146e-02;4.87782e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;94;9400;9400;3.59007e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15000e-01;2.05000e-01;3.77619e-01;3.35238e-01;2.63964e-02;2.60592e-02;2.15657e-02;4.46300e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;91;9100;9100;3.52139e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.13810e-01;2.89762e-01;3.91429e-01;2.79286e-01;3.31594e-02;5.86174e-02;2.45296e-02;4.84282e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;95;9500;9500;3.62705e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15000e-01;2.05000e-01;3.77619e-01;3.35238e-01;2.63964e-02;2.60592e-02;2.15657e-02;4.46300e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;92;9200;9200;3.56238e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.11429e-01;2.91905e-01;3.92143e-01;2.80952e-01;3.26946e-02;5.97254e-02;2.47905e-02;4.82106e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;96;9600;9600;3.66570e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.15000e-01;2.05000e-01;3.77619e-01;3.35238e-01;2.63964e-02;2.60592e-02;2.15657e-02;4.46300e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;93;9300;9300;3.60010e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.10000e-01;2.94048e-01;3.92976e-01;2.81905e-01;3.18336e-02;5.86483e-02;2.47719e-02;4.82952e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;97;9700;9700;3.70481e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.14762e-01;2.04286e-01;3.78095e-01;3.37143e-01;2.62942e-02;2.45550e-02;2.16339e-02;4.42524e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;94;9400;9400;3.63831e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.08095e-01;2.95476e-01;3.93214e-01;2.82857e-01;3.18763e-02;5.95804e-02;2.49407e-02;4.81259e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;98;9800;9800;3.74515e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.13095e-01;2.05714e-01;3.79643e-01;3.40476e-01;2.74327e-02;2.44021e-02;2.00548e-02;4.35786e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;95;9500;9500;3.67876e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.08333e-01;2.94762e-01;3.93333e-01;2.83571e-01;3.20103e-02;5.95505e-02;2.50238e-02;4.83392e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;99;9900;9900;3.78453e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.13095e-01;2.06190e-01;3.79524e-01;3.39762e-01;2.70162e-02;2.38618e-02;2.02227e-02;4.37545e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;10;null;96;9600;9600;3.71874e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;3.33333e-01;4.04762e-01;2.61905e-01;2.07381e-01;2.96429e-01;3.93690e-01;2.83571e-01;3.18185e-02;6.00807e-02;2.50428e-02;4.83392e-02
locomotion[hilly[5-0.75]];ga-epistasis-1.0;9;null;100;10000;10000;3.82475e+02;100;1;1;1.00000e+00;1.00000e+00;1.00000e+00;NA;NA;84;84;2.14286e-01;2.14286e-01;3.69048e-01;3.09524e-01;2.12857e-01;2.06667e-01;3.79524e-01;3.39524e-01;2.62596e-02;2.37809e-02;2.04318e-02;4.35942e-02
