n.evals.q.1.0.	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.brain.epistasis	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.brain.epistasis.min	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.brain.epistasis.max	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.brain.epistasis	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.brain.epistasis.min	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.brain.epistasis.max	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.brain.epistasis	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.brain.epistasis.min	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.brain.epistasis.max
1.740e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.667e-01	1.429e-01	2.143e-01
1.750e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.667e-01	1.429e-01	2.143e-01
1.760e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.667e-01	1.429e-01	2.143e-01
1.770e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.667e-01	1.429e-01	2.143e-01
1.780e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.790e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.800e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.810e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.820e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.830e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.840e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.850e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.860e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.870e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.880e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.890e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.900e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	2.143e-01
1.910e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	1.905e-01
1.920e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	1.905e-01	2.619e-01	1.905e-01	1.429e-01	1.905e-01
1.930e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.429e-01	1.905e-01
1.940e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.429e-01	1.905e-01
1.950e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	1.905e-01
1.960e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	1.905e-01
1.970e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	1.905e-01
1.980e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	1.905e-01
1.990e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	1.905e-01
2.000e+04	3.810e-01	3.333e-01	4.048e-01	2.381e-01	2.143e-01	2.619e-01	1.905e-01	1.190e-01	2.143e-01
