_.locomotion.hilly.5.0.75.ga.epistasis.1.0	_.locomotion.hilly.5.0.75.ga.epistasis.2.0	_.locomotion.hilly.5.0.75.ga.epistasis.0.5
4.524e-01	2.976e-01	5.714e-01
3.810e-01	2.976e-01	5.952e-01
3.810e-01	3.095e-01	5.595e-01
3.571e-01	3.095e-01	5.595e-01
4.167e-01	2.262e-01	6.071e-01
3.929e-01	2.024e-01	5.952e-01
4.524e-01	3.333e-01	5.476e-01
4.048e-01	2.738e-01	5.833e-01
4.286e-01	2.857e-01	5.952e-01
4.286e-01	2.381e-01	6.071e-01
