n.evals.q.1.0.	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.quality.first.agent.velocity.x	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.quality.first.agent.velocity.x.min	_.locomotion.hilly.5.0.75.ga.epistasis.0.5.best.quality.first.agent.velocity.x.max	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.quality.first.agent.velocity.x	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.quality.first.agent.velocity.x.min	_.locomotion.hilly.5.0.75.ga.epistasis.1.0.best.quality.first.agent.velocity.x.max	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.quality.first.agent.velocity.x	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.quality.first.agent.velocity.x.min	_.locomotion.hilly.5.0.75.ga.epistasis.2.0.best.quality.first.agent.velocity.x.max	_.locomotion.hilly.5.0.75.ga.single.ds.best.quality.first.agent.velocity.x	_.locomotion.hilly.5.0.75.ga.single.ds.best.quality.first.agent.velocity.x.min	_.locomotion.hilly.5.0.75.ga.single.ds.best.quality.first.agent.velocity.x.max
1.300e+04	2.350e+00	2.182e+00	2.409e+00	2.126e+00	1.998e+00	2.160e+00	2.011e+00	1.959e+00	2.063e+00	2.697e+00	2.212e+00	2.800e+00
1.310e+04	2.350e+00	2.182e+00	2.409e+00	2.126e+00	1.998e+00	2.160e+00	2.011e+00	1.959e+00	2.063e+00	2.697e+00	2.212e+00	2.800e+00
1.320e+04	2.350e+00	2.182e+00	2.409e+00	2.126e+00	2.005e+00	2.160e+00	2.011e+00	1.959e+00	2.063e+00	2.697e+00	2.212e+00	2.800e+00
1.330e+04	2.350e+00	2.182e+00	2.409e+00	2.126e+00	2.005e+00	2.160e+00	2.044e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.340e+04	2.350e+00	2.182e+00	2.409e+00	2.136e+00	2.005e+00	2.160e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.350e+04	2.350e+00	2.182e+00	2.409e+00	2.136e+00	2.042e+00	2.279e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.360e+04	2.350e+00	2.182e+00	2.409e+00	2.136e+00	2.042e+00	2.279e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.370e+04	2.350e+00	2.182e+00	2.409e+00	2.136e+00	2.042e+00	2.282e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.380e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.390e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.059e+00	1.959e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.400e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.059e+00	1.981e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.410e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.059e+00	1.981e+00	2.091e+00	2.697e+00	2.212e+00	2.800e+00
1.420e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.063e+00	1.981e+00	2.098e+00	2.697e+00	2.212e+00	2.800e+00
1.430e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.063e+00	1.981e+00	2.098e+00	2.697e+00	2.212e+00	2.800e+00
1.440e+04	2.406e+00	2.182e+00	2.438e+00	2.136e+00	2.042e+00	2.282e+00	2.063e+00	1.981e+00	2.098e+00	2.697e+00	2.212e+00	2.800e+00
1.450e+04	2.406e+00	2.182e+00	2.438e+00	2.160e+00	2.042e+00	2.286e+00	2.063e+00	2.044e+00	2.098e+00	2.697e+00	2.212e+00	2.800e+00
1.460e+04	2.406e+00	2.182e+00	2.438e+00	2.160e+00	2.042e+00	2.286e+00	2.091e+00	2.050e+00	2.192e+00	2.697e+00	2.212e+00	2.800e+00
1.470e+04	2.409e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.091e+00	2.050e+00	2.192e+00	2.697e+00	2.212e+00	2.800e+00
1.480e+04	2.409e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.091e+00	2.050e+00	2.192e+00	2.697e+00	2.212e+00	2.800e+00
1.490e+04	2.435e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.091e+00	2.057e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.500e+04	2.435e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.098e+00	2.057e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.510e+04	2.435e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.098e+00	2.057e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.520e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.042e+00	2.286e+00	2.098e+00	2.057e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.530e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.286e+00	2.098e+00	2.060e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.540e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.098e+00	2.060e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.550e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.098e+00	2.060e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.560e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.114e+00	2.065e+00	2.192e+00	2.697e+00	2.212e+00	2.836e+00
1.570e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.114e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.580e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.114e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.590e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.119e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.600e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.119e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.610e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.325e+00	2.119e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.620e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.326e+00	2.119e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.630e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.326e+00	2.119e+00	2.065e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.640e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.326e+00	2.119e+00	2.086e+00	2.192e+00	2.730e+00	2.212e+00	2.836e+00
1.650e+04	2.438e+00	2.182e+00	2.445e+00	2.160e+00	2.111e+00	2.326e+00	2.123e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.660e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.111e+00	2.326e+00	2.123e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.670e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.111e+00	2.326e+00	2.129e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.680e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.111e+00	2.326e+00	2.129e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.690e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.700e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.710e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.086e+00	2.214e+00	2.730e+00	2.212e+00	2.836e+00
1.720e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.086e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.730e+04	2.438e+00	2.182e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.740e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.750e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.760e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.770e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.115e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.780e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.790e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.800e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.426e+00	2.730e+00	2.212e+00	2.836e+00
1.810e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.212e+00	2.836e+00
1.820e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.212e+00	2.836e+00
1.830e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.212e+00	2.836e+00
1.840e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.212e+00	2.836e+00
1.850e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.212e+00	2.836e+00
1.860e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.238e+00	2.836e+00
1.870e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.466e+00	2.730e+00	2.238e+00	2.836e+00
1.880e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.890e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.129e+00	2.091e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.900e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.134e+00	2.091e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.910e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.134e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.920e+04	2.438e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.134e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.930e+04	2.445e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.134e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.940e+04	2.445e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.134e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.950e+04	2.445e+00	2.192e+00	2.519e+00	2.160e+00	2.125e+00	2.326e+00	2.147e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.960e+04	2.445e+00	2.192e+00	2.519e+00	2.301e+00	2.125e+00	2.326e+00	2.147e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.970e+04	2.445e+00	2.192e+00	2.519e+00	2.301e+00	2.125e+00	2.326e+00	2.147e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.980e+04	2.445e+00	2.192e+00	2.519e+00	2.301e+00	2.125e+00	2.326e+00	2.147e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
1.990e+04	2.445e+00	2.192e+00	2.519e+00	2.301e+00	2.125e+00	2.326e+00	2.173e+00	2.097e+00	2.469e+00	2.730e+00	2.238e+00	2.836e+00
2.000e+04	2.445e+00	2.192e+00	2.519e+00	2.301e+00	2.125e+00	2.326e+00	2.173e+00	2.097e+00	2.488e+00	2.730e+00	2.238e+00	2.836e+00
