_.locomotion.hilly.5.0.75.ga.epistasis.1.0	_.locomotion.hilly.5.0.75.ga.epistasis.2.0	_.locomotion.hilly.5.0.75.ga.epistasis.0.5
4.255e-01	2.761e-01	5.643e-01
3.545e-01	2.685e-01	5.973e-01
3.661e-01	3.001e-01	5.552e-01
3.919e-01	2.692e-01	5.654e-01
4.214e-01	2.242e-01	6.110e-01
3.932e-01	2.120e-01	5.868e-01
4.595e-01	3.185e-01	6.051e-01
4.114e-01	2.644e-01	5.842e-01
4.044e-01	2.705e-01	5.918e-01
4.293e-01	2.357e-01	6.063e-01
