_.locomotion.hilly.5.0.75.ga.epistasis.1.0	_.locomotion.hilly.5.0.75.ga.epistasis.2.0	_.locomotion.hilly.5.0.75.ga.epistasis.0.5
3.207e-02	2.210e-02	2.117e-02
2.407e-02	2.902e-02	2.330e-02
2.715e-02	1.866e-02	2.113e-02
2.690e-02	2.766e-02	2.472e-02
2.357e-02	4.163e-02	2.366e-02
3.390e-02	2.213e-02	3.641e-02
2.509e-02	2.959e-02	2.937e-02
3.757e-02	4.271e-02	4.371e-02
3.815e-02	3.357e-02	3.181e-02
2.256e-02	2.596e-02	2.158e-02
