_.locomotion.hilly.5.0.75.ga.epistasis.1.0	_.locomotion.hilly.5.0.75.ga.epistasis.2.0	_.locomotion.hilly.5.0.75.ga.epistasis.0.5
3.288e-01	2.448e-01	3.895e-01
2.800e-01	1.695e-01	4.074e-01
4.000e-01	2.819e-01	3.988e-01
3.081e-01	2.505e-01	4.431e-01
2.614e-01	2.088e-01	4.090e-01
3.607e-01	2.281e-01	3.902e-01
4.200e-01	2.062e-01	3.712e-01
3.219e-01	2.950e-01	4.167e-01
3.655e-01	2.186e-01	4.388e-01
2.831e-01	1.795e-01	3.505e-01
