x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	6.202e-01	2.371e-01	1.065e-01	5.183e-02	5.183e-02
0	2	3.309e-01	1.285e-01	2.309e-02	2.309e-02	1.614e-02
0	3	4.281e-01	2.321e-01	2.305e-01	2.301e-01	2.696e-02
0	4	nan	4.100e-01	5.759e-02	3.585e-02	1.396e-02
0	5	nan	nan	nan	3.042e-01	2.031e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	7.380e-01	2.690e-01	2.335e-01	2.309e-01	2.309e-01
1	2	5.746e-01	2.303e-01	4.135e-02	1.959e-03	1.959e-03
1	3	5.822e-01	2.324e-01	2.270e-02	2.270e-02	6.498e-03
1	4	nan	2.677e-01	1.273e-02	1.273e-02	2.401e-03
1	5	nan	nan	nan	3.160e-01	4.916e-02
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	2.756e-01	1.693e-01	1.693e-01	1.693e-01
2	2	nan	9.746e-02	3.006e-02	2.299e-02	3.857e-03
2	3	nan	2.370e-01	5.404e-02	9.215e-04	9.215e-04
2	4	nan	5.216e-01	8.545e-02	7.643e-02	4.236e-03
2	5	nan	nan	nan	1.866e-02	1.034e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	2.319e-01	2.319e-01
3	5	nan	nan	nan	9.075e-02	1.982e-02
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
