x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	3.363e-01
0	1	5.610e-01	3.132e-01	2.312e-01	2.300e-01	2.866e-02
0	2	5.615e-01	2.313e-01	6.166e-02	5.278e-02	2.709e-02
0	3	4.741e-01	3.774e-02	2.639e-02	2.639e-02	1.508e-02
0	4	nan	2.323e-01	8.116e-03	8.116e-03	8.116e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	6.031e-01	4.013e-01	2.337e-01	2.337e-01	2.337e-01
1	2	5.619e-01	2.304e-01	2.304e-01	2.303e-01	9.189e-02
1	3	5.617e-01	2.302e-01	3.694e-02	3.103e-02	7.727e-03
1	4	nan	nan	2.944e-02	2.423e-02	5.070e-03
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	4.731e-01	2.986e-01	2.411e-01	2.318e-01
2	2	8.206e-01	2.839e-01	2.356e-01	2.315e-01	2.315e-01
2	3	nan	2.431e-01	2.311e-01	2.304e-01	8.809e-03
2	4	nan	nan	2.301e-01	2.301e-01	1.000e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	3.515e-01	2.302e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
