x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	2.522e-01	2.301e-01	2.301e-01
0	1	5.662e-01	2.598e-01	2.302e-01	1.792e-01	3.736e-02
0	2	4.445e-01	2.311e-01	1.244e-01	1.115e-02	8.340e-03
0	3	3.159e-01	2.306e-01	9.377e-02	3.655e-04	3.655e-04
0	4	nan	2.303e-01	2.303e-01	2.301e-01	2.301e-01
0	5	nan	nan	nan	5.766e-01	2.303e-01
0	6	nan	nan	nan	nan	2.309e-01
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	2.315e-01	2.303e-01	2.303e-01
1	1	6.646e-01	2.702e-01	1.714e-01	9.585e-02	6.602e-02
1	2	5.641e-01	2.302e-01	2.302e-01	6.044e-02	2.146e-02
1	3	7.122e-01	2.323e-01	2.323e-01	1.240e-01	1.917e-02
1	4	nan	4.153e-01	2.301e-01	2.301e-01	2.301e-01
1	5	nan	nan	nan	2.702e-01	2.300e-01
1	6	nan	nan	nan	nan	2.344e-01
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	2.304e-01	2.301e-01
2	1	nan	3.864e-01	2.330e-01	2.303e-01	6.195e-02
2	2	nan	2.366e-01	2.328e-01	2.304e-01	6.532e-02
2	3	nan	2.364e-01	2.364e-01	2.301e-01	2.300e-01
2	4	nan	nan	nan	2.301e-01	2.301e-01
2	5	nan	nan	nan	2.728e-01	2.300e-01
2	6	nan	nan	nan	nan	2.321e-01
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	2.366e-01
3	2	nan	nan	nan	nan	4.020e-02
3	3	nan	2.836e-01	2.599e-01	2.599e-01	8.200e-02
3	4	nan	nan	nan	3.691e-01	2.372e-01
3	5	nan	nan	nan	2.309e-01	2.300e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
