x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	2.462e-01
0	1	5.649e-01	2.459e-01	2.311e-01	2.304e-01	2.304e-01
0	2	3.419e-01	2.347e-01	2.302e-01	1.032e-01	5.493e-02
0	3	4.647e-01	2.067e-01	1.384e-01	4.676e-02	2.414e-02
0	4	7.350e-01	4.151e-01	2.305e-01	2.305e-01	2.117e-01
0	5	nan	nan	nan	2.308e-01	2.302e-01
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	2.303e-01
1	1	nan	2.412e-01	2.321e-01	2.306e-01	8.331e-02
1	2	4.705e-01	1.781e-01	7.734e-02	1.984e-02	1.097e-02
1	3	3.542e-01	6.769e-02	1.253e-02	3.150e-03	3.150e-03
1	4	nan	5.606e-01	3.067e-01	2.303e-01	2.303e-01
1	5	nan	nan	nan	2.300e-01	2.300e-01
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	2.302e-01
2	1	nan	2.312e-01	2.302e-01	2.300e-01	6.711e-02
2	2	nan	2.306e-01	1.276e-01	5.140e-02	1.974e-02
2	3	nan	2.868e-01	2.649e-02	2.649e-02	1.408e-02
2	4	nan	nan	2.717e-01	2.313e-01	2.300e-01
2	5	nan	nan	nan	2.339e-01	8.162e-02
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	3.897e-01	2.345e-01	2.345e-01	2.301e-01
3	3	nan	3.034e-01	2.401e-01	2.401e-01	2.401e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	4.156e-01	2.303e-01
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
