x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	2.981e-01
0	1	6.012e-01	2.331e-01	2.302e-01	2.302e-01	2.823e-03
0	2	2.503e-01	2.303e-01	1.131e-01	3.489e-02	1.840e-02
0	3	5.631e-01	2.302e-01	2.300e-01	8.098e-03	3.016e-03
0	4	nan	2.352e-01	4.162e-02	4.162e-02	4.285e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	2.654e-01
1	1	5.663e-01	2.303e-01	2.303e-01	6.129e-02	1.192e-02
1	2	5.606e-01	2.314e-01	2.300e-01	1.004e-01	6.568e-03
1	3	6.290e-01	2.300e-01	2.300e-01	2.300e-01	1.391e-02
1	4	nan	2.654e-01	4.706e-02	4.706e-02	2.393e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	2.668e-01
2	1	nan	2.364e-01	2.340e-01	2.305e-01	2.305e-01
2	2	7.273e-01	2.300e-01	2.300e-01	6.026e-02	5.135e-02
2	3	5.855e-01	2.456e-01	2.302e-01	7.594e-02	3.277e-02
2	4	nan	5.625e-01	2.499e-01	5.868e-02	1.108e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	4.257e-01	2.312e-01	2.310e-01
3	2	nan	4.852e-01	2.337e-01	4.332e-02	4.332e-02
3	3	nan	2.310e-01	6.363e-02	3.774e-02	3.774e-02
3	4	nan	nan	1.987e-01	4.611e-02	3.517e-02
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
