x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	nan
0	1	3.707e-01	2.563e-01	2.337e-01	2.314e-01	2.245e-02
0	2	5.615e-01	2.310e-01	2.305e-01	2.301e-01	1.748e-02
0	3	3.262e-01	2.301e-01	2.300e-01	2.300e-01	2.901e-03
0	4	nan	2.413e-01	2.301e-01	2.301e-01	2.301e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	nan
1	1	6.277e-01	3.689e-01	2.327e-01	2.303e-01	2.302e-01
1	2	5.669e-01	2.322e-01	2.302e-01	2.302e-01	8.991e-03
1	3	5.290e-01	2.304e-01	2.301e-01	2.301e-01	1.210e-02
1	4	nan	4.324e-01	2.308e-01	2.300e-01	2.300e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	nan
2	1	nan	2.374e-01	2.311e-01	2.311e-01	2.311e-01
2	2	6.700e-01	2.301e-01	2.301e-01	2.301e-01	2.301e-01
2	3	nan	2.308e-01	2.301e-01	2.301e-01	2.300e-01
2	4	nan	nan	3.428e-01	2.301e-01	2.300e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	nan	nan	nan	nan
3	3	nan	nan	nan	nan	nan
3	4	nan	nan	nan	2.344e-01	2.300e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
