x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	nan	nan	nan	nan	2.308e-01
0	1	3.604e-01	2.309e-01	2.202e-01	2.202e-01	2.101e-02
0	2	5.611e-01	8.048e-02	2.822e-02	2.822e-02	2.102e-03
0	3	5.620e-01	2.340e-01	4.559e-02	5.207e-03	5.207e-03
0	4	nan	5.601e-01	3.854e-01	2.304e-01	2.300e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	nan	nan	nan	nan	2.452e-01
1	1	6.991e-01	3.094e-03	3.094e-03	3.094e-03	3.094e-03
1	2	3.202e-01	2.321e-01	1.413e-02	9.224e-03	9.224e-03
1	3	6.714e-01	2.382e-01	4.426e-02	4.426e-02	3.696e-02
1	4	nan	2.754e-01	2.746e-01	2.610e-01	2.398e-01
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	nan	nan	nan	2.317e-01
2	1	nan	4.045e-02	3.516e-02	2.760e-02	1.102e-02
2	2	4.899e-01	3.304e-02	1.216e-02	1.216e-02	8.561e-03
2	3	nan	2.310e-01	2.302e-01	2.302e-01	1.573e-01
2	4	nan	nan	2.696e-01	2.321e-01	2.321e-01
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	2.309e-01
3	1	nan	2.906e-01	1.649e-01	1.422e-01	2.686e-02
3	2	nan	2.613e-01	1.099e-01	1.099e-01	6.020e-02
3	3	nan	nan	nan	nan	3.460e-02
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
