x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	3.990e-01	2.345e-01	1.217e-01	1.190e-01	5.964e-02
0	1	5.610e-01	2.127e-01	1.086e-01	3.028e-02	1.045e-02
0	2	nan	2.337e-01	2.300e-01	3.896e-02	2.660e-02
0	3	nan	nan	2.311e-01	2.300e-01	3.367e-02
0	4	nan	nan	nan	nan	nan
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	5.136e-01	4.883e-01	4.174e-01	2.306e-01	1.575e-01
1	1	8.104e-01	2.398e-01	2.315e-01	2.315e-01	5.185e-02
1	2	nan	5.605e-01	2.330e-01	9.061e-03	9.061e-03
1	3	nan	nan	2.302e-01	3.123e-02	3.297e-03
1	4	nan	nan	nan	nan	nan
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	5.611e-01	2.320e-01	2.320e-01	2.320e-01
2	1	nan	2.397e-01	2.327e-01	9.438e-02	6.580e-02
2	2	nan	nan	3.165e-01	2.305e-01	5.650e-02
2	3	nan	nan	3.310e-01	2.301e-01	7.587e-02
2	4	nan	nan	nan	nan	nan
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	5.604e-01	5.604e-01	2.312e-01	2.305e-01
3	1	nan	5.602e-01	5.601e-01	1.082e-01	6.370e-02
3	2	nan	nan	nan	9.042e-02	4.123e-02
3	3	nan	nan	nan	nan	2.322e-01
3	4	nan	nan	nan	nan	nan
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
