x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	4.473e-01	2.320e-01	5.590e-02	5.263e-02	2.284e-02
0	1	4.900e-01	5.127e-02	1.937e-02	1.608e-02	1.608e-02
0	2	nan	2.304e-01	2.303e-01	2.303e-01	2.301e-01
0	3	nan	nan	2.663e-01	2.303e-01	2.303e-01
0	4	nan	nan	nan	2.303e-01	1.000e-01
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	6.462e-01	2.400e-01	2.303e-01	2.302e-01	2.301e-01
1	1	nan	2.309e-01	1.827e-01	1.029e-02	1.029e-02
1	2	nan	2.325e-01	2.325e-01	2.301e-01	2.301e-01
1	3	nan	nan	2.320e-01	1.948e-01	4.337e-02
1	4	nan	nan	nan	2.310e-01	2.763e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.983e-01	2.303e-01	2.303e-01	2.301e-01
2	1	nan	2.303e-01	2.300e-01	2.300e-01	5.880e-03
2	2	nan	5.603e-01	2.334e-01	2.308e-01	2.304e-01
2	3	nan	nan	2.406e-01	9.195e-02	3.125e-02
2	4	nan	nan	nan	2.300e-01	2.198e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	2.374e-01	2.322e-01
3	1	nan	nan	nan	2.310e-01	2.302e-01
3	2	nan	nan	2.429e-01	2.321e-01	2.301e-01
3	3	nan	nan	2.302e-01	2.300e-01	2.300e-01
3	4	nan	nan	nan	2.339e-01	2.300e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
