x	y	progress.rate.q.0.05.0.00.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.10.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.25.quality.behavior.quality.final.dist	progress.rate.q.0.05.0.50.quality.behavior.quality.final.dist	progress.rate.q.0.05.1.00.quality.behavior.quality.final.dist
0	0	2.796e-01	2.304e-01	2.303e-01	2.300e-01	5.507e-02
0	1	5.674e-01	2.412e-01	2.303e-01	2.303e-01	1.269e-02
0	2	nan	2.408e-01	3.701e-02	1.956e-02	1.956e-02
0	3	nan	2.318e-01	2.318e-01	3.667e-02	2.801e-02
0	4	nan	nan	nan	3.835e-02	6.637e-03
0	5	nan	nan	nan	nan	nan
0	6	nan	nan	nan	nan	nan
0	7	nan	nan	nan	nan	nan
1	0	7.427e-01	2.375e-01	2.306e-01	1.156e-01	7.675e-02
1	1	nan	2.368e-01	1.018e-01	5.859e-02	3.449e-02
1	2	nan	2.338e-01	7.487e-02	7.487e-02	3.815e-02
1	3	nan	2.338e-01	6.740e-02	6.614e-02	3.637e-02
1	4	nan	nan	nan	3.237e-02	2.755e-02
1	5	nan	nan	nan	nan	nan
1	6	nan	nan	nan	nan	nan
1	7	nan	nan	nan	nan	nan
2	0	nan	2.501e-01	2.395e-01	2.312e-01	2.305e-01
2	1	nan	3.389e-01	2.905e-01	2.303e-01	3.469e-02
2	2	nan	3.033e-01	9.515e-02	9.470e-02	9.470e-02
2	3	nan	2.370e-01	9.929e-02	4.260e-02	1.267e-02
2	4	nan	nan	nan	2.328e-01	4.718e-02
2	5	nan	nan	nan	nan	nan
2	6	nan	nan	nan	nan	nan
2	7	nan	nan	nan	nan	nan
3	0	nan	nan	nan	nan	nan
3	1	nan	nan	nan	nan	nan
3	2	nan	7.902e-01	2.003e-02	2.003e-02	2.003e-02
3	3	nan	nan	2.617e-01	2.367e-01	2.309e-01
3	4	nan	nan	nan	2.360e-01	2.340e-01
3	5	nan	nan	nan	nan	nan
3	6	nan	nan	nan	nan	nan
3	7	nan	nan	nan	nan	nan
